ghe.qn,ghe.ghe_Tin,ghe.q_time[n],ghe.ghe_load[n],ghe.q_lntts[n],ghe.g_data[n],ghe.ghe_Tout[n],ghe.ghe_Tf[n],ghe.c1
11.2201,6.94788e-310,4734000,11.2201,-5.45835,3.92444,15.0278,15.6956,36.6483
11.2202,6.94788e-310,4737600,11.2202,-5.45759,3.92481,15.0288,15.6967,36.6614
11.2202,6.94788e-310,4741200,11.2202,-5.45683,3.92517,15.0299,15.6977,36.6745
11.2203,6.94788e-310,4744800,11.2203,-5.45607,3.92554,15.0309,15.6988,36.6875
11.2204,6.94788e-310,4748400,11.2204,-5.45531,3.92591,15.032,15.6998,36.7006
11.2204,6.94788e-310,4752000,11.2204,-5.45455,3.92627,15.033,15.7009,36.7136
11.2205,6.94788e-310,4755600,11.2205,-5.45379,3.92664,15.034,15.7019,36.7266
11.2205,6.94788e-310,4759200,11.2205,-5.45304,3.927,15.0351,15.703,36.7395
11.2206,6.94788e-310,4762800,11.2206,-5.45228,3.92737,15.0361,15.704,36.7524
11.2206,6.94788e-310,4766400,11.2206,-5.45152,3.92773,15.0372,15.7051,36.7654
11.2207,6.94788e-310,4770000,11.2207,-5.45077,3.9281,15.0382,15.7061,36.7782
11.2207,6.94788e-310,4773600,11.2207,-5.45002,3.92846,15.0392,15.7071,36.7911
11.2208,6.94788e-310,4777200,11.2208,-5.44926,3.92883,15.0403,15.7082,36.8039
11.2209,6.94788e-310,4780800,11.2209,-5.44851,3.92919,15.0413,15.7092,36.8167
11.2209,6.94788e-310,4784400,11.2209,-5.44776,3.92955,15.0423,15.7102,36.8295
11.221,6.94788e-310,4788000,11.221,-5.447,3.92992,15.0434,15.7113,36.8423
11.221,6.94788e-310,4791600,11.221,-5.44625,3.93028,15.0444,15.7123,36.855
11.2211,6.94788e-310,4795200,11.2211,-5.4455,3.93064,15.0454,15.7133,36.8677
11.2211,6.94788e-310,4798800,11.2211,-5.44475,3.93101,15.0464,15.7143,36.8804
11.2212,6.94788e-310,4802400,11.2212,-5.444,3.93137,15.0474,15.7154,36.8931
11.2212,6.94788e-310,4806000,11.2212,-5.44325,3.93173,15.0485,15.7164,36.9057
11.2213,6.94788e-310,4809600,11.2213,-5.4425,3.93209,15.0495,15.7174,36.9183
11.2213,6.94788e-310,4813200,11.2213,-5.44175,3.93245,15.0505,15.7184,36.9309
11.2214,6.94788e-310,4816800,11.2214,-5.44101,3.93281,15.0515,15.7194,36.9435
11.2215,6.94788e-310,4820400,11.2215,-5.44026,3.93317,15.0525,15.7204,36.9561
11.2215,6.94788e-310,4824000,11.2215,-5.43951,3.93353,15.0535,15.7215,36.9686
11.2216,6.94788e-310,4827600,11.2216,-5.43877,3.93389,15.0545,15.7225,36.9811
11.2216,6.94788e-310,4831200,11.2216,-5.43802,3.93425,15.0555,15.7235,36.9936
11.2217,6.94788e-310,4834800,11.2217,-5.43728,3.93461,15.0565,15.7245,37.006
11.2217,6.94788e-310,4838400,11.2217,-5.43653,3.93497,15.0575,15.7255,37.0185
11.2218,6.94788e-310,4842000,11.2218,-5.43579,3.93533,15.0585,15.7265,37.0309
11.2218,6.94788e-310,4845600,11.2218,-5.43504,3.93569,15.0595,15.7275,37.0433
11.2219,6.94788e-310,4849200,11.2219,-5.4343,3.93605,15.0605,15.7285,37.0556
11.2219,6.94788e-310,4852800,11.2219,-5.43356,3.93641,15.0615,15.7295,37.068
11.222,6.94788e-310,4856400,11.222,-5.43282,3.93677,15.0625,15.7305,37.0803
11.222,6.94788e-310,4860000,11.222,-5.43208,3.93712,15.0635,15.7314,37.0926
11.2221,6.94788e-310,4863600,11.2221,-5.43134,3.93748,15.0645,15.7324,37.1049
11.2221,6.94788e-310,4867200,11.2221,-5.4306,3.93784,15.0654,15.7334,37.1171
11.2222,6.94788e-310,4870800,11.2222,-5.42986,3.9382,15.0664,15.7344,37.1293
11.2222,6.94788e-310,4874400,11.2222,-5.42912,3.93855,15.0674,15.7354,37.1416
11.2223,6.94788e-310,4878000,11.2223,-5.42838,3.93891,15.0684,15.7364,37.1537
11.2223,6.94788e-310,4881600,11.2223,-5.42764,3.93927,15.0694,15.7374,37.1659
11.2224,6.94788e-310,4885200,11.2224,-5.42691,3.93962,15.0703,15.7383,37.1781
11.2224,6.94788e-310,4888800,11.2224,-5.42617,3.93998,15.0713,15.7393,37.1902
11.2225,6.94788e-310,4892400,11.2225,-5.42543,3.94033,15.0723,15.7403,37.2023
11.2226,6.94788e-310,4896000,11.2226,-5.4247,3.94069,15.0733,15.7413,37.2144
11.2226,6.94788e-310,4899600,11.2226,-5.42396,3.94104,15.0742,15.7422,37.2264
11.2227,6.94788e-310,4903200,11.2227,-5.42323,3.9414,15.0752,15.7432,37.2384
11.2227,6.94788e-310,4906800,11.2227,-5.42249,3.94175,15.0762,15.7442,37.2505
11.2228,6.94788e-310,4910400,11.2228,-5.42176,3.94211,15.0771,15.7451,37.2625
11.2228,6.94788e-310,4914000,11.2228,-5.42103,3.94246,15.0781,15.7461,37.2744
11.2229,6.94788e-310,4917600,11.2229,-5.4203,3.94281,15.079,15.7471,37.2864
11.2229,6.94788e-310,4921200,11.2229,-5.41956,3.94317,15.08,15.748,37.2983
11.223,6.94788e-310,4924800,11.223,-5.41883,3.94352,15.081,15.749,37.3102
11.223,6.94788e-310,4928400,11.223,-5.4181,3.94387,15.0819,15.75,37.3221
11.2231,6.94788e-310,4932000,11.2231,-5.41737,3.94423,15.0829,15.7509,37.334
11.2231,6.94788e-310,4935600,11.2231,-5.41664,3.94458,15.0838,15.7519,37.3458
11.2232,6.94788e-310,4939200,11.2232,-5.41591,3.94493,15.0848,15.7528,37.3576
11.2232,6.94788e-310,4942800,11.2232,-5.41518,3.94528,15.0857,15.7538,37.3694
11.2233,6.94788e-310,4946400,11.2233,-5.41446,3.94563,15.0867,15.7547,37.3812
11.2233,6.94788e-310,4950000,11.2233,-5.41373,3.94599,15.0876,15.7557,37.393
11.2234,6.94788e-310,4953600,11.2234,-5.413,3.94634,15.0886,15.7566,37.4047
11.2234,6.94788e-310,4957200,11.2234,-5.41227,3.94669,15.0895,15.7576,37.4165
11.2235,6.94788e-310,4960800,11.2235,-5.41155,3.94704,15.0904,15.7585,37.4282
11.2235,6.94788e-310,4964400,11.2235,-5.41082,3.94739,15.0914,15.7594,37.4398
11.2235,6.94788e-310,4968000,11.2235,-5.4101,3.94774,15.0923,15.7604,37.4515
11.2236,6.94788e-310,4971600,11.2236,-5.40937,3.94809,15.0933,15.7613,37.4631
11.2236,6.94788e-310,4975200,11.2236,-5.40865,3.94844,15.0942,15.7623,37.4748
11.2237,6.94788e-310,4978800,11.2237,-5.40793,3.94879,15.0951,15.7632,37.4864
11.2237,6.94788e-310,4982400,11.2237,-5.4072,3.94914,15.096,15.7641,37.4979
11.2238,6.94788e-310,4986000,11.2238,-5.40648,3.94948,15.097,15.7651,37.5095
11.2238,6.94788e-310,4989600,11.2238,-5.40576,3.94983,15.0979,15.766,37.521
11.2239,6.94788e-310,4993200,11.2239,-5.40504,3.95018,15.0988,15.7669,37.5326
11.2239,6.94788e-310,4996800,11.2239,-5.40432,3.95053,15.0998,15.7678,37.5441
11.224,6.94788e-310,5000400,11.224,-5.4036,3.95088,15.1007,15.7688,37.5555
11.224,6.94788e-310,5004000,11.224,-5.40288,3.95122,15.1016,15.7697,37.567
11.2241,6.94788e-310,5007600,11.2241,-5.40216,3.95157,15.1025,15.7706,37.5784
11.2241,6.94788e-310,5011200,11.2241,-5.40144,3.95192,15.1034,15.7715,37.5899
11.2242,6.94788e-310,5014800,11.2242,-5.40072,3.95227,15.1044,15.7725,37.6013
11.2242,6.94788e-310,5018400,11.2242,-5.4,3.95261,15.1053,15.7734,37.6127
11.2243,6.94788e-310,5022000,11.2243,-5.39929,3.95296,15.1062,15.7743,37.624
11.2243,6.94788e-310,5025600,11.2243,-5.39857,3.9533,15.1071,15.7752,37.6354
11.2244,6.94788e-310,5029200,11.2244,-5.39785,3.95365,15.108,15.7761,37.6467
11.2244,6.94788e-310,5032800,11.2244,-5.39714,3.954,15.1089,15.777,37.658
11.2245,6.94788e-310,5036400,11.2245,-5.39642,3.95434,15.1098,15.7779,37.6693
11.2245,6.94788e-310,5040000,11.2245,-5.39571,3.95469,15.1107,15.7788,37.6806
11.2246,6.94788e-310,5043600,11.2246,-5.395,3.95503,15.1116,15.7798,37.6918
11.2246,6.94788e-310,5047200,11.2246,-5.39428,3.95538,15.1125,15.7807,37.703
11.2246,6.94788e-310,5050800,11.2246,-5.39357,3.95572,15.1134,15.7816,37.7143
11.2247,6.94788e-310,5054400,11.2247,-5.39286,3.95606,15.1143,15.7825,37.7254
11.2247,6.94788e-310,5058000,11.2247,-5.39214,3.95641,15.1152,15.7834,37.7366
11.2248,6.94788e-310,5061600,11.2248,-5.39143,3.95675,15.1161,15.7843,37.7478
11.2248,6.94788e-310,5065200,11.2248,-5.39072,3.95709,15.117,15.7852,37.7589
11.2249,6.94788e-310,5068800,11.2249,-5.39001,3.95744,15.1179,15.7861,37.77
11.2249,6.94788e-310,5072400,11.2249,-5.3893,3.95778,15.1188,15.787,37.7811
11.225,6.94788e-310,5076000,11.225,-5.38859,3.95812,15.1197,15.7878,37.7922
11.225,6.94788e-310,5079600,11.225,-5.38788,3.95847,15.1206,15.7887,37.8033
11.2251,6.94788e-310,5083200,11.2251,-5.38717,3.95881,15.1215,15.7896,37.8143
11.2251,6.94788e-310,5086800,11.2251,-5.38647,3.95915,15.1224,15.7905,37.8254
11.2252,6.94788e-310,5090400,11.2252,-5.38576,3.95949,15.1232,15.7914,37.8364
11.2252,6.94788e-310,5094000,11.2252,-5.38505,3.95983,15.1241,15.7923,37.8474
11.2252,6.94788e-310,5097600,11.2252,-5.38435,3.96017,15.125,15.7932,37.8583
11.2253,6.94788e-310,5101200,11.2253,-5.38364,3.96051,15.1259,15.7941,37.8693
11.2253,6.94788e-310,5104800,11.2253,-5.38293,3.96085,15.1268,15.7949,37.8802
11.2254,6.94788e-310,5108400,11.2254,-5.38223,3.9612,15.1276,15.7958,37.8911
11.2254,6.94788e-310,5112000,11.2254,-5.38153,3.96154,15.1285,15.7967,37.902
11.2255,6.94788e-310,5115600,11.2255,-5.38082,3.96188,15.1294,15.7976,37.9129
11.2255,6.94788e-310,5119200,11.2255,-5.38012,3.96222,15.1303,15.7985,37.9238
11.2256,6.94788e-310,5122800,11.2256,-5.37941,3.96255,15.1311,15.7993,37.9346
11.2256,6.94788e-310,5126400,11.2256,-5.37871,3.96289,15.132,15.8002,37.9455
11.2257,6.94788e-310,5130000,11.2257,-5.37801,3.96323,15.1329,15.8011,37.9563
11.2257,6.94788e-310,5133600,11.2257,-5.37731,3.96357,15.1337,15.8019,37.9671
11.2257,6.94788e-310,5137200,11.2257,-5.37661,3.96391,15.1346,15.8028,37.9779
11.2258,6.94788e-310,5140800,11.2258,-5.37591,3.96425,15.1355,15.8037,37.9886
11.2258,6.94788e-310,5144400,11.2258,-5.37521,3.96459,15.1363,15.8045,37.9994
11.2259,6.94788e-310,5148000,11.2259,-5.37451,3.96492,15.1372,15.8054,38.0101
11.2259,6.94788e-310,5151600,11.2259,-5.37381,3.96526,15.1381,15.8063,38.0208
11.226,6.94788e-310,5155200,11.226,-5.37311,3.9656,15.1389,15.8071,38.0315
11.226,6.94788e-310,5158800,11.226,-5.37241,3.96594,15.1398,15.808,38.0422
11.226,6.94788e-310,5162400,11.226,-5.37171,3.96627,15.1406,15.8089,38.0528
11.2261,6.94788e-310,5166000,11.2261,-5.37102,3.96661,15.1415,15.8097,38.0635
11.2261,6.94788e-310,5169600,11.2261,-5.37032,3.96695,15.1423,15.8106,38.0741
11.2262,6.94788e-310,5173200,11.2262,-5.36962,3.96728,15.1432,15.8114,38.0847
11.2262,6.94788e-310,5176800,11.2262,-5.36893,3.96762,15.144,15.8123,38.0953
11.2263,6.94788e-310,5180400,11.2263,-5.36823,3.96795,15.1449,15.8131,38.1059
11.2263,6.94788e-310,5184000,11.2263,-5.36754,3.96829,15.1457,15.814,38.1164
11.2264,6.94788e-310,5187600,11.2264,-5.36684,3.96862,15.1466,15.8148,38.127
11.2264,6.94788e-310,5191200,11.2264,-5.36615,3.96896,15.1474,15.8157,38.1375
11.2264,6.94788e-310,5194800,11.2264,-5.36546,3.96929,15.1483,15.8165,38.148
11.2265,6.94788e-310,5198400,11.2265,-5.36476,3.96963,15.1491,15.8174,38.1585
11.2265,6.94788e-310,5202000,11.2265,-5.36407,3.96996,15.15,15.8182,38.1689
11.2266,6.94788e-310,5205600,11.2266,-5.36338,3.9703,15.1508,15.8191,38.1794
11.2266,6.94788e-310,5209200,11.2266,-5.36269,3.97063,15.1516,15.8199,38.1898
11.2267,6.94788e-310,5212800,11.2267,-5.362,3.97096,15.1525,15.8207,38.2003
11.2267,6.94788e-310,5216400,11.2267,-5.36131,3.9713,15.1533,15.8216,38.2107
11.2267,6.94788e-310,5220000,11.2267,-5.36062,3.97163,15.1542,15.8224,38.2211
11.2268,6.94788e-310,5223600,11.2268,-5.35993,3.97196,15.155,15.8232,38.2314
11.2268,6.94788e-310,5227200,11.2268,-5.35924,3.9723,15.1558,15.8241,38.2418
11.2269,6.94788e-310,5230800,11.2269,-5.35855,3.97263,15.1567,15.8249,38.2521
11.2269,6.94788e-310,5234400,11.2269,-5.35786,3.97296,15.1575,15.8257,38.2625
11.227,6.94788e-310,5238000,11.227,-5.35718,3.97329,15.1583,15.8266,38.2728
11.227,6.94788e-310,5241600,11.227,-5.35649,3.97363,15.1591,15.8274,38.2831
11.227,6.94788e-310,5245200,11.227,-5.3558,3.97396,15.16,15.8282,38.2934
11.2271,6.94788e-310,5248800,11.2271,-5.35512,3.97429,15.1608,15.8291,38.3036
11.2271,6.94788e-310,5252400,11.2271,-5.35443,3.97462,15.1616,15.8299,38.3139
11.2272,6.94788e-310,5256000,11.2272,-5.35375,3.97495,15.1624,15.8307,38.3241
7.61176,6.94788e-310,5259600,7.61176,-5.35306,3.97528,13.3392,13.7923,38.3343
2.86745,6.94788e-310,5263200,2.86745,-5.35238,3.97561,12.0878,12.2585,38.317
-1.37039,6.94788e-310,5266800,-1.37039,-5.35169,3.97594,11.3461,11.2646,37.0059
-4.37764,6.94788e-310,5270400,-4.37764,-5.35101,3.97627,10.9657,10.7051,34.4444
-6.09468,6.94788e-310,5274000,-6.09468,-5.35033,3.9766,10.7913,10.4285,31.184
-6.81379,6.94788e-310,5277600,-6.81379,-5.34964,3.97693,10.7033,10.2978,27.8108
-6.92676,6.94788e-310,5281200,-6.92676,-5.34896,3.97726,10.6292,10.2169,24.736
-6.77277,6.94788e-310,5284800,-6.77277,-5.34828,3.97759,10.5371,10.134,22.1524
-6.57715,6.94788e-310,5288400,-6.57715,-5.3476,3.97792,10.4221,10.0306,20.0792
-6.45159,6.94788e-310,5292000,-6.45159,-5.34692,3.97825,10.2927,9.90868,18.4347
-6.42434,6.94788e-310,5295600,-6.42434,-5.34624,3.97857,10.1606,9.77824,17.1018
-6.47704,6.94788e-310,5299200,-6.47704,-5.34556,3.9789,10.0355,9.64992,15.9715
-6.57517,6.94788e-310,5302800,-6.57517,-5.34488,3.97923,9.92254,9.53116,14.9654
-6.68634,6.94788e-310,5306400,-6.68634,-5.3442,3.97956,9.82339,9.42539,14.0341
-6.78888,6.94788e-310,5310000,-6.78888,-5.34352,3.97989,9.7369,9.3328,13.1555
-6.87246,6.94788e-310,5313600,-6.87246,-5.34285,3.98021,9.66077,9.25169,12.321
-6.93561,6.94788e-310,5317200,-6.93561,-5.34217,3.98054,9.59251,9.17968,11.5313
-6.98167,6.94788e-310,5320800,-6.98167,-5.34149,3.98087,9.53006,9.11449,10.7875
-7.01572,6.94788e-310,5324400,-7.01572,-5.34082,3.98119,9.47197,9.05436,10.0901
-7.04247,6.94788e-310,5328000,-7.04247,-5.34014,3.98152,9.41733,8.99813,9.43766
-7.06522,6.94788e-310,5331600,-7.06522,-5.33946,3.98185,9.36565,8.94511,8.82623
-7.08601,6.94788e-310,5335200,-7.08601,-5.33879,3.98217,9.3167,8.89492,8.25242
-7.10569,6.94788e-310,5338800,-7.10569,-5.33811,3.9825,9.27033,8.84737,7.71183
-7.12437,6.94788e-310,5342400,-7.12437,-5.33744,3.98282,9.2264,8.80233,7.20001
-7.14197,6.94788e-310,5346000,-7.14197,-5.33677,3.98315,9.18478,8.75966,6.71423
-7.15831,6.94788e-310,5349600,-7.15831,-5.33609,3.98347,9.1453,8.71921,6.2518
-7.17326,6.94788e-310,5353200,-7.17326,-5.33542,3.9838,9.10779,8.68081,5.81024
-7.18679,6.94788e-310,5356800,-7.18679,-5.33475,3.98412,9.07207,8.64429,5.38778
-7.19905,6.94788e-310,5360400,-7.19905,-5.33408,3.98445,9.03799,8.60947,4.98331
-7.21017,6.94788e-310,5364000,-7.21017,-5.33341,3.98477,9.00539,8.57621,4.59547
-7.22028,6.94788e-310,5367600,-7.22028,-5.33273,3.9851,8.97415,8.54437,4.22286
-7.22953,6.94788e-310,5371200,-7.22953,-5.33206,3.98542,8.94417,8.51384,3.86442
-7.23805,6.94788e-310,5374800,-7.23805,-5.33139,3.98574,8.91534,8.4845,3.51951
-7.24597,6.94788e-310,5378400,-7.24597,-5.33072,3.98607,8.8876,8.45629,3.18722
-7.25334,6.94788e-310,5382000,-7.25334,-5.33006,3.98639,8.86087,8.42912,2.86654
-7.26018,6.94788e-310,5385600,-7.26018,-5.32939,3.98671,8.83508,8.40293,2.55652
-7.26653,6.94788e-310,5389200,-7.26653,-5.32872,3.98703,8.81018,8.37765,2.2567
-7.27249,6.94788e-310,5392800,-7.27249,-5.32805,3.98736,8.7861,8.35322,1.96663
-7.27808,6.94788e-310,5396400,-7.27808,-5.32738,3.98768,8.76281,8.32959,1.68571
-7.28332,6.94788e-310,5400000,-7.28332,-5.32672,3.988,8.74026,8.30672,1.41328
-7.28821,6.94788e-310,5403600,-7.28821,-5.32605,3.98832,8.71839,8.28457,1.14871
-7.29276,6.94788e-310,5407200,-7.29276,-5.32538,3.98865,8.69718,8.26309,0.8916
-7.29705,6.94788e-310,5410800,-7.29705,-5.32472,3.98897,8.67658,8.24223,0.64181
-7.30111,6.94788e-310,5414400,-7.30111,-5.32405,3.98929,8.65657,8.22198,0.399009
-7.30497,6.94788e-310,5418000,-7.30497,-5.32339,3.98961,8.63711,8.20229,0.162766
-7.3086,6.94788e-310,5421600,-7.3086,-5.32272,3.98993,8.61818,8.18314,-0.0673677
-7.31202,6.94788e-310,5425200,-7.31202,-5.32206,3.99025,8.59975,8.16451,-0.291796
-7.31521,6.94788e-310,5428800,-7.31521,-5.3214,3.99057,8.58179,8.14636,-0.510773
-7.31824,6.94788e-310,5432400,-7.31824,-5.32073,3.99089,8.56428,8.12867,-0.72432
-7.32114,6.94788e-310,5436000,-7.32114,-5.32007,3.99121,8.5472,8.11142,-0.932613
-7.32392,6.94788e-310,5439600,-7.32392,-5.31941,3.99153,8.53053,8.09459,-1.13594
-7.32657,6.94788e-310,5443200,-7.32657,-5.31875,3.99185,8.51427,8.07816,-1.3346
-7.32908,6.94788e-310,5446800,-7.32908,-5.31809,3.99217,8.49838,8.06212,-1.5289
-7.33144,6.94788e-310,5450400,-7.33144,-5.31743,3.99249,8.48285,8.04645,-1.71907
-7.33366,6.94788e-310,5454000,-7.33366,-5.31677,3.99281,8.46766,8.03113,-1.90525
-7.33577,6.94788e-310,5457600,-7.33577,-5.31611,3.99313,8.4528,8.01615,-2.08741
-7.33782,6.94788e-310,5461200,-7.33782,-5.31545,3.99344,8.43825,8.00148,-2.26563
-7.3398,6.94788e-310,5464800,-7.3398,-5.31479,3.99376,8.42402,7.98712,-2.44011
-7.34171,6.94788e-310,5468400,-7.34171,-5.31413,3.99408,8.41008,7.97307,-2.61106
-7.34353,6.94788e-310,5472000,-7.34353,-5.31347,3.9944,8.39642,7.95931,-2.7787
-7.34525,6.94788e-310,5475600,-7.34525,-5.31281,3.99472,8.38304,7.94582,-2.9432
-7.34687,6.94788e-310,5479200,-7.34687,-5.31216,3.99503,8.36992,7.9326,-3.10469
-7.34815,6.94788e-310,5482800,-7.34815,-5.3115,3.99535,8.35701,7.91962,-3.26513
-7.34805,6.94788e-310,5486400,-7.34805,-5.31084,3.99567,8.34416,7.90677,-3.43245
-7.34605,6.94788e-310,5490000,-7.34605,-5.31019,3.99598,8.33113,7.89387,-3.60852
-7.34252,6.94788e-310,5493600,-7.34252,-5.30953,3.9963,8.31775,7.88069,-3.79114
-7.33841,6.94788e-310,5497200,-7.33841,-5.30888,3.99662,8.30394,7.86713,-3.97664
-7.33475,6.94788e-310,5500800,-7.33475,-5.30822,3.99693,8.28977,7.85317,-4.16168
-7.33222,6.94788e-310,5504400,-7.33222,-5.30757,3.99725,8.27536,7.83892,-4.34415
-7.33106,6.94788e-310,5508000,-7.33106,-5.30691,3.99756,8.26089,7.82452,-4.5232
-7.33115,6.94788e-310,5511600,-7.33115,-5.30626,3.99788,8.2465,7.81012,-4.6989
-7.33209,6.94788e-310,5515200,-7.33209,-5.30561,3.99819,8.2323,7.79586,-4.87172
-7.33348,6.94788e-310,5518800,-7.33348,-5.30496,3.99851,8.21833,7.78181,-5.04221
-7.33496,6.94788e-310,5522400,-7.33496,-5.3043,3.99882,8.2046,7.768,-5.21076
-7.33632,6.94788e-310,5526000,-7.33632,-5.30365,3.99914,8.19111,7.75442,-5.37758
-7.33748,6.94788e-310,5529600,-7.33748,-5.303,3.99945,8.17782,7.74107,-5.54267
-7.33843,6.94788e-310,5533200,-7.33843,-5.30235,3.99977,8.16471,7.7279,-5.70597
-7.33923,6.94788e-310,5536800,-7.33923,-5.3017,4.00008,8.15177,7.71491,-5.86737
-7.33995,6.94788e-310,5540400,-7.33995,-5.30105,4.0004,8.13897,7.70207,-6.0268
-7.34065,6.94788e-310,5544000,-7.34065,-5.3004,4.00071,8.12632,7.68937,-6.18421
-7.34136,6.94788e-310,5547600,-7.34136,-5.29975,4.00102,8.11382,7.67683,-6.33961
-7.34209,6.94788e-310,5551200,-7.34209,-5.2991,4.00134,8.10146,7.66443,-6.49302
-7.34284,6.94788e-310,5554800,-7.34284,-5.29845,4.00165,8.08926,7.65219,-6.64451
-7.3436,6.94788e-310,5558400,-7.3436,-5.29781,4.00196,8.07721,7.64009,-6.79411
-7.34436,6.94788e-310,5562000,-7.34436,-5.29716,4.00228,8.06531,7.62815,-6.94187
-7.3451,6.94788e-310,5565600,-7.3451,-5.29651,4.00259,8.05356,7.61635,-7.08784
-7.34583,6.94788e-310,5569200,-7.34583,-5.29586,4.0029,8.04195,7.6047,-7.23206
-7.34653,6.94788e-310,5572800,-7.34653,-5.29522,4.00321,8.03049,7.59319,-7.37456
-7.34721,6.94788e-310,5576400,-7.34721,-5.29457,4.00352,8.01916,7.58182,-7.51536
-7.34787,6.94788e-310,5580000,-7.34787,-5.29393,4.00384,8.00797,7.57059,-7.65451
-7.34852,6.94788e-310,5583600,-7.34852,-5.29328,4.00415,7.99691,7.5595,-7.79203
-7.34914,6.94788e-310,5587200,-7.34914,-5.29264,4.00446,7.98598,7.54853,-7.92795
-7.34975,6.94788e-310,5590800,-7.34975,-5.29199,4.00477,7.97518,7.53769,-8.06231
-7.35034,6.94788e-310,5594400,-7.35034,-5.29135,4.00508,7.9645,7.52698,-8.19512
-7.35092,6.94788e-310,5598000,-7.35092,-5.29071,4.00539,7.95395,7.5164,-8.32644
-7.35149,6.94788e-310,5601600,-7.35149,-5.29006,4.0057,7.94352,7.50593,-8.45628
-7.35203,6.94788e-310,5605200,-7.35203,-5.28942,4.00601,7.9332,7.49558,-8.58467
-7.35257,6.94788e-310,5608800,-7.35257,-5.28878,4.00632,7.923,7.48535,-8.71165
-7.35309,6.94788e-310,5612400,-7.35309,-5.28814,4.00663,7.91291,7.47523,-8.83723
-7.35359,6.94788e-310,5616000,-7.35359,-5.2875,4.00694,7.90294,7.46522,-8.96146
-7.35409,6.94788e-310,5619600,-7.35409,-5.28686,4.00725,7.89307,7.45533,-9.08435
-7.35456,6.94788e-310,5623200,-7.35456,-5.28621,4.00756,7.88331,7.44554,-9.20593
-7.35503,6.94788e-310,5626800,-7.35503,-5.28557,4.00787,7.87365,7.43585,-9.32622
-7.35548,6.94788e-310,5630400,-7.35548,-5.28494,4.00818,7.8641,7.42627,-9.44526
-7.35592,6.94788e-310,5634000,-7.35592,-5.2843,4.00849,7.85465,7.41679,-9.56305
-7.35635,6.94788e-310,5637600,-7.35635,-5.28366,4.00879,7.84529,7.40741,-9.67964
-7.35677,6.94788e-310,5641200,-7.35677,-5.28302,4.0091,7.83603,7.39813,-9.79503
-7.35717,6.94788e-310,5644800,-7.35717,-5.28238,4.00941,7.82687,7.38895,-9.90925
-7.35757,6.94788e-310,5648400,-7.35757,-5.28174,4.00972,7.8178,7.37985,-10.0223
-7.35795,6.94788e-310,5652000,-7.35795,-5.28111,4.01003,7.80883,7.37085,-10.1343
-7.35833,6.94788e-310,5655600,-7.35833,-5.28047,4.01033,7.79994,7.36194,-10.2451
-7.35869,6.94788e-310,5659200,-7.35869,-5.27983,4.01064,7.79114,7.35312,-10.3549
-7.35904,6.94788e-310,5662800,-7.35904,-5.2792,4.01095,7.78242,7.34439,-10.4636
-7.35939,6.94788e-310,5666400,-7.35939,-5.27856,4.01126,7.7738,7.33574,-10.5712
-7.35972,6.94788e-310,5670000,-7.35972,-5.27793,4.01156,7.76525,7.32717,-10.6778
-7.36005,6.94788e-310,5673600,-7.36005,-5.27729,4.01187,7.75679,7.31869,-10.7835
-7.36036,6.94788e-310,5677200,-7.36036,-5.27666,4.01217,7.74841,7.31029,-10.8881
-7.36066,6.94788e-310,5680800,-7.36066,-5.27602,4.01248,7.7401,7.30197,-10.9918
-7.36094,6.94788e-310,5684400,-7.36094,-5.27539,4.01279,7.73187,7.29372,-11.0946
-7.36122,6.94788e-310,5688000,-7.36122,-5.27476,4.01309,7.72372,7.28555,-11.1964
-7.3615,6.94788e-310,5691600,-7.3615,-5.27412,4.0134,7.71564,7.27746,-11.2973
-7.36176,6.94788e-310,5695200,-7.36176,-5.27349,4.0137,7.70763,7.26943,-11.3973
-7.36203,6.94788e-310,5698800,-7.36203,-5.27286,4.01401,7.6997,7.26148,-11.4964
-7.36229,6.94788e-310,5702400,-7.36229,-5.27223,4.01431,7.69184,7.2536,-11.5947
-7.36254,6.94788e-310,5706000,-7.36254,-5.2716,4.01462,7.68404,7.2458,-11.692
-7.36279,6.94788e-310,5709600,-7.36279,-5.27097,4.01492,7.67632,7.23806,-11.7885
-7.36341,6.94788e-310,5713200,-7.36341,-5.27034,4.01523,7.66871,7.23041,-11.8812
-7.36496,6.94788e-310,5716800,-7.36496,-5.26971,4.01553,7.66132,7.22293,-11.9667
-7.36757,6.94788e-310,5720400,-7.36757,-5.26908,4.01584,7.65428,7.21573,-12.0447
-7.37088,6.94788e-310,5724000,-7.37088,-5.26845,4.01614,7.64767,7.20892,-12.1171
-7.37432,6.94788e-310,5727600,-7.37432,-5.26782,4.01644,7.6415,7.20255,-12.186
-7.37733,6.94788e-310,5731200,-7.37733,-5.26719,4.01675,7.63572,7.1966,-12.2532
-7.37958,6.94788e-310,5734800,-7.37958,-5.26656,4.01705,7.63024,7.19098,-12.3198
-7.38099,6.94788e-310,5738400,-7.38099,-5.26594,4.01735,7.62496,7.18561,-12.3862
-7.38171,6.94788e-310,5742000,-7.38171,-5.26531,4.01766,7.61979,7.1804,-12.4523
-7.38196,6.94788e-310,5745600,-7.38196,-5.26468,4.01796,7.61467,7.17527,-12.5178
-7.38199,6.94788e-310,5749200,-7.38199,-5.26406,4.01826,7.60958,7.17018,-12.5826
