ghe.qn,ghe.ghe_Tin,ghe.q_time[n],ghe.ghe_load[n],ghe.q_lntts[n],ghe.g_data[n],ghe.ghe_Tout[n],ghe.ghe_Tf[n],ghe.c1
-7.35315,6.94788e-310,16095600,-7.35315,-4.23457,4.50422,8.12411,7.68642,-6.18226
-7.35378,6.94788e-310,16099200,-7.35378,-4.23435,4.50432,8.1131,7.67537,-6.31927
-7.35438,6.94788e-310,16102800,-7.35438,-4.23412,4.50442,8.10221,7.66445,-6.45472
-7.35498,6.94788e-310,16106400,-7.35498,-4.2339,4.50453,8.09145,7.65365,-6.58862
-7.35555,6.94788e-310,16110000,-7.35555,-4.23368,4.50463,8.08081,7.64298,-6.72101
-7.35611,6.94788e-310,16113600,-7.35611,-4.23345,4.50474,8.07029,7.63243,-6.85193
-7.35666,6.94788e-310,16117200,-7.35666,-4.23323,4.50484,8.05989,7.622,-6.9814
-7.3572,6.94788e-310,16120800,-7.3572,-4.23301,4.50494,8.04961,7.61168,-7.10945
-7.35772,6.94788e-310,16124400,-7.35772,-4.23278,4.50505,8.03944,7.60148,-7.23611
-7.35822,6.94788e-310,16128000,-7.35822,-4.23256,4.50515,8.02937,7.59139,-7.36141
-7.35871,6.94788e-310,16131600,-7.35871,-4.23234,4.50525,8.01942,7.5814,-7.48536
-7.35919,6.94788e-310,16135200,-7.35919,-4.23211,4.50536,8.00958,7.57153,-7.60801
-7.35966,6.94788e-310,16138800,-7.35966,-4.23189,4.50546,7.99984,7.56176,-7.72937
-7.36011,6.94788e-310,16142400,-7.36011,-4.23167,4.50556,7.9902,7.5521,-7.84947
-7.36055,6.94788e-310,16146000,-7.36055,-4.23144,4.50567,7.98066,7.54254,-7.96833
-7.36097,6.94788e-310,16149600,-7.36097,-4.23122,4.50577,7.97123,7.53307,-8.08597
-7.36139,6.94788e-310,16153200,-7.36139,-4.231,4.50587,7.96188,7.52371,-8.20243
-7.3618,6.94788e-310,16156800,-7.3618,-4.23077,4.50598,7.95264,7.51444,-8.31771
-7.36219,6.94788e-310,16160400,-7.36219,-4.23055,4.50608,7.94349,7.50526,-8.43184
-7.36257,6.94788e-310,16164000,-7.36257,-4.23033,4.50618,7.93442,7.49618,-8.54485
-7.36295,6.94788e-310,16167600,-7.36295,-4.23011,4.50629,7.92545,7.48718,-8.65674
-7.36331,6.94788e-310,16171200,-7.36331,-4.22988,4.50639,7.91657,7.47828,-8.76756
-7.36366,6.94788e-310,16174800,-7.36366,-4.22966,4.50649,7.90777,7.46946,-8.8773
-7.36401,6.94788e-310,16178400,-7.36401,-4.22944,4.5066,7.89906,7.46073,-8.98599
-7.36434,6.94788e-310,16182000,-7.36434,-4.22922,4.5067,7.89044,7.45208,-9.09366
-7.36466,6.94788e-310,16185600,-7.36466,-4.22899,4.5068,7.88189,7.44352,-9.20032
-7.36497,6.94788e-310,16189200,-7.36497,-4.22877,4.50691,7.87343,7.43504,-9.30601
-7.36527,6.94788e-310,16192800,-7.36527,-4.22855,4.50701,7.86504,7.42663,-9.41075
-7.36556,6.94788e-310,16196400,-7.36556,-4.22833,4.50711,7.85673,7.4183,-9.51456
-7.36584,6.94788e-310,16200000,-7.36584,-4.2281,4.50721,7.84849,7.41005,-9.61743
-7.36611,6.94788e-310,16203600,-7.36611,-4.22788,4.50732,7.84033,7.40187,-9.71938
-7.36638,6.94788e-310,16207200,-7.36638,-4.22766,4.50742,7.83224,7.39377,-9.82042
-7.36664,6.94788e-310,16210800,-7.36664,-4.22744,4.50752,7.82423,7.38574,-9.92056
-7.36689,6.94788e-310,16214400,-7.36689,-4.22722,4.50763,7.81628,7.37778,-10.0198
-7.36715,6.94788e-310,16218000,-7.36715,-4.22699,4.50773,7.80841,7.36989,-10.1182
-7.3674,6.94788e-310,16221600,-7.3674,-4.22677,4.50783,7.8006,7.36206,-10.2157
-7.36797,6.94788e-310,16225200,-7.36797,-4.22655,4.50794,7.7929,7.35433,-10.3096
-7.36939,6.94788e-310,16228800,-7.36939,-4.22633,4.50804,7.78541,7.34676,-10.3966
-7.37184,6.94788e-310,16232400,-7.37184,-4.22611,4.50814,7.77825,7.33945,-10.4762
-7.37504,6.94788e-310,16236000,-7.37504,-4.22588,4.50824,7.77151,7.33252,-10.5499
-7.37849,6.94788e-310,16239600,-7.37849,-4.22566,4.50835,7.76521,7.32601,-10.6198
-7.38165,6.94788e-310,16243200,-7.38165,-4.22544,4.50845,7.75932,7.31994,-10.6877
-7.38412,6.94788e-310,16246800,-7.38412,-4.22522,4.50855,7.75375,7.31422,-10.7549
-7.38576,6.94788e-310,16250400,-7.38576,-4.225,4.50866,7.74841,7.30878,-10.8219
-7.38665,6.94788e-310,16254000,-7.38665,-4.22478,4.50876,7.7432,7.30352,-10.8886
-7.38698,6.94788e-310,16257600,-7.38698,-4.22456,4.50886,7.73805,7.29835,-10.955
-7.38699,6.94788e-310,16261200,-7.38699,-4.22433,4.50896,7.73294,7.29323,-11.0208
-7.38688,6.94788e-310,16264800,-7.38688,-4.22411,4.50907,7.72783,7.28814,-11.0857
-7.38681,6.94788e-310,16268400,-7.38681,-4.22389,4.50917,7.72274,7.28305,-11.1496
-7.38685,6.94788e-310,16272000,-7.38685,-4.22367,4.50927,7.71769,7.27799,-11.2126
-7.387,6.94788e-310,16275600,-7.387,-4.22345,4.50937,7.71267,7.27297,-11.2747
-7.38724,6.94788e-310,16279200,-7.38724,-4.22323,4.50948,7.70771,7.268,-11.3361
-7.38752,6.94788e-310,16282800,-7.38752,-4.22301,4.50958,7.70281,7.26308,-11.3968
-7.38782,6.94788e-310,16286400,-7.38782,-4.22279,4.50968,7.69797,7.25822,-11.4569
-7.38809,6.94788e-310,16290000,-7.38809,-4.22256,4.50978,7.69319,7.25342,-11.5164
-7.38833,6.94788e-310,16293600,-7.38833,-4.22234,4.50989,7.68846,7.24868,-11.5754
-7.38854,6.94788e-310,16297200,-7.38854,-4.22212,4.50999,7.68378,7.24399,-11.6339
-7.38871,6.94788e-310,16300800,-7.38871,-4.2219,4.51009,7.67914,7.23934,-11.6919
-7.38886,6.94788e-310,16304400,-7.38886,-4.22168,4.51019,7.67455,7.23473,-11.7494
-7.389,6.94788e-310,16308000,-7.389,-4.22146,4.5103,7.66999,7.23017,-11.8064
-7.38913,6.94788e-310,16311600,-7.38913,-4.22124,4.5104,7.66547,7.22564,-11.8629
-7.38925,6.94788e-310,16315200,-7.38925,-4.22102,4.5105,7.66099,7.22116,-11.919
-7.38937,6.94788e-310,16318800,-7.38937,-4.2208,4.5106,7.65655,7.21671,-11.9745
-7.38949,6.94788e-310,16322400,-7.38949,-4.22058,4.51071,7.65214,7.21229,-12.0297
-7.3896,6.94788e-310,16326000,-7.3896,-4.22036,4.51081,7.64777,7.20792,-12.0843
-7.38971,6.94788e-310,16329600,-7.38971,-4.22014,4.51091,7.64344,7.20357,-12.1385
-7.38982,6.94788e-310,16333200,-7.38982,-4.21992,4.51101,7.63914,7.19927,-12.1924
-7.38992,6.94788e-310,16336800,-7.38992,-4.2197,4.51111,7.63487,7.19499,-12.2457
-7.39002,6.94788e-310,16340400,-7.39002,-4.21948,4.51122,7.63064,7.19076,-12.2987
-7.39011,6.94788e-310,16344000,-7.39011,-4.21925,4.51132,7.62644,7.18655,-12.3513
-7.39021,6.94788e-310,16347600,-7.39021,-4.21903,4.51142,7.62227,7.18238,-12.4035
-7.39029,6.94788e-310,16351200,-7.39029,-4.21881,4.51152,7.61813,7.17823,-12.4553
-7.39037,6.94788e-310,16354800,-7.39037,-4.21859,4.51162,7.61403,7.17412,-12.5067
-7.39045,6.94788e-310,16358400,-7.39045,-4.21837,4.51173,7.60995,7.17004,-12.5577
-7.39053,6.94788e-310,16362000,-7.39053,-4.21815,4.51183,7.60591,7.16599,-12.6084
-7.39061,6.94788e-310,16365600,-7.39061,-4.21793,4.51193,7.60189,7.16197,-12.6587
-7.39068,6.94788e-310,16369200,-7.39068,-4.21771,4.51203,7.5979,7.15798,-12.7086
-7.39075,6.94788e-310,16372800,-7.39075,-4.21749,4.51213,7.59395,7.15402,-12.7582
-7.39082,6.94788e-310,16376400,-7.39082,-4.21727,4.51224,7.59002,7.15009,-12.8074
-7.39088,6.94788e-310,16380000,-7.39088,-4.21705,4.51234,7.58611,7.14618,-12.8563
-7.39094,6.94788e-310,16383600,-7.39094,-4.21683,4.51244,7.58224,7.1423,-12.9049
-7.391,6.94788e-310,16387200,-7.391,-4.21662,4.51254,7.57839,7.13845,-12.9531
-7.39106,6.94788e-310,16390800,-7.39106,-4.2164,4.51264,7.57457,7.13463,-13.001
-7.39112,6.94788e-310,16394400,-7.39112,-4.21618,4.51275,7.57077,7.13083,-13.0486
-7.39117,6.94788e-310,16398000,-7.39117,-4.21596,4.51285,7.56701,7.12705,-13.0958
-7.39123,6.94788e-310,16401600,-7.39123,-4.21574,4.51295,7.56326,7.12331,-13.1428
-7.39128,6.94788e-310,16405200,-7.39128,-4.21552,4.51305,7.55954,7.11959,-13.1894
-7.39133,6.94788e-310,16408800,-7.39133,-4.2153,4.51315,7.55585,7.11589,-13.2357
-7.39137,6.94788e-310,16412400,-7.39137,-4.21508,4.51325,7.55218,7.11222,-13.2817
-7.39142,6.94788e-310,16416000,-7.39142,-4.21486,4.51336,7.54853,7.10857,-13.3274
-7.39146,6.94788e-310,16419600,-7.39146,-4.21464,4.51346,7.54491,7.10494,-13.3728
-7.39151,6.94788e-310,16423200,-7.39151,-4.21442,4.51356,7.54132,7.10134,-13.4179
-7.39155,6.94788e-310,16426800,-7.39155,-4.2142,4.51366,7.53774,7.09777,-13.4627
-7.39159,6.94788e-310,16430400,-7.39159,-4.21398,4.51376,7.53419,7.09421,-13.5073
-7.39163,6.94788e-310,16434000,-7.39163,-4.21376,4.51386,7.53066,7.09068,-13.5515
-7.39166,6.94788e-310,16437600,-7.39166,-4.21354,4.51397,7.52715,7.08717,-13.5955
-7.3917,6.94788e-310,16441200,-7.3917,-4.21333,4.51407,7.52367,7.08369,-13.6392
-7.39173,6.94788e-310,16444800,-7.39173,-4.21311,4.51417,7.52021,7.08022,-13.6827
-7.39177,6.94788e-310,16448400,-7.39177,-4.21289,4.51427,7.51677,7.07678,-13.7258
-7.3918,6.94788e-310,16452000,-7.3918,-4.21267,4.51437,7.51335,7.07336,-13.7687
-7.39183,6.94788e-310,16455600,-7.39183,-4.21245,4.51447,7.50995,7.06996,-13.8114
-7.39186,6.94788e-310,16459200,-7.39186,-4.21223,4.51458,7.50657,7.06658,-13.8538
-7.39188,6.94788e-310,16462800,-7.39188,-4.21201,4.51468,7.50321,7.06322,-13.8959
-7.3919,6.94788e-310,16466400,-7.3919,-4.21179,4.51478,7.49988,7.05988,-13.9378
-7.39192,6.94788e-310,16470000,-7.39192,-4.21158,4.51488,7.49656,7.05656,-13.9795
-7.39193,6.94788e-310,16473600,-7.39193,-4.21136,4.51498,7.49326,7.05326,-14.021
-7.39195,6.94788e-310,16477200,-7.39195,-4.21114,4.51508,7.48997,7.04998,-14.0622
-7.39197,6.94788e-310,16480800,-7.39197,-4.21092,4.51518,7.48671,7.04671,-14.1031
-7.39198,6.94788e-310,16484400,-7.39198,-4.2107,4.51528,7.48347,7.04347,-14.1438
-7.392,6.94788e-310,16488000,-7.392,-4.21048,4.51539,7.48024,7.04024,-14.1843
-7.39202,6.94788e-310,16491600,-7.39202,-4.21026,4.51549,7.47704,7.03704,-14.2245
-7.39204,6.94788e-310,16495200,-7.39204,-4.21005,4.51559,7.47385,7.03385,-14.2645
-7.39206,6.94788e-310,16498800,-7.39206,-4.20983,4.51569,7.47068,7.03068,-14.3043
-7.39208,6.94788e-310,16502400,-7.39208,-4.20961,4.51579,7.46753,7.02753,-14.3439
-7.3921,6.94788e-310,16506000,-7.3921,-4.20939,4.51589,7.4644,7.02439,-14.3832
-7.39211,6.94788e-310,16509600,-7.39211,-4.20917,4.51599,7.46128,7.02128,-14.4223
-7.39213,6.94788e-310,16513200,-7.39213,-4.20896,4.51609,7.45819,7.01818,-14.4612
-7.39214,6.94788e-310,16516800,-7.39214,-4.20874,4.51619,7.45511,7.0151,-14.4998
-7.39216,6.94788e-310,16520400,-7.39216,-4.20852,4.5163,7.45205,7.01204,-14.5383
-7.39217,6.94788e-310,16524000,-7.39217,-4.2083,4.5164,7.449,7.00899,-14.5765
-7.39218,6.94788e-310,16527600,-7.39218,-4.20808,4.5165,7.44597,7.00596,-14.6146
-7.39219,6.94788e-310,16531200,-7.39219,-4.20787,4.5166,7.44296,7.00295,-14.6524
-7.3922,6.94788e-310,16534800,-7.3922,-4.20765,4.5167,7.43997,6.99996,-14.69
-7.39221,6.94788e-310,16538400,-7.39221,-4.20743,4.5168,7.43699,6.99698,-14.7274
-7.39222,6.94788e-310,16542000,-7.39222,-4.20721,4.5169,7.43403,6.99402,-14.7646
-7.39223,6.94788e-310,16545600,-7.39223,-4.207,4.517,7.43108,6.99107,-14.8016
-7.39223,6.94788e-310,16549200,-7.39223,-4.20678,4.5171,7.42816,6.98814,-14.8384
-7.39224,6.94788e-310,16552800,-7.39224,-4.20656,4.5172,7.42524,6.98523,-14.875
-7.39225,6.94788e-310,16556400,-7.39225,-4.20634,4.51731,7.42234,6.98233,-14.9114
-7.39225,6.94788e-310,16560000,-7.39225,-4.20613,4.51741,7.41946,6.97945,-14.9476
-7.39226,6.94788e-310,16563600,-7.39226,-4.20591,4.51751,7.41659,6.97658,-14.9836
-7.39226,6.94788e-310,16567200,-7.39226,-4.20569,4.51761,7.41374,6.97373,-15.0194
-7.39227,6.94788e-310,16570800,-7.39227,-4.20547,4.51771,7.41091,6.97089,-15.0551
-7.39227,6.94788e-310,16574400,-7.39227,-4.20526,4.51781,7.40808,6.96807,-15.0905
-7.39227,6.94788e-310,16578000,-7.39227,-4.20504,4.51791,7.40528,6.96526,-15.1258
-7.39227,6.94788e-310,16581600,-7.39227,-4.20482,4.51801,7.40249,6.96247,-15.1609
-7.39228,6.94788e-310,16585200,-7.39228,-4.20461,4.51811,7.39971,6.95969,-15.1958
-7.39228,6.94788e-310,16588800,-7.39228,-4.20439,4.51821,7.39694,6.95693,-15.2305
-7.39228,6.94788e-310,16592400,-7.39228,-4.20417,4.51831,7.39419,6.95418,-15.2651
-7.39228,6.94788e-310,16596000,-7.39228,-4.20395,4.51841,7.39146,6.95144,-15.2994
-7.39228,6.94788e-310,16599600,-7.39228,-4.20374,4.51851,7.38874,6.94872,-15.3336
-7.39229,6.94788e-310,16603200,-7.39229,-4.20352,4.51861,7.38603,6.94602,-15.3676
-7.3923,6.94788e-310,16606800,-7.3923,-4.2033,4.51871,7.38334,6.94332,-15.4013
-7.39232,6.94788e-310,16610400,-7.39232,-4.20309,4.51882,7.38067,6.94065,-15.4349
-7.39234,6.94788e-310,16614000,-7.39234,-4.20287,4.51892,7.37801,6.93799,-15.4682
-7.39236,6.94788e-310,16617600,-7.39236,-4.20265,4.51902,7.37537,6.93535,-15.5014
-7.39237,6.94788e-310,16621200,-7.39237,-4.20244,4.51912,7.37274,6.93272,-15.5344
-7.39238,6.94788e-310,16624800,-7.39238,-4.20222,4.51922,7.37013,6.9301,-15.5672
-7.39238,6.94788e-310,16628400,-7.39238,-4.202,4.51932,7.36753,6.92751,-15.5999
-7.39238,6.94788e-310,16632000,-7.39238,-4.20179,4.51942,7.36494,6.92492,-15.6324
-7.39237,6.94788e-310,16635600,-7.39237,-4.20157,4.51952,7.36237,6.92235,-15.6648
-7.39236,6.94788e-310,16639200,-7.39236,-4.20135,4.51962,7.35981,6.91978,-15.697
-7.39236,6.94788e-310,16642800,-7.39236,-4.20114,4.51972,7.35726,6.91724,-15.7291
-7.39235,6.94788e-310,16646400,-7.39235,-4.20092,4.51982,7.35472,6.9147,-15.7609
-7.39235,6.94788e-310,16650000,-7.39235,-4.20071,4.51992,7.3522,6.91218,-15.7926
-7.39236,6.94788e-310,16653600,-7.39236,-4.20049,4.52002,7.34969,6.90967,-15.8242
-7.39236,6.94788e-310,16657200,-7.39236,-4.20027,4.52012,7.34719,6.90717,-15.8555
-7.39237,6.94788e-310,16660800,-7.39237,-4.20006,4.52022,7.34471,6.90468,-15.8867
-7.39237,6.94788e-310,16664400,-7.39237,-4.19984,4.52032,7.34224,6.90221,-15.9178
-7.39236,6.94788e-310,16668000,-7.39236,-4.19963,4.52042,7.33978,6.89976,-15.9487
-7.39236,6.94788e-310,16671600,-7.39236,-4.19941,4.52052,7.33733,6.89731,-15.9794
-7.39235,6.94788e-310,16675200,-7.39235,-4.19919,4.52062,7.3349,6.89488,-16.0101
-7.39234,6.94788e-310,16678800,-7.39234,-4.19898,4.52072,7.33247,6.89245,-16.0405
-7.39233,6.94788e-310,16682400,-7.39233,-4.19876,4.52082,7.33006,6.89004,-16.0709
-7.39232,6.94788e-310,16686000,-7.39232,-4.19855,4.52092,7.32766,6.88764,-16.1011
-7.39231,6.94788e-310,16689600,-7.39231,-4.19833,4.52102,7.32527,6.88525,-16.1311
-7.39231,6.94788e-310,16693200,-7.39231,-4.19811,4.52112,7.3229,6.88288,-16.161
-7.3923,6.94788e-310,16696800,-7.3923,-4.1979,4.52122,7.32053,6.88051,-16.1908
-7.39229,6.94788e-310,16700400,-7.39229,-4.19768,4.52132,7.31817,6.87816,-16.2204
-7.39228,6.94788e-310,16704000,-7.39228,-4.19747,4.52142,7.31583,6.87581,-16.2499
-7.39227,6.94788e-310,16707600,-7.39227,-4.19725,4.52152,7.3135,6.87348,-16.2792
-7.39226,6.94788e-310,16711200,-7.39226,-4.19704,4.52162,7.31117,6.87116,-16.3084
-7.39225,6.94788e-310,16714800,-7.39225,-4.19682,4.52172,7.30886,6.86885,-16.3375
-7.39224,6.94788e-310,16718400,-7.39224,-4.19661,4.52182,7.30656,6.86655,-16.3664
-7.39223,6.94788e-310,16722000,-7.39223,-4.19639,4.52192,7.30427,6.86426,-16.3953
-7.39221,6.94788e-310,16725600,-7.39221,-4.19618,4.52202,7.30199,6.86198,-16.424
-7.3922,6.94788e-310,16729200,-7.3922,-4.19596,4.52212,7.29972,6.85971,-16.4525
-7.39219,6.94788e-310,16732800,-7.39219,-4.19574,4.52222,7.29746,6.85745,-16.481
-7.39217,6.94788e-310,16736400,-7.39217,-4.19553,4.52232,7.29521,6.8552,-16.5093
-7.39216,6.94788e-310,16740000,-7.39216,-4.19531,4.52242,7.29297,6.85296,-16.5375
-7.39215,6.94788e-310,16743600,-7.39215,-4.1951,4.52252,7.29074,6.85073,-16.5655
-7.39213,6.94788e-310,16747200,-7.39213,-4.19488,4.52262,7.28852,6.84851,-16.5935
-7.39212,6.94788e-310,16750800,-7.39212,-4.19467,4.52272,7.2863,6.8463,-16.6213
-7.3921,6.94788e-310,16754400,-7.3921,-4.19445,4.52282,7.2841,6.8441,-16.649
-7.39209,6.94788e-310,16758000,-7.39209,-4.19424,4.52292,7.28191,6.84191,-16.6766
-7.39207,6.94788e-310,16761600,-7.39207,-4.19403,4.52302,7.27973,6.83972,-16.704
-7.39206,6.94788e-310,16765200,-7.39206,-4.19381,4.52312,7.27755,6.83755,-16.7314
-7.39204,6.94788e-310,16768800,-7.39204,-4.1936,4.52322,7.27539,6.83539,-16.7586
-7.39202,6.94788e-310,16772400,-7.39202,-4.19338,4.52332,7.27324,6.83323,-16.7857
-7.39201,6.94788e-310,16776000,-7.39201,-4.19317,4.52342,7.27109,6.83109,-16.8127
-7.39199,6.94788e-310,16779600,-7.39199,-4.19295,4.52351,7.26895,6.82895,-16.8396
-7.39198,6.94788e-310,16783200,-7.39198,-4.19274,4.52361,7.26683,6.82683,-16.8664
-7.39196,6.94788e-310,16786800,-7.39196,-4.19252,4.52371,7.26471,6.82471,-16.8931
-7.39194,6.94788e-310,16790400,-7.39194,-4.19231,4.52381,7.2626,6.8226,-16.9196
-7.39192,6.94788e-310,16794000,-7.39192,-4.19209,4.52391,7.2605,6.8205,-16.946
-7.39191,6.94788e-310,16797600,-7.39191,-4.19188,4.52401,7.25841,6.81841,-16.9724
-7.39189,6.94788e-310,16801200,-7.39189,-4.19167,4.52411,7.25632,6.81633,-16.9986
-7.39187,6.94788e-310,16804800,-7.39187,-4.19145,4.52421,7.25425,6.81426,-17.0247
-7.39185,6.94788e-310,16808400,-7.39185,-4.19124,4.52431,7.25218,6.81219,-17.0507
-7.39184,6.94788e-310,16812000,-7.39184,-4.19102,4.52441,7.25012,6.81013,-17.0766
-7.39182,6.94788e-310,16815600,-7.39182,-4.19081,4.52451,7.24808,6.80809,-17.1024
-7.3918,6.94788e-310,16819200,-7.3918,-4.19059,4.52461,7.24603,6.80605,-17.1281
-7.39178,6.94788e-310,16822800,-7.39178,-4.19038,4.52471,7.244,6.80402,-17.1537
-7.39176,6.94788e-310,16826400,-7.39176,-4.19017,4.52481,7.24198,6.80199,-17.1792
-7.39174,6.94788e-310,16830000,-7.39174,-4.18995,4.52491,7.23996,6.79998,-17.2046
-7.39172,6.94788e-310,16833600,-7.39172,-4.18974,4.525,7.23795,6.79797,-17.2298
-7.3917,6.94788e-310,16837200,-7.3917,-4.18953,4.5251,7.23595,6.79597,-17.255
-7.39168,6.94788e-310,16840800,-7.39168,-4.18931,4.5252,7.23396,6.79398,-17.2801
-7.39166,6.94788e-310,16844400,-7.39166,-4.1891,4.5253,7.23198,6.792,-17.3051
-7.39164,6.94788e-310,16848000,-7.39164,-4.18888,4.5254,7.23,6.79002,-17.3299
-7.39162,6.94788e-310,16851600,-7.39162,-4.18867,4.5255,7.22803,6.78806,-17.3547
-7.3916,6.94788e-310,16855200,-7.3916,-4.18846,4.5256,7.22607,6.7861,-17.3794
-7.39158,6.94788e-310,16858800,-7.39158,-4.18824,4.5257,7.22412,6.78415,-17.404
-7.39156,6.94788e-310,16862400,-7.39156,-4.18803,4.5258,7.22218,6.7822,-17.4285
-7.39154,6.94788e-310,16866000,-7.39154,-4.18782,4.5259,7.22024,6.78027,-17.4529
-7.39152,6.94788e-310,16869600,-7.39152,-4.1876,4.52599,7.21831,6.77834,-17.4772
-7.3915,6.94788e-310,16873200,-7.3915,-4.18739,4.52609,7.21639,6.77642,-17.5014
-7.39148,6.94788e-310,16876800,-7.39148,-4.18718,4.52619,7.21447,6.7745,-17.5255
-7.39146,6.94788e-310,16880400,-7.39146,-4.18696,4.52629,7.21256,6.7726,-17.5495
-7.39144,6.94788e-310,16884000,-7.39144,-4.18675,4.52639,7.21066,6.7707,-17.5735
-7.39142,6.94788e-310,16887600,-7.39142,-4.18654,4.52649,7.20877,6.76881,-17.5973
-7.3914,6.94788e-310,16891200,-7.3914,-4.18632,4.52659,7.20688,6.76692,-17.621
-7.39138,6.94788e-310,16894800,-7.39138,-4.18611,4.52669,7.20501,6.76504,-17.6447
-7.39136,6.94788e-310,16898400,-7.39136,-4.1859,4.52679,7.20314,6.76317,-17.6683
-7.39133,6.94788e-310,16902000,-7.39133,-4.18568,4.52688,7.20127,6.76131,-17.6917
-7.39131,6.94788e-310,16905600,-7.39131,-4.18547,4.52698,7.19941,6.75945,-17.7151
-7.39129,6.94788e-310,16909200,-7.39129,-4.18526,4.52708,7.19756,6.75761,-17.7384
-7.39127,6.94788e-310,16912800,-7.39127,-4.18505,4.52718,7.19572,6.75576,-17.7616
-7.39125,6.94788e-310,16916400,-7.39125,-4.18483,4.52728,7.19388,6.75393,-17.7848
-7.39122,6.94788e-310,16920000,-7.39122,-4.18462,4.52738,7.19205,6.7521,-17.8078
-7.3912,6.94788e-310,16923600,-7.3912,-4.18441,4.52748,7.19023,6.75028,-17.8308
-7.39118,6.94788e-310,16927200,-7.39118,-4.18419,4.52758,7.18842,6.74846,-17.8536
-7.39116,6.94788e-310,16930800,-7.39116,-4.18398,4.52767,7.18661,6.74666,-17.8764
-7.39114,6.94788e-310,16934400,-7.39114,-4.18377,4.52777,7.1848,6.74486,-17.8991
-7.39111,6.94788e-310,16938000,-7.39111,-4.18356,4.52787,7.18301,6.74306,-17.9218
-7.39109,6.94788e-310,16941600,-7.39109,-4.18334,4.52797,7.18122,6.74127,-17.9443
-7.39107,6.94788e-310,16945200,-7.39107,-4.18313,4.52807,7.17944,6.73949,-17.9667
-7.39105,6.94788e-310,16948800,-7.39105,-4.18292,4.52817,7.17766,6.73772,-17.9891
-7.39102,6.94788e-310,16952400,-7.39102,-4.18271,4.52827,7.17589,6.73595,-18.0114
-7.391,6.94788e-310,16956000,-7.391,-4.18249,4.52836,7.17413,6.73419,-18.0336
-7.39098,6.94788e-310,16959600,-7.39098,-4.18228,4.52846,7.17237,6.73243,-18.0558
-7.39095,6.94788e-310,16963200,-7.39095,-4.18207,4.52856,7.17062,6.73068,-18.0778
-7.39093,6.94788e-310,16966800,-7.39093,-4.18186,4.52866,7.16888,6.72894,-18.0998
-7.39091,6.94788e-310,16970400,-7.39091,-4.18165,4.52876,7.16714,6.7272,-18.1217
-7.39088,6.94788e-310,16974000,-7.39088,-4.18143,4.52886,7.16541,6.72547,-18.1435
-7.39086,6.94788e-310,16977600,-7.39086,-4.18122,4.52895,7.16368,6.72375,-18.1652
-7.39084,6.94788e-310,16981200,-7.39084,-4.18101,4.52905,7.16196,6.72203,-18.1869
-7.39081,6.94788e-310,16984800,-7.39081,-4.1808,4.52915,7.16025,6.72032,-18.2085
-7.39079,6.94788e-310,16988400,-7.39079,-4.18059,4.52925,7.15854,6.71861,-18.23
-7.39077,6.94788e-310,16992000,-7.39077,-4.18037,4.52935,7.15684,6.71691,-18.2514
-7.39074,6.94788e-310,16995600,-7.39074,-4.18016,4.52945,7.15514,6.71522,-18.2728
-7.39072,6.94788e-310,16999200,-7.39072,-4.17995,4.52954,7.15345,6.71353,-18.2941
-7.3907,6.94788e-310,17002800,-7.3907,-4.17974,4.52964,7.15177,6.71185,-18.3153
-7.39067,6.94788e-310,17006400,-7.39067,-4.17953,4.52974,7.15009,6.71017,-18.3364
-7.39065,6.94788e-310,17010000,-7.39065,-4.17931,4.52984,7.14842,6.7085,-18.3575
-7.39062,6.94788e-310,17013600,-7.39062,-4.1791,4.52994,7.14676,6.70684,-18.3785
-7.3906,6.94788e-310,17017200,-7.3906,-4.17889,4.53003,7.1451,6.70518,-18.3994
-7.39058,6.94788e-310,17020800,-7.39058,-4.17868,4.53013,7.14344,6.70353,-18.4202
-7.39055,6.94788e-310,17024400,-7.39055,-4.17847,4.53023,7.14179,6.70188,-18.441
-7.39053,6.94788e-310,17028000,-7.39053,-4.17826,4.53033,7.14015,6.70024,-18.4617
-7.3905,6.94788e-310,17031600,-7.3905,-4.17805,4.53043,7.13851,6.6986,-18.4824
-7.39048,6.94788e-310,17035200,-7.39048,-4.17783,4.53052,7.13688,6.69697,-18.5029
-7.39045,6.94788e-310,17038800,-7.39045,-4.17762,4.53062,7.13525,6.69535,-18.5234
-7.39043,6.94788e-310,17042400,-7.39043,-4.17741,4.53072,7.13363,6.69373,-18.5438
-7.39041,6.94788e-310,17046000,-7.39041,-4.1772,4.53082,7.13202,6.69211,-18.5642
-7.39038,6.94788e-310,17049600,-7.39038,-4.17699,4.53092,7.13041,6.6905,-18.5845
-7.39036,6.94788e-310,17053200,-7.39036,-4.17678,4.53101,7.1288,6.6889,-18.6047
-7.39033,6.94788e-310,17056800,-7.39033,-4.17657,4.53111,7.1272,6.6873,-18.6249
-7.39031,6.94788e-310,17060400,-7.39031,-4.17636,4.53121,7.12561,6.68571,-18.6449
-7.39028,6.94788e-310,17064000,-7.39028,-4.17614,4.53131,7.12402,6.68412,-18.665
-7.39026,6.94788e-310,17067600,-7.39026,-4.17593,4.53141,7.12244,6.68254,-18.6849
-7.39023,6.94788e-310,17071200,-7.39023,-4.17572,4.5315,7.12086,6.68097,-18.7048
-7.39021,6.94788e-310,17074800,-7.39021,-4.17551,4.5316,7.11929,6.6794,-18.7246
