n,GHE Load,ghe_Tin/HP_Tout,ghe_Tout/HP_Tin,bldgload
6960,11.2049,16.0021,14.6681,-1000
6961,11.205,16.0034,14.6694,-1000
6962,11.2051,16.0046,14.6707,-1000
6963,11.2051,16.0059,14.672,-1000
6964,11.2052,16.0072,14.6732,-1000
6965,11.2053,16.0085,14.6745,-1000
6966,11.2054,16.0097,14.6758,-1000
6967,11.2055,16.011,14.677,-1000
6968,11.2055,16.0123,14.6783,-1000
6969,11.2056,16.0135,14.6795,-1000
6970,11.2057,16.0148,14.6808,-1000
6971,11.2058,16.016,14.682,-1000
6972,11.2058,16.0173,14.6832,-1000
6973,11.2059,16.0185,14.6845,-1000
6974,11.206,16.0198,14.6857,-1000
6975,11.2061,16.021,14.6869,-1000
6976,11.2062,16.0222,14.6882,-1000
6977,11.2062,16.0235,14.6894,-1000
6978,11.2063,16.0247,14.6906,-1000
6979,11.2064,16.0259,14.6918,-1000
6980,11.2065,16.0271,14.693,-1000
6981,11.2065,16.0283,14.6942,-1000
6982,11.2066,16.0295,14.6954,-1000
6983,11.2067,16.0307,14.6966,-1000
6984,11.2067,16.0319,14.6978,-1000
6985,11.2068,16.0331,14.699,-1000
6986,11.2069,16.0343,14.7002,-1000
6987,11.207,16.0355,14.7014,-1000
6988,11.207,16.0367,14.7026,-1000
6989,11.2071,16.0379,14.7037,-1000
6990,11.2072,16.0391,14.7049,-1000
6991,11.2073,16.0403,14.7061,-1000
6992,11.2073,16.0414,14.7072,-1000
6993,11.2074,16.0426,14.7084,-1000
6994,11.2075,16.0438,14.7096,-1000
6995,11.2075,16.045,14.7107,-1000
6996,11.2076,16.0461,14.7119,-1000
6997,11.2077,16.0473,14.713,-1000
6998,11.2077,16.0484,14.7142,-1000
6999,11.2078,16.0496,14.7153,-1000
7000,11.2079,16.0507,14.7165,-1000
7001,11.2079,16.0519,14.7176,-1000
7002,11.208,16.053,14.7187,-1000
7003,11.2081,16.0542,14.7199,-1000
7004,11.2082,16.0553,14.721,-1000
7005,11.2082,16.0564,14.7221,-1000
7006,11.2083,16.0576,14.7232,-1000
7007,11.2084,16.0587,14.7244,-1000
7008,11.2084,16.0598,14.7255,-1000
7009,11.2085,16.0609,14.7266,-1000
7010,11.2086,16.062,14.7277,-1000
7011,11.2086,16.0632,14.7288,-1000
7012,11.2087,16.0643,14.7299,-1000
7013,11.2088,16.0654,14.731,-1000
7014,11.2088,16.0665,14.7321,-1000
7015,11.2089,16.0676,14.7332,-1000
7016,11.209,16.0687,14.7343,-1000
7017,11.209,16.0698,14.7354,-1000
7018,11.2091,16.0709,14.7365,-1000
7019,11.2091,16.072,14.7375,-1000
7020,11.2092,16.0731,14.7386,-1000
7021,11.2093,16.0741,14.7397,-1000
7022,11.2093,16.0752,14.7408,-1000
7023,11.2094,16.0763,14.7418,-1000
7024,11.2095,16.0774,14.7429,-1000
7025,11.2095,16.0784,14.744,-1000
7026,11.2096,16.0795,14.745,-1000
7027,11.2097,16.0806,14.7461,-1000
7028,11.2097,16.0816,14.7472,-1000
7029,11.2098,16.0827,14.7482,-1000
7030,11.2098,16.0838,14.7493,-1000
7031,11.2099,16.0848,14.7503,-1000
7032,11.21,16.0859,14.7514,-1000
7033,11.21,16.0869,14.7524,-1000
7034,11.21,16.088,14.7535,-1000
7035,11.2097,16.089,14.7545,-1000
7036,11.2092,16.0901,14.7557,-1000
7037,11.2086,16.0913,14.7569,-1000
7038,11.208,16.0925,14.7583,-1000
7039,11.2075,16.0939,14.7596,-1000
7040,11.2071,16.0952,14.7611,-1000
7041,11.207,16.0967,14.7625,-1000
7042,11.2069,16.0981,14.764,-1000
7043,11.207,16.0996,14.7654,-1000
7044,11.2071,16.1011,14.7669,-1000
7045,11.2073,16.1025,14.7683,-1000
7046,11.2074,16.104,14.7697,-1000
7047,11.2075,16.1054,14.7712,-1000
7048,11.2075,16.1068,14.7726,-1000
7049,11.2076,16.1083,14.774,-1000
7050,11.2076,16.1097,14.7755,-1000
7051,11.2077,16.1111,14.7769,-1000
7052,11.2077,16.1126,14.7783,-1000
7053,11.2078,16.114,14.7797,-1000
7054,11.2078,16.1154,14.7812,-1000
7055,11.2079,16.1169,14.7826,-1000
7056,11.208,16.1183,14.784,-1000
7057,11.208,16.1197,14.7855,-1000
7058,11.2081,16.1212,14.7869,-1000
7059,11.2082,16.1226,14.7883,-1000
7060,11.2082,16.124,14.7897,-1000
7061,11.2083,16.1254,14.7911,-1000
7062,11.2084,16.1269,14.7925,-1000
7063,11.2085,16.1283,14.7939,-1000
7064,11.2085,16.1297,14.7954,-1000
7065,11.2086,16.1311,14.7968,-1000
7066,11.2087,16.1325,14.7982,-1000
7067,11.2088,16.1339,14.7996,-1000
7068,11.2088,16.1353,14.801,-1000
7069,11.2089,16.1367,14.8023,-1000
7070,11.209,16.1381,14.8037,-1000
7071,11.2091,16.1395,14.8051,-1000
7072,11.2091,16.1409,14.8065,-1000
7073,11.2092,16.1423,14.8079,-1000
7074,11.2093,16.1437,14.8093,-1000
7075,11.2093,16.1451,14.8107,-1000
7076,11.2094,16.1465,14.812,-1000
7077,11.2095,16.1479,14.8134,-1000
7078,11.2096,16.1492,14.8148,-1000
7079,11.2096,16.1506,14.8161,-1000
7080,11.2096,16.152,14.8175,-1000
7081,11.2096,16.1534,14.8189,-1000
7082,11.2096,16.1548,14.8203,-1000
7083,11.2096,16.1561,14.8217,-1000
7084,11.2096,16.1575,14.8231,-1000
7085,11.2097,16.159,14.8245,-1000
7086,11.2097,16.1604,14.8259,-1000
7087,11.2098,16.1618,14.8273,-1000
7088,11.2099,16.1632,14.8287,-1000
7089,11.2099,16.1646,14.8301,-1000
7090,11.21,16.166,14.8314,-1000
7091,11.2101,16.1674,14.8328,-1000
7092,11.2102,16.1688,14.8342,-1000
7093,11.2102,16.1701,14.8356,-1000
7094,11.2103,16.1715,14.837,-1000
7095,11.2104,16.1729,14.8383,-1000
7096,11.2105,16.1743,14.8397,-1000
7097,11.2105,16.1757,14.8411,-1000
7098,11.2106,16.177,14.8425,-1000
7099,11.2107,16.1784,14.8438,-1000
7100,11.2107,16.1798,14.8452,-1000
7101,11.2108,16.1812,14.8465,-1000
7102,11.2109,16.1825,14.8479,-1000
7103,11.2109,16.1839,14.8493,-1000
7104,11.211,16.1853,14.8506,-1000
7105,11.2111,16.1866,14.852,-1000
7106,11.2111,16.188,14.8533,-1000
7107,11.2112,16.1893,14.8547,-1000
7108,11.2113,16.1907,14.856,-1000
7109,11.2114,16.192,14.8574,-1000
7110,11.2114,16.1934,14.8587,-1000
7111,11.2115,16.1947,14.86,-1000
7112,11.2116,16.1961,14.8614,-1000
7113,11.2117,16.1974,14.8627,-1000
7114,11.2117,16.1988,14.864,-1000
7115,11.2118,16.2001,14.8654,-1000
7116,11.2119,16.2014,14.8667,-1000
7117,11.2119,16.2028,14.868,-1000
7118,11.212,16.2041,14.8693,-1000
7119,11.2121,16.2054,14.8707,-1000
7120,11.2121,16.2067,14.872,-1000
7121,11.2122,16.2081,14.8733,-1000
7122,11.2123,16.2094,14.8746,-1000
7123,11.2124,16.2107,14.8759,-1000
7124,11.2124,16.212,14.8772,-1000
7125,11.2125,16.2133,14.8785,-1000
7126,11.2126,16.2146,14.8798,-1000
7127,11.2126,16.2159,14.8811,-1000
7128,11.2127,16.2172,14.8824,-1000
7129,11.2128,16.2185,14.8837,-1000
7130,11.2128,16.2198,14.885,-1000
7131,11.2129,16.2211,14.8863,-1000
7132,11.213,16.2224,14.8875,-1000
7133,11.213,16.2237,14.8888,-1000
7134,11.2131,16.225,14.8901,-1000
7135,11.2132,16.2263,14.8914,-1000
7136,11.2133,16.2276,14.8927,-1000
7137,11.2133,16.2288,14.8939,-1000
7138,11.2134,16.2301,14.8952,-1000
7139,11.2135,16.2314,14.8965,-1000
7140,11.2135,16.2327,14.8977,-1000
7141,11.2136,16.2339,14.899,-1000
7142,11.2137,16.2352,14.9003,-1000
7143,11.2137,16.2365,14.9015,-1000
7144,11.2138,16.2377,14.9028,-1000
7145,11.2139,16.239,14.904,-1000
7146,11.2139,16.2403,14.9053,-1000
7147,11.214,16.2415,14.9065,-1000
7148,11.2141,16.2428,14.9078,-1000
7149,11.2141,16.244,14.909,-1000
7150,11.2142,16.2453,14.9102,-1000
7151,11.2143,16.2465,14.9115,-1000
7152,11.2143,16.2478,14.9127,-1000
7153,11.2144,16.249,14.914,-1000
7154,11.2144,16.2502,14.9152,-1000
7155,11.2145,16.2515,14.9164,-1000
7156,11.2146,16.2527,14.9176,-1000
7157,11.2146,16.2539,14.9189,-1000
7158,11.2147,16.2552,14.9201,-1000
7159,11.2148,16.2564,14.9213,-1000
7160,11.2148,16.2576,14.9225,-1000
7161,11.2149,16.2589,14.9237,-1000
7162,11.215,16.2601,14.925,-1000
7163,11.215,16.2613,14.9262,-1000
7164,11.2151,16.2625,14.9274,-1000
7165,11.2152,16.2637,14.9286,-1000
7166,11.2152,16.2649,14.9298,-1000
7167,11.2153,16.2661,14.931,-1000
7168,11.2154,16.2674,14.9322,-1000
7169,11.2154,16.2686,14.9334,-1000
7170,11.2155,16.2698,14.9346,-1000
7171,11.2155,16.271,14.9358,-1000
7172,11.2156,16.2722,14.937,-1000
7173,11.2157,16.2734,14.9382,-1000
7174,11.2157,16.2745,14.9393,-1000
7175,11.2158,16.2757,14.9405,-1000
7176,11.2159,16.2769,14.9417,-1000
7177,11.2159,16.2781,14.9429,-1000
7178,11.216,16.2793,14.9441,-1000
7179,11.216,16.2805,14.9452,-1000
7180,11.2161,16.2817,14.9464,-1000
7181,11.2162,16.2828,14.9476,-1000
7182,11.2162,16.284,14.9487,-1000
7183,11.2163,16.2852,14.9499,-1000
7184,11.2164,16.2864,14.9511,-1000
7185,11.2164,16.2875,14.9522,-1000
7186,11.2165,16.2887,14.9534,-1000
7187,11.2165,16.2899,14.9546,-1000
7188,11.2166,16.291,14.9557,-1000
7189,11.2167,16.2922,14.9569,-1000
7190,11.2167,16.2933,14.958,-1000
7191,11.2168,16.2945,14.9592,-1000
7192,11.2168,16.2957,14.9603,-1000
7193,11.2169,16.2968,14.9615,-1000
7194,11.217,16.298,14.9626,-1000
7195,11.217,16.2991,14.9638,-1000
7196,11.2171,16.3003,14.9649,-1000
7197,11.2171,16.3014,14.966,-1000
7198,11.2172,16.3025,14.9672,-1000
7199,11.2172,16.3037,14.9683,-1000
7200,11.2173,16.3048,14.9694,-1000
7201,11.2174,16.306,14.9706,-1000
7202,11.2174,16.3071,14.9717,-1000
7203,11.2175,16.3082,14.9728,-1000
7204,11.2175,16.3094,14.9739,-1000
7205,11.2176,16.3105,14.9751,-1000
7206,11.2177,16.3116,14.9762,-1000
7207,11.2177,16.3127,14.9773,-1000
7208,11.2178,16.3139,14.9784,-1000
7209,11.2178,16.315,14.9795,-1000
7210,11.2179,16.3161,14.9806,-1000
7211,11.2179,16.3172,14.9818,-1000
7212,11.218,16.3183,14.9829,-1000
7213,11.2181,16.3195,14.984,-1000
7214,11.2181,16.3206,14.9851,-1000
7215,11.2182,16.3217,14.9862,-1000
7216,11.2182,16.3228,14.9873,-1000
7217,11.2183,16.3239,14.9884,-1000
7218,11.2183,16.325,14.9895,-1000
7219,11.2184,16.3261,14.9906,-1000
7220,11.2185,16.3272,14.9917,-1000
7221,11.2185,16.3283,14.9928,-1000
7222,11.2186,16.3294,14.9939,-1000
7223,11.2186,16.3305,14.9949,-1000
7224,11.2187,16.3316,14.996,-1000
7225,11.2187,16.3327,14.9971,-1000
7226,11.2188,16.3338,14.9982,-1000
7227,11.2189,16.3349,14.9993,-1000
7228,11.2189,16.3359,15.0004,-1000
7229,11.219,16.337,15.0014,-1000
7230,11.219,16.3381,15.0025,-1000
7231,11.2191,16.3392,15.0036,-1000
7232,11.2191,16.3403,15.0047,-1000
7233,11.2192,16.3413,15.0057,-1000
7234,11.2192,16.3424,15.0068,-1000
7235,11.2193,16.3435,15.0079,-1000
7236,11.2193,16.3446,15.0089,-1000
7237,11.2194,16.3456,15.01,-1000
7238,11.2195,16.3467,15.011,-1000
7239,11.2195,16.3478,15.0121,-1000
7240,11.2196,16.3488,15.0132,-1000
7241,11.2196,16.3499,15.0142,-1000
7242,11.2197,16.351,15.0153,-1000
7243,11.2197,16.352,15.0163,-1000
7244,11.2198,16.3531,15.0174,-1000
7245,11.2198,16.3541,15.0184,-1000
7246,11.2199,16.3552,15.0195,-1000
7247,11.2199,16.3562,15.0205,-1000
7248,11.22,16.3573,15.0216,-1000
7249,11.22,16.3583,15.0226,-1000
7250,11.2201,16.3594,15.0237,-1000
7251,11.2202,16.3604,15.0247,-1000
7252,11.2202,16.3615,15.0257,-1000
7253,11.2203,16.3625,15.0268,-1000
7254,11.2203,16.3636,15.0278,-1000
7255,11.2204,16.3646,15.0288,-1000
7256,11.2204,16.3656,15.0299,-1000
7257,11.2205,16.3667,15.0309,-1000
7258,11.2205,16.3677,15.0319,-1000
7259,11.2206,16.3687,15.033,-1000
7260,11.2206,16.3698,15.034,-1000
7261,11.2207,16.3708,15.035,-1000
7262,11.2207,16.3718,15.036,-1000
7263,11.2208,16.3728,15.037,-1000
7264,11.2208,16.3739,15.0381,-1000
7265,11.2209,16.3749,15.0391,-1000
7266,11.2209,16.3759,15.0401,-1000
7267,11.221,16.3769,15.0411,-1000
7268,11.221,16.378,15.0421,-1000
7269,11.2211,16.379,15.0431,-1000
7270,11.2211,16.38,15.0441,-1000
7271,11.2212,16.381,15.0451,-1000
7272,11.2212,16.382,15.0461,-1000
7273,11.2213,16.383,15.0472,-1000
7274,11.2213,16.384,15.0482,-1000
7275,11.2214,16.385,15.0492,-1000
7276,11.2214,16.386,15.0502,-1000
7277,11.2215,16.387,15.0512,-1000
7278,11.2215,16.3881,15.0522,-1000
7279,11.2216,16.3891,15.0531,-1000
7280,11.2216,16.3901,15.0541,-1000
7281,11.2217,16.391,15.0551,-1000
7282,11.2217,16.392,15.0561,-1000
7283,11.2218,16.393,15.0571,-1000
7284,11.2218,16.394,15.0581,-1000
7285,11.2219,16.395,15.0591,-1000
7286,11.2219,16.396,15.0601,-1000
7287,11.222,16.397,15.0611,-1000
7288,11.222,16.398,15.062,-1000
7289,11.2221,16.399,15.063,-1000
7290,11.2221,16.4,15.064,-1000
7291,11.2222,16.4009,15.065,-1000
7292,11.2222,16.4019,15.0659,-1000
7293,11.2223,16.4029,15.0669,-1000
7294,11.2223,16.4039,15.0679,-1000
7295,11.2224,16.4049,15.0689,-1000
7296,11.2224,16.4058,15.0698,-1000
7297,11.2225,16.4068,15.0708,-1000
7298,11.2225,16.4078,15.0718,-1000
7299,11.2226,16.4088,15.0727,-1000
7300,7.81881,14.156,13.2252,1000
7301,3.21658,12.3156,11.9327,1000
7302,-1.04588,11.0285,11.153,1000
7303,-4.20731,10.2523,10.7532,1000
7304,-6.11866,9.8542,10.5826,1000
7305,-6.99327,9.68442,10.517,1000
7306,-7.1832,9.61907,10.4742,1000
7307,-7.02734,9.57651,10.4131,1000
7308,-6.77574,9.51568,10.3223,1000
7309,-6.5723,9.42532,10.2077,1000
7310,-6.47219,9.31126,10.0818,1000
7311,-6.47266,9.18587,9.95643,1000
7312,-6.54336,9.06112,9.84009,1000
7313,-6.6481,8.94532,9.73676,1000
7314,-6.7576,8.84248,9.64696,1000
7315,-6.85375,8.7531,9.56903,1000
7316,-6.92925,8.67554,9.50045,1000
7317,-6.98423,8.60728,9.43874,1000
7318,-7.02288,8.54587,9.38193,1000
7319,-7.05053,8.48932,9.32867,1000
7320,-7.07183,8.43633,9.27821,1000
7321,-7.09014,8.3861,9.23017,1000
7322,-7.10734,8.33829,9.18441,1000
7323,-7.12412,8.29275,9.14086,1000
7324,-7.14054,8.24941,9.09948,1000
7325,-7.15636,8.20823,9.06017,1000
7326,-7.17125,8.16912,9.02284,1000
7327,-7.18499,8.13196,8.98731,1000
7328,-7.19753,8.09661,8.95345,1000
7329,-7.2089,8.06291,8.92112,1000
7330,-7.21919,8.03073,8.89016,1000
7331,-7.2285,7.99992,8.86046,1000
7332,-7.23702,7.97037,8.83192,1000
7333,-7.24488,7.94196,8.80445,1000
7334,-7.25216,7.91463,8.77798,1000
7335,-7.25892,7.88829,8.75245,1000
7336,-7.26521,7.86288,8.72779,1000
7337,-7.27112,7.83834,8.70395,1000
7338,-7.27667,7.81462,8.6809,1000
7339,-7.28189,7.79168,8.65857,1000
7340,-7.28677,7.76946,8.63694,1000
7341,-7.29133,7.74794,8.61595,1000
7342,-7.29561,7.72705,8.59558,1000
7343,-7.29966,7.70678,8.57579,1000
7344,-7.3035,7.68709,8.55655,1000
7345,-7.30713,7.66795,8.53784,1000
7346,-7.31054,7.64933,8.51963,1000
7347,-7.31374,7.63121,8.50189,1000
7348,-7.31676,7.61355,8.4846,1000
7349,-7.31965,7.59635,8.46773,1000
7350,-7.32242,7.57956,8.45128,1000
7351,-7.32507,7.56319,8.43523,1000
7352,-7.32757,7.54722,8.41955,1000
7353,-7.32994,7.53162,8.40423,1000
7354,-7.33216,7.51637,8.38925,1000
7355,-7.33428,7.50147,8.3746,1000
7356,-7.33632,7.48689,8.36026,1000
7357,-7.3383,7.47262,8.34623,1000
7358,-7.3402,7.45866,8.33249,1000
7359,-7.34202,7.44499,8.31904,1000
7360,-7.34375,7.43161,8.30587,1000
7361,-7.34537,7.4185,8.29295,1000
7362,-7.34734,7.40564,8.28033,1000
7363,-7.35171,7.39309,8.26829,1000
7364,-7.35963,7.38111,8.25726,1000
7365,-7.37065,7.37013,8.24759,1000
7366,-7.38307,7.36051,8.23945,1000
7367,-7.39488,7.35241,8.23275,1000
7368,-7.40453,7.34575,8.22724,1000
7369,-7.41124,7.34026,8.22255,1000
7370,-7.4151,7.3356,8.21835,1000
7371,-7.41671,7.33141,8.21436,1000
7372,-7.41694,7.32744,8.21041,1000
7373,-7.41659,7.32352,8.20645,1000
7374,-7.41624,7.31957,8.20246,1000
7375,-7.41623,7.3156,8.19849,1000
7376,-7.41662,7.31165,8.19459,1000
7377,-7.41736,7.30777,8.19079,1000
7378,-7.4183,7.30399,8.18713,1000
7379,-7.4193,7.30035,8.1836,1000
7380,-7.42024,7.29684,8.1802,1000
7381,-7.42106,7.29346,8.17692,1000
7382,-7.42175,7.29019,8.17373,1000
7383,-7.42233,7.28702,8.17063,1000
7384,-7.42281,7.28394,8.1676,1000
7385,-7.42323,7.28092,8.16464,1000
7386,-7.42362,7.27798,8.16174,1000
7387,-7.42399,7.27509,8.1589,1000
7388,-7.42434,7.27226,8.15611,1000
7389,-7.4247,7.26949,8.15338,1000
7390,-7.42504,7.26677,8.15071,1000
7391,-7.42537,7.26411,8.14808,1000
7392,-7.42569,7.2615,8.14551,1000
7393,-7.42599,7.25894,8.14299,1000
7394,-7.42628,7.25643,8.14051,1000
7395,-7.42656,7.25397,8.13808,1000
7396,-7.42682,7.25155,8.13569,1000
7397,-7.42707,7.24917,8.13335,1000
7398,-7.42731,7.24684,8.13104,1000
7399,-7.42754,7.24454,8.12877,1000
7400,-7.42776,7.24229,8.12654,1000
7401,-7.42797,7.24007,8.12435,1000
7402,-7.42818,7.23789,8.12219,1000
7403,-7.42838,7.23574,8.12007,1000
7404,-7.42857,7.23363,8.11798,1000
7405,-7.42876,7.23155,8.11593,1000
7406,-7.42894,7.2295,8.1139,1000
7407,-7.42912,7.22749,8.11191,1000
7408,-7.42929,7.22551,8.10995,1000
7409,-7.42945,7.22355,8.10801,1000
7410,-7.42961,7.22163,8.10611,1000
7411,-7.42976,7.21973,8.10423,1000
7412,-7.42991,7.21787,8.10238,1000
7413,-7.43006,7.21602,8.10056,1000
7414,-7.4302,7.21421,8.09876,1000
7415,-7.4303,7.21242,8.09698,1000
7416,-7.4303,7.21065,8.09521,1000
7417,-7.43018,7.2089,8.09344,1000
7418,-7.42995,7.20713,8.09165,1000
7419,-7.42968,7.20535,8.08983,1000
7420,-7.42945,7.20354,8.088,1000
7421,-7.42928,7.20172,8.08616,1000
7422,-7.42921,7.19988,8.08431,1000
7423,-7.42922,7.19805,8.08248,1000
7424,-7.4293,7.19623,8.08067,1000
7425,-7.42941,7.19442,8.07887,1000
7426,-7.42886,7.19264,8.07703,1000
7427,-7.4266,7.1908,8.07492,1000
7428,-7.42225,7.1887,8.0723,1000
7429,-7.41636,7.1861,8.069,1000
7430,-7.40999,7.18281,8.06495,1000
7431,-7.40422,7.17878,8.06024,1000
7432,-7.39981,7.1741,8.05502,1000
7433,-7.39703,7.16891,8.04951,1000
7434,-7.39575,7.16342,8.04386,1000
7435,-7.39556,7.1578,8.03823,1000
7436,-7.39598,7.15219,8.03267,1000
7437,-7.3966,7.14666,8.02721,1000
7438,-7.39713,7.14123,8.02184,1000
7439,-7.39744,7.13589,8.01654,1000
7440,-7.39751,7.13061,8.01127,1000
7441,-7.3974,7.12537,8.00601,1000
7442,-7.3972,7.12014,8.00076,1000
7443,-7.39697,7.11492,7.99551,1000
7444,-7.39678,7.10969,7.99026,1000
7445,-7.39664,7.10446,7.98502,1000
7446,-7.39657,7.09925,7.97979,1000
7447,-7.39655,7.09405,7.97459,1000
7448,-7.39656,7.08888,7.96942,1000
7449,-7.3966,7.08374,7.96428,1000
7450,-7.39664,7.07862,7.95917,1000
7451,-7.39669,7.07354,7.95409,1000
7452,-7.39673,7.06848,7.94905,1000
7453,-7.39677,7.06346,7.94403,1000
7454,-7.39681,7.05847,7.93904,1000
7455,-7.39684,7.0535,7.93408,1000
7456,-7.39688,7.04857,7.92915,1000
7457,-7.39692,7.04367,7.92425,1000
7458,-7.39697,7.03879,7.91938,1000
7459,-7.39701,7.03395,7.91454,1000
7460,-7.39706,7.02913,7.90973,1000
7461,-7.39711,7.02435,7.90495,1000
7462,-7.39716,7.01959,7.9002,1000
7463,-7.3972,7.01486,7.89548,1000
7464,-7.39725,7.01017,7.89079,1000
7465,-7.3973,7.0055,7.88613,1000
7466,-7.39734,7.00086,7.8815,1000
7467,-7.39739,6.99625,7.87689,1000
7468,-7.39744,6.99167,7.87232,1000
7469,-7.39748,6.98712,7.86777,1000
7470,-7.39753,6.98259,7.86325,1000
7471,-7.39757,6.9781,7.85876,1000
7472,-7.39761,6.97363,7.8543,1000
7473,-7.39765,6.96919,7.84986,1000
7474,-7.39769,6.96478,7.84545,1000
7475,-7.39773,6.96039,7.84107,1000
7476,-7.39777,6.95603,7.83672,1000
7477,-7.39781,6.9517,7.83239,1000
7478,-7.39785,6.94739,7.82809,1000
7479,-7.39788,6.94311,7.82381,1000
7480,-7.39792,6.93886,7.81956,1000
7481,-7.39795,6.93463,7.81534,1000
7482,-7.39798,6.93042,7.81114,1000
7483,-7.39801,6.92625,7.80696,1000
7484,-7.39804,6.92209,7.80281,1000
7485,-7.39807,6.91796,7.79868,1000
7486,-7.3981,6.91386,7.79458,1000
7487,-7.39812,6.90978,7.7905,1000
7488,-7.39815,6.90572,7.78645,1000
7489,-7.39817,6.90168,7.78242,1000
7490,-7.39819,6.89767,7.77841,1000
7491,-7.39821,6.89369,7.77443,1000
7492,-7.39821,6.88972,7.77046,1000
7493,-7.3982,6.88577,7.76651,1000
7494,-7.39819,6.88185,7.76258,1000
7495,-7.39817,6.87794,7.75867,1000
7496,-7.39816,6.87405,7.75478,1000
7497,-7.39816,6.87018,7.75091,1000
7498,-7.39816,6.86632,7.74706,1000
7499,-7.39817,6.86249,7.74323,1000
7500,-7.39819,6.85868,7.73941,1000
7501,-7.39821,6.85489,7.73563,1000
7502,-7.39823,6.85112,7.73186,1000
7503,-7.39825,6.84737,7.72811,1000
7504,-7.39826,6.84364,7.72439,1000
7505,-7.39828,6.83994,7.72068,1000
7506,-7.39829,6.83625,7.717,1000
7507,-7.3983,6.83258,7.71333,1000
7508,-7.39831,6.82894,7.70969,1000
7509,-7.39831,6.82531,7.70606,1000
7510,-7.39832,6.8217,7.70246,1000
7511,-7.39833,6.81812,7.69887,1000
7512,-7.39834,6.81455,7.6953,1000
7513,-7.39835,6.811,7.69175,1000
7514,-7.39835,6.80747,7.68822,1000
7515,-7.39836,6.80396,7.68471,1000
7516,-7.39836,6.80046,7.68122,1000
7517,-7.39837,6.79699,7.67774,1000
7518,-7.39837,6.79353,7.67429,1000
7519,-7.39838,6.79009,7.67085,1000
7520,-7.39838,6.78667,7.66743,1000
7521,-7.39838,6.78327,7.66403,1000
7522,-7.39838,6.77988,7.66064,1000
7523,-7.39838,6.77651,7.65727,1000
7524,-7.39838,6.77316,7.65392,1000
7525,-7.39838,6.76983,7.65059,1000
7526,-7.39838,6.76651,7.64727,1000
7527,-7.39838,6.76321,7.64397,1000
7528,-7.39838,6.75993,7.64068,1000
7529,-7.39838,6.75666,7.63742,1000
7530,-7.39853,6.75341,7.63418,1000
7531,-7.39907,6.75019,7.63103,1000
7532,-7.40006,6.74705,7.62801,1000
7533,-7.40139,6.74405,7.62517,1000
7534,-7.40282,6.74122,7.62251,1000
7535,-7.40411,6.73858,7.62002,1000
7536,-7.4051,6.7361,7.61766,1000
7537,-7.40574,6.73375,7.61538,1000
7538,-7.40604,6.73148,7.61315,1000
7539,-7.40611,6.72927,7.61095,1000
7540,-7.40605,6.72707,7.60874,1000
7541,-7.40594,6.72488,7.60654,1000
7542,-7.40585,6.72269,7.60434,1000
7543,-7.40578,6.72049,7.60213,1000
7544,-7.40575,6.7183,7.59994,1000
7545,-7.40572,6.71612,7.59775,1000
7546,-7.40571,6.71395,7.59558,1000
7547,-7.40571,6.71178,7.59341,1000
7548,-7.40572,6.70963,7.59126,1000
7549,-7.40573,6.70749,7.58912,1000
7550,-7.40575,6.70536,7.58699,1000
7551,-7.40576,6.70324,7.58488,1000
7552,-7.40578,6.70113,7.58277,1000
7553,-7.4058,6.69904,7.58068,1000
7554,-7.40581,6.69696,7.57861,1000
7555,-7.40582,6.6949,7.57654,1000
7556,-7.40583,6.69284,7.57449,1000
7557,-7.40584,6.6908,7.57245,1000
7558,-7.40586,6.68877,7.57042,1000
7559,-7.40587,6.68675,7.5684,1000
7560,-7.40587,6.68474,7.56639,1000
7561,-7.40588,6.68274,7.56439,1000
7562,-7.40588,6.68076,7.56241,1000
7563,-7.40588,6.67878,7.56043,1000
7564,-7.40587,6.67681,7.55847,1000
7565,-7.40587,6.67486,7.55651,1000
7566,-7.40586,6.67291,7.55456,1000
7567,-7.40586,6.67097,7.55262,1000
7568,-7.40585,6.66904,7.55069,1000
7569,-7.40585,6.66712,7.54877,1000
7570,-7.40584,6.66521,7.54686,1000
7571,-7.40583,6.66331,7.54496,1000
7572,-7.40583,6.66142,7.54307,1000
7573,-7.40582,6.65954,7.54118,1000
7574,-7.40581,6.65766,7.5393,1000
7575,-7.4058,6.65579,7.53744,1000
7576,-7.40579,6.65394,7.53558,1000
7577,-7.40578,6.65209,7.53373,1000
7578,-7.40577,6.65024,7.53188,1000
7579,-7.40576,6.64841,7.53005,1000
7580,-7.40575,6.64659,7.52822,1000
7581,-7.40574,6.64477,7.52641,1000
7582,-7.40573,6.64296,7.5246,1000
7583,-7.40572,6.64116,7.52279,1000
7584,-7.40571,6.63937,7.521,1000
7585,-7.4057,6.63758,7.51921,1000
7586,-7.40568,6.6358,7.51743,1000
7587,-7.40567,6.63403,7.51566,1000
7588,-7.40566,6.63227,7.5139,1000
7589,-7.40565,6.63052,7.51214,1000
7590,-7.40563,6.62877,7.51039,1000
7591,-7.40562,6.62703,7.50865,1000
7592,-7.40561,6.6253,7.50692,1000
7593,-7.40559,6.62357,7.50519,1000
7594,-7.40558,6.62185,7.50347,1000
7595,-7.40557,6.62014,7.50176,1000
7596,-7.40556,6.61844,7.50005,1000
7597,-7.40555,6.61674,7.49836,1000
7598,-7.40554,6.61505,7.49667,1000
7599,-7.40554,6.61337,7.49499,1000
7600,-7.40553,6.6117,7.49331,1000
