n,GHE Load,ghe_Tin/HP_Tout,ghe_Tout/HP_Tin,bldgload
1684,-7.39085,6.60081,7.48068,1000
1685,-7.39085,6.59747,7.47733,1000
1686,-7.39084,6.59413,7.474,1000
1687,-7.39084,6.59082,7.47068,1000
1688,-7.39084,6.58752,7.46738,1000
1689,-7.39083,6.58424,7.4641,1000
1690,-7.39102,6.58098,7.46086,1000
1691,-7.39165,6.57775,7.45771,1000
1692,-7.39275,6.57461,7.4547,1000
1693,-7.39415,6.57162,7.45188,1000
1694,-7.39555,6.56882,7.44924,1000
1695,-7.39673,6.56619,7.44675,1000
1696,-7.39756,6.56372,7.44438,1000
1697,-7.39804,6.56135,7.44207,1000
1698,-7.39824,6.55906,7.4398,1000
1699,-7.39826,6.5568,7.43754,1000
1700,-7.39822,6.55455,7.43529,1000
1701,-7.39818,6.55232,7.43305,1000
1702,-7.3981,6.55008,7.43081,1000
1703,-7.39794,6.54785,7.42856,1000
1704,-7.39786,6.54562,7.42632,1000
1705,-7.3979,6.54338,7.42409,1000
1706,-7.39801,6.54116,7.42188,1000
1707,-7.39814,6.53897,7.4197,1000
1708,-7.39825,6.5368,7.41754,1000
1709,-7.39833,6.53466,7.41541,1000
1710,-7.39838,6.53253,7.41329,1000
1711,-7.39841,6.53043,7.41119,1000
1712,-7.39842,6.52833,7.4091,1000
1713,-7.39843,6.52625,7.40702,1000
1714,-7.39844,6.52419,7.40495,1000
1715,-7.39846,6.52213,7.4029,1000
1716,-7.39847,6.52009,7.40086,1000
1717,-7.39849,6.51805,7.39883,1000
1718,-7.3985,6.51603,7.39681,1000
1719,-7.39852,6.51403,7.3948,1000
1720,-7.39853,6.51203,7.39281,1000
1721,-7.39853,6.51005,7.39082,1000
1722,-7.39854,6.50807,7.38885,1000
1723,-7.39853,6.50611,7.38689,1000
1724,-7.39853,6.50416,7.38494,1000
1725,-7.39853,6.50222,7.38299,1000
1726,-7.39852,6.50028,7.38106,1000
1727,-7.39852,6.49836,7.37913,1000
1728,-7.39852,6.49644,7.37722,1000
1729,-7.39851,6.49454,7.37531,1000
1730,-7.3985,6.49264,7.37342,1000
1731,-7.3985,6.49075,7.37153,1000
1732,-7.39849,6.48888,7.36965,1000
1733,-7.39848,6.48701,7.36778,1000
1734,-7.39848,6.48515,7.36592,1000
1735,-7.39847,6.48329,7.36406,1000
1736,-7.39846,6.48145,7.36222,1000
1737,-7.39845,6.47961,7.36038,1000
1738,-7.39844,6.47779,7.35855,1000
1739,-7.39843,6.47597,7.35673,1000
1740,-7.39842,6.47416,7.35492,1000
1741,-7.39841,6.47235,7.35312,1000
1742,-7.3984,6.47056,7.35132,1000
1743,-7.39838,6.46877,7.34953,1000
1744,-7.39837,6.46699,7.34775,1000
1745,-7.39836,6.46522,7.34598,1000
1746,-7.39835,6.46346,7.34422,1000
1747,-7.39834,6.4617,7.34246,1000
1748,-7.39832,6.45996,7.34071,1000
1749,-7.39831,6.45821,7.33897,1000
1750,-7.3983,6.45648,7.33723,1000
1751,-7.39828,6.45475,7.3355,1000
1752,-7.39827,6.45304,7.33378,1000
1753,-7.39826,6.45132,7.33207,1000
1754,-7.39824,6.44962,7.33036,1000
1755,-7.39823,6.44792,7.32866,1000
1756,-7.39822,6.44623,7.32697,1000
1757,-7.39822,6.44455,7.32529,1000
1758,-7.39821,6.44288,7.32362,1000
1759,-7.3982,6.44121,7.32195,1000
1760,-7.39819,6.43955,7.32029,1000
1761,-7.39818,6.4379,7.31864,1000
1762,-7.39817,6.43625,7.31699,1000
1763,-7.39815,6.43462,7.31535,1000
1764,-7.39814,6.43299,7.31372,1000
1765,-7.39812,6.43136,7.31209,1000
1766,-7.3981,6.42974,7.31047,1000
1767,-7.39809,6.42813,7.30886,1000
1768,-7.39807,6.42653,7.30725,1000
1769,-7.39805,6.42493,7.30565,1000
1770,-7.39804,6.42334,7.30406,1000
1771,-7.39802,6.42175,7.30247,1000
1772,-7.39801,6.42017,7.30089,1000
1773,-7.39799,6.4186,7.29931,1000
1774,-7.39797,6.41703,7.29774,1000
1775,-7.39796,6.41547,7.29618,1000
1776,-7.39794,6.41391,7.29462,1000
1777,-7.39792,6.41236,7.29307,1000
1778,-7.3979,6.41082,7.29152,1000
1779,-7.39789,6.40928,7.28998,1000
1780,-7.39787,6.40775,7.28845,1000
1781,-7.39785,6.40622,7.28692,1000
1782,-7.39783,6.4047,7.2854,1000
1783,-7.39782,6.40319,7.28388,1000
1784,-7.3978,6.40168,7.28237,1000
1785,-7.39778,6.40018,7.28086,1000
1786,-7.39776,6.39868,7.27936,1000
1787,-7.39774,6.39719,7.27787,1000
1788,-7.39773,6.3957,7.27638,1000
1789,-7.39771,6.39422,7.2749,1000
1790,-7.39769,6.39274,7.27342,1000
1791,-7.39767,6.39127,7.27195,1000
1792,-7.39765,6.38981,7.27048,1000
1793,-7.39763,6.38835,7.26902,1000
1794,-7.39761,6.38689,7.26756,1000
1795,-7.39759,6.38544,7.26611,1000
1796,-7.39758,6.384,7.26466,1000
1797,-7.39756,6.38256,7.26322,1000
1798,-7.39754,6.38113,7.26179,1000
1799,-7.39752,6.3797,7.26036,1000
1800,-7.3975,6.37828,7.25893,1000
1801,-7.39748,6.37686,7.25751,1000
1802,-7.39746,6.37545,7.2561,1000
1803,-7.39744,6.37404,7.25469,1000
1804,-7.39742,6.37264,7.25328,1000
1805,-7.3974,6.37124,7.25188,1000
1806,-7.39738,6.36984,7.25049,1000
1807,-7.39736,6.36846,7.24909,1000
1808,-7.39734,6.36707,7.24771,1000
1809,-7.39732,6.36569,7.24633,1000
1810,-7.3973,6.36432,7.24495,1000
1811,-7.39728,6.36295,7.24358,1000
1812,-7.39726,6.36159,7.24221,1000
1813,-7.39724,6.36023,7.24085,1000
1814,-7.39722,6.35887,7.23949,1000
1815,-7.3972,6.35752,7.23814,1000
1816,-7.39718,6.35618,7.23679,1000
1817,-7.39716,6.35483,7.23545,1000
1818,-7.39714,6.3535,7.23411,1000
1819,-7.39712,6.35216,7.23277,1000
1820,-7.3971,6.35084,7.23144,1000
1821,-7.39707,6.34951,7.23012,1000
1822,-7.39705,6.34819,7.22879,1000
1823,-7.39702,6.34688,7.22747,1000
1824,-7.397,6.34556,7.22616,1000
1825,-7.39698,6.34425,7.22485,1000
1826,-7.39696,6.34295,7.22354,1000
1827,-7.39694,6.34165,7.22224,1000
1828,-7.39692,6.34035,7.22094,1000
1829,-7.3969,6.33906,7.21965,1000
1830,-7.39688,6.33778,7.21836,1000
1831,-7.39686,6.33649,7.21707,1000
1832,-7.39684,6.33521,7.21579,1000
1833,-7.39681,6.33394,7.21451,1000
1834,-7.39679,6.33267,7.21324,1000
1835,-7.39677,6.3314,7.21197,1000
1836,-7.39675,6.33014,7.21071,1000
1837,-7.39673,6.32888,7.20944,1000
1838,-7.39671,6.32763,7.20819,1000
1839,-7.39669,6.32638,7.20694,1000
1840,-7.39667,6.32513,7.20569,1000
1841,-7.39665,6.32389,7.20444,1000
1842,-7.39663,6.32265,7.2032,1000
1843,-7.39661,6.32142,7.20196,1000
1844,-7.39659,6.32019,7.20073,1000
1845,-7.39656,6.31896,7.1995,1000
1846,-7.39654,6.31774,7.19828,1000
1847,-7.39652,6.31652,7.19706,1000
1848,-7.3965,6.3153,7.19584,1000
1849,-7.39648,6.31409,7.19462,1000
1850,-7.39646,6.31288,7.19341,1000
1851,-7.39644,6.31168,7.19221,1000
1852,-7.39642,6.31048,7.19101,1000
1853,-7.3964,6.30928,7.18981,1000
1854,-7.39638,6.30809,7.18861,1000
1855,-7.39636,6.3069,7.18742,1000
1856,-7.39634,6.30572,7.18623,1000
1857,-7.39631,6.30454,7.18505,1000
1858,-7.39629,6.30336,7.18387,1000
1859,-7.39627,6.30218,7.18269,1000
1860,-7.39625,6.30101,7.18152,1000
1861,-7.39623,6.29985,7.18035,1000
1862,-7.39621,6.29868,7.17918,1000
1863,-7.39619,6.29752,7.17802,1000
1864,-7.39617,6.29637,7.17686,1000
1865,-7.39615,6.29521,7.17571,1000
1866,-7.39613,6.29406,7.17456,1000
1867,-7.39611,6.29292,7.17341,1000
1868,-7.39608,6.29178,7.17226,1000
1869,-7.39606,6.29064,7.17112,1000
1870,-7.39604,6.2895,7.16998,1000
1871,-7.39602,6.28837,7.16885,1000
1872,-7.396,6.28724,7.16772,1000
1873,-7.39598,6.28611,7.16659,1000
1874,-7.39596,6.28499,7.16546,1000
1875,-7.39594,6.28387,7.16434,1000
1876,-7.39592,6.28276,7.16322,1000
1877,-7.3959,6.28164,7.16211,1000
1878,-7.39587,6.28053,7.161,1000
1879,-7.39585,6.27943,7.15989,1000
1880,-7.39583,6.27833,7.15878,1000
1881,-7.39581,6.27723,7.15768,1000
1882,-7.39579,6.27613,7.15658,1000
1883,-7.39577,6.27504,7.15549,1000
1884,-7.39575,6.27395,7.15439,1000
1885,-7.39573,6.27286,7.1533,1000
1886,-7.39571,6.27178,7.15222,1000
1887,-7.39568,6.2707,7.15114,1000
1888,-7.39566,6.26962,7.15006,1000
1889,-7.39564,6.26854,7.14898,1000
1890,-7.39562,6.26747,7.1479,1000
1891,-7.3956,6.26641,7.14683,1000
1892,-7.39558,6.26534,7.14577,1000
1893,-7.39556,6.26428,7.1447,1000
1894,-7.39554,6.26322,7.14364,1000
1895,-7.39552,6.26216,7.14258,1000
1896,-7.3955,6.26111,7.14153,1000
1897,-7.39547,6.26006,7.14047,1000
1898,-7.39545,6.25901,7.13942,1000
1899,-7.39543,6.25797,7.13838,1000
1900,-7.39541,6.25693,7.13733,1000
1901,-7.39539,6.25589,7.13629,1000
1902,-7.39537,6.25485,7.13525,1000
1903,-7.39535,6.25382,7.13422,1000
1904,-7.39533,6.25279,7.13318,1000
1905,-7.39531,6.25176,7.13215,1000
1906,-7.39529,6.25074,7.13113,1000
1907,-7.39526,6.24972,7.1301,1000
1908,-7.39524,6.2487,7.12908,1000
1909,-7.39522,6.24768,7.12806,1000
1910,-7.3952,6.24667,7.12705,1000
1911,-7.39518,6.24566,7.12604,1000
1912,-7.39516,6.24465,7.12503,1000
1913,-7.39514,6.24364,7.12402,1000
1914,-7.39512,6.24264,7.12301,1000
1915,-7.3951,6.24164,7.12201,1000
1916,-7.39508,6.24065,7.12101,1000
1917,-7.39505,6.23965,7.12002,1000
1918,-7.39503,6.23866,7.11902,1000
1919,-7.39501,6.23767,7.11803,1000
1920,-7.39499,6.23669,7.11704,1000
1921,-7.39497,6.2357,7.11606,1000
1922,-7.39495,6.23472,7.11507,1000
1923,-7.39493,6.23374,7.11409,1000
1924,-7.39475,6.23277,7.1131,1000
1925,-7.39433,6.23178,7.11205,1000
1926,-7.39369,6.23074,7.11094,1000
1927,-7.39295,6.22963,7.10975,1000
1928,-7.39227,6.22844,7.10848,1000
1929,-7.39173,6.22718,7.10715,1000
1930,-7.39137,6.22586,7.10579,1000
1931,-7.39117,6.2245,7.10441,1000
1932,-7.39109,6.22313,7.10302,1000
1933,-7.39106,6.22176,7.10164,1000
1934,-7.39106,6.22038,7.10027,1000
1935,-7.39104,6.21902,7.0989,1000
1936,-7.391,6.21766,7.09754,1000
1937,-7.39095,6.2163,7.09618,1000
1938,-7.39088,6.21494,7.09481,1000
1939,-7.39081,6.21359,7.09345,1000
1940,-7.39074,6.21223,7.09208,1000
1941,-7.39068,6.21087,7.09071,1000
1942,-7.39063,6.20951,7.08935,1000
1943,-7.39058,6.20815,7.08798,1000
1944,-7.39053,6.20679,7.08662,1000
1945,-7.39049,6.20543,7.08525,1000
1946,-7.39045,6.20408,7.08389,1000
1947,-7.39041,6.20273,7.08254,1000
1948,-7.39037,6.20138,7.08118,1000
1949,-7.39033,6.20003,7.07983,1000
1950,-7.39029,6.19868,7.07848,1000
1951,-7.39025,6.19734,7.07713,1000
1952,-7.39021,6.196,7.07578,1000
1953,-7.39017,6.19466,7.07444,1000
1954,-7.39014,6.19332,7.0731,1000
1955,-7.3901,6.19199,7.07176,1000
1956,-7.39006,6.19066,7.07043,1000
1957,-7.39003,6.18933,7.06909,1000
1958,-7.38999,6.188,7.06776,1000
1959,-7.38996,6.18668,7.06644,1000
1960,-7.38992,6.18536,7.06511,1000
1961,-7.38989,6.18404,7.06379,1000
1962,-7.38985,6.18273,7.06247,1000
1963,-7.38982,6.18141,7.06115,1000
1964,-7.38978,6.1801,7.05984,1000
1965,-7.38975,6.1788,7.05853,1000
1966,-7.38971,6.17749,7.05722,1000
1967,-7.38968,6.17619,7.05591,1000
1968,-7.38965,6.17489,7.05461,1000
1969,-7.38961,6.17359,7.05331,1000
1970,-7.38958,6.1723,7.05201,1000
1971,-7.38954,6.17101,7.05072,1000
1972,-7.38951,6.16972,7.04943,1000
1973,-7.38948,6.16844,7.04814,1000
1974,-7.38945,6.16715,7.04685,1000
1975,-7.38941,6.16587,7.04557,1000
1976,-7.38938,6.1646,7.04429,1000
1977,-7.38935,6.16332,7.04301,1000
1978,-7.38931,6.16205,7.04173,1000
1979,-7.38928,6.16078,7.04046,1000
1980,-7.38925,6.15952,7.03919,1000
1981,-7.38922,6.15825,7.03792,1000
1982,-7.38918,6.15699,7.03666,1000
1983,-7.38915,6.15573,7.0354,1000
1984,-7.38912,6.15448,7.03414,1000
1985,-7.38909,6.15323,7.03288,1000
1986,-7.38905,6.15198,7.03163,1000
1987,-7.38902,6.15073,7.03037,1000
1988,-7.38899,6.14948,7.02913,1000
1989,-7.38895,6.14824,7.02788,1000
1990,-7.38892,6.147,7.02664,1000
1991,-7.38888,6.14576,7.02539,1000
1992,-7.38885,6.14453,7.02415,1000
1993,-7.38881,6.1433,7.02292,1000
1994,-7.38878,6.14207,7.02168,1000
1995,-7.38874,6.14084,7.02045,1000
1996,-7.38871,6.13961,7.01922,1000
1997,-7.38868,6.13839,7.01799,1000
1998,-7.38865,6.13717,7.01677,1000
1999,-7.38861,6.13595,7.01554,1000
2000,-7.38858,6.13473,7.01432,1000
2001,-7.38855,6.13352,7.01311,1000
2002,-7.38852,6.13231,7.01189,1000
2003,-7.38849,6.1311,7.01068,1000
2004,-7.38846,6.12989,7.00947,1000
2005,-7.38842,6.12869,7.00826,1000
2006,-7.38839,6.12749,7.00706,1000
2007,-7.38836,6.12629,7.00586,1000
2008,-7.38833,6.12509,7.00466,1000
2009,-7.3883,6.1239,7.00346,1000
2010,-7.38827,6.12271,7.00227,1000
2011,-7.38824,6.12152,7.00107,1000
2012,-7.3882,6.12034,6.99988,1000
2013,-7.38817,6.11915,6.9987,1000
2014,-7.38814,6.11797,6.99751,1000
2015,-7.38811,6.11679,6.99633,1000
2016,-7.38808,6.11562,6.99515,1000
2017,-7.38805,6.11444,6.99397,1000
2018,-7.38802,6.11327,6.9928,1000
2019,-7.38799,6.1121,6.99163,1000
2020,-7.38796,6.11094,6.99046,1000
2021,-7.38792,6.10977,6.98929,1000
2022,-7.38789,6.10861,6.98812,1000
2023,-7.38786,6.10745,6.98696,1000
2024,-7.38783,6.1063,6.9858,1000
2025,-7.3878,6.10514,6.98464,1000
2026,-7.38777,6.10399,6.98349,1000
2027,-7.38774,6.10284,6.98233,1000
2028,-7.38771,6.10169,6.98118,1000
2029,-7.38768,6.10055,6.98003,1000
2030,-7.38765,6.0994,6.97889,1000
2031,-7.38762,6.09826,6.97774,1000
2032,-7.38759,6.09713,6.9766,1000
2033,-7.38756,6.09599,6.97546,1000
2034,-7.38752,6.09486,6.97432,1000
2035,-7.38749,6.09372,6.97319,1000
2036,-7.38746,6.0926,6.97206,1000
2037,-7.38743,6.09147,6.97093,1000
2038,-7.3874,6.09034,6.9698,1000
2039,-7.38737,6.08922,6.96867,1000
2040,-7.38734,6.0881,6.96755,1000
2041,-7.38731,6.08698,6.96643,1000
2042,-7.38728,6.08587,6.96531,1000
2043,-7.38725,6.08476,6.96419,1000
2044,-7.38722,6.08364,6.96308,1000
2045,-7.38719,6.08254,6.96196,1000
2046,-7.38716,6.08143,6.96085,1000
2047,-7.38713,6.08032,6.95974,1000
2048,-7.3871,6.07922,6.95864,1000
2049,-7.38707,6.07812,6.95753,1000
2050,-7.38704,6.07702,6.95643,1000
2051,-7.38701,6.07593,6.95533,1000
2052,-7.38698,6.07483,6.95424,1000
2053,-7.38695,6.07374,6.95314,1000
2054,-7.38692,6.07265,6.95205,1000
2055,-7.3869,6.07157,6.95096,1000
2056,-7.38687,6.07048,6.94987,1000
2057,-7.38684,6.0694,6.94879,1000
2058,-7.38681,6.06832,6.9477,1000
2059,-7.38678,6.06724,6.94662,1000
2060,-7.38675,6.06617,6.94554,1000
2061,-7.38672,6.06509,6.94447,1000
2062,-7.38669,6.06402,6.94339,1000
2063,-7.38666,6.06295,6.94232,1000
2064,-7.38663,6.06189,6.94125,1000
2065,-7.38661,6.06082,6.94018,1000
2066,-7.38658,6.05976,6.93911,1000
2067,-7.38655,6.0587,6.93805,1000
2068,-7.38652,6.05764,6.93699,1000
2069,-7.38649,6.05658,6.93593,1000
2070,-7.38646,6.05553,6.93487,1000
2071,-7.38643,6.05448,6.93381,1000
2072,-7.3864,6.05342,6.93276,1000
2073,-7.38637,6.05238,6.93171,1000
2074,-7.38634,6.05133,6.93066,1000
2075,-7.38631,6.05028,6.92961,1000
2076,-7.38628,6.04924,6.92856,1000
2077,-7.38625,6.0482,6.92752,1000
2078,-7.38622,6.04716,6.92647,1000
2079,-7.38619,6.04612,6.92543,1000
2080,-7.38616,6.04509,6.92439,1000
2081,-7.38614,6.04406,6.92336,1000
2082,-7.38611,6.04303,6.92232,1000
2083,-7.38608,6.042,6.92129,1000
2084,-7.38605,6.04097,6.92026,1000
2085,-7.38602,6.03994,6.91923,1000
2086,-7.38599,6.03892,6.9182,1000
2087,-7.38596,6.0379,6.91718,1000
2088,-7.38593,6.03688,6.91616,1000
2089,-7.3859,6.03586,6.91513,1000
2090,-7.38587,6.03484,6.91411,1000
2091,-7.38584,6.03383,6.9131,1000
2092,-7.38582,6.03282,6.91208,1000
2093,-7.38579,6.03181,6.91107,1000
2094,-7.38576,6.0308,6.91006,1000
2095,-7.38573,6.02979,6.90905,1000
2096,-7.3857,6.02879,6.90804,1000
2097,-7.38567,6.02778,6.90703,1000
2098,-7.38564,6.02678,6.90603,1000
2099,-7.38561,6.02578,6.90502,1000
2100,-7.38558,6.02479,6.90402,1000
2101,-7.38556,6.02379,6.90302,1000
2102,-7.38553,6.0228,6.90203,1000
2103,-7.3855,6.0218,6.90103,1000
2104,-7.38547,6.02081,6.90004,1000
2105,-7.38544,6.01982,6.89904,1000
2106,-7.38541,6.01884,6.89805,1000
2107,-7.38538,6.01785,6.89706,1000
2108,-7.38536,6.01687,6.89608,1000
2109,-7.38533,6.01589,6.89509,1000
2110,-7.3853,6.01491,6.89411,1000
2111,-7.38527,6.01393,6.89313,1000
2112,-7.38524,6.01295,6.89215,1000
2113,-7.38521,6.01198,6.89117,1000
2114,-7.38519,6.01101,6.89019,1000
2115,-7.38516,6.01003,6.88922,1000
2116,-7.38513,6.00906,6.88825,1000
2117,-7.3851,6.0081,6.88728,1000
2118,-7.38507,6.00713,6.88631,1000
2119,-7.38504,6.00617,6.88534,1000
2120,-7.38502,6.0052,6.88437,1000
2121,-7.38499,6.00424,6.88341,1000
2122,-7.38496,6.00328,6.88245,1000
2123,-7.38493,6.00233,6.88148,1000
2124,-7.3849,6.00137,6.88052,1000
2125,-7.38488,6.00042,6.87957,1000
2126,-7.38485,5.99946,6.87861,1000
2127,-7.38482,5.99851,6.87766,1000
2128,-7.38479,5.99756,6.8767,1000
2129,-7.38476,5.99661,6.87575,1000
2130,-7.38474,5.99567,6.8748,1000
2131,-7.38471,5.99472,6.87386,1000
2132,-7.38468,5.99378,6.87291,1000
2133,-7.38465,5.99284,6.87197,1000
2134,-7.38462,5.9919,6.87102,1000
2135,-7.3846,5.99096,6.87008,1000
2136,-7.38457,5.99003,6.86914,1000
2137,-7.38454,5.98909,6.8682,1000
2138,-7.38451,5.98816,6.86727,1000
2139,-7.38448,5.98723,6.86633,1000
2140,-7.38446,5.9863,6.8654,1000
2141,-7.38443,5.98537,6.86447,1000
2142,-7.3844,5.98444,6.86354,1000
2143,-7.38437,5.98352,6.86261,1000
2144,-7.38435,5.98259,6.86168,1000
2145,-7.38432,5.98167,6.86076,1000
2146,-7.38429,5.98075,6.85983,1000
2147,-7.38426,5.97983,6.85891,1000
2148,-7.38424,5.97891,6.85799,1000
2149,-7.38421,5.978,6.85707,1000
2150,-7.38418,5.97708,6.85615,1000
2151,-7.38415,5.97617,6.85524,1000
2152,-7.38413,5.97526,6.85432,1000
2153,-7.3841,5.97435,6.85341,1000
2154,-7.38407,5.97344,6.8525,1000
2155,-7.38405,5.97254,6.85159,1000
2156,-7.38402,5.97163,6.85068,1000
2157,-7.38399,5.97073,6.84977,1000
2158,-7.38396,5.96982,6.84887,1000
2159,-7.38393,5.96892,6.84796,1000
2160,-7.38391,5.96802,6.84706,1000
2161,-7.38388,5.96713,6.84616,1000
2162,-7.38385,5.96623,6.84526,1000
2163,-7.38382,5.96533,6.84436,1000
2164,-7.3838,5.96444,6.84346,1000
2165,-7.38377,5.96355,6.84257,1000
2166,-7.38374,5.96266,6.84167,1000
2167,-7.38372,5.96177,6.84078,1000
2168,-7.38369,5.96088,6.83989,1000
2169,-7.38366,5.95999,6.839,1000
2170,-7.38364,5.95911,6.83811,1000
2171,-7.38361,5.95823,6.83723,1000
2172,-7.38358,5.95734,6.83634,1000
2173,-7.38356,5.95646,6.83546,1000
2174,-7.38353,5.95558,6.83458,1000
2175,-7.3835,5.95471,6.83369,1000
2176,-7.38347,5.95383,6.83282,1000
2177,-7.38345,5.95296,6.83194,1000
2178,-7.38342,5.95208,6.83106,1000
2179,-7.38339,5.95121,6.83019,1000
2180,-7.38337,5.95034,6.82931,1000
2181,-7.38334,5.94947,6.82844,1000
2182,-7.38331,5.9486,6.82757,1000
2183,-7.38329,5.94774,6.8267,1000
2184,-7.38326,5.94687,6.82583,1000
2185,-7.38323,5.94601,6.82496,1000
2186,-7.38321,5.94514,6.8241,1000
2187,-7.38318,5.94428,6.82323,1000
2188,-7.38316,5.94342,6.82237,1000
2189,-7.38313,5.94256,6.82151,1000
2190,-3.8074,8.1309,8.58416,-1000
2191,0.857882,9.89789,9.79576,-1000
2192,4.99824,11.113,10.5179,-1000
2193,7.91631,11.8374,10.895,-1000
2194,9.57223,12.2157,11.0761,-1000
2195,10.2655,12.3975,11.1754,-1000
2196,10.3837,12.497,11.2609,-1000
2197,10.2554,12.5828,11.3619,-1000
2198,10.0939,12.6842,11.4826,-1000
2199,10.0014,12.8053,11.6147,-1000
2200,10.0004,12.9378,11.7473,-1000
2201,10.071,13.0709,11.872,-1000
2202,10.1797,13.1961,11.9842,-1000
2203,10.2964,13.3087,12.083,-1000
2204,10.4018,13.4078,12.1695,-1000
2205,10.4877,13.4947,12.2462,-1000
2206,10.5535,13.5716,12.3152,-1000
2207,10.6031,13.6409,12.3787,-1000
2208,10.6413,13.7046,12.4378,-1000
2209,10.6727,13.764,12.4934,-1000
2210,10.7002,13.8198,12.5459,-1000
2211,10.7255,13.8725,12.5957,-1000
2212,10.7493,13.9224,12.6428,-1000
2213,10.7718,13.9697,12.6873,-1000
2214,10.7929,14.0145,12.7296,-1000
2215,10.8124,14.0569,12.7697,-1000
2216,10.8304,14.0971,12.8078,-1000
2217,10.8468,14.1353,12.8441,-1000
2218,10.8617,14.1718,12.8787,-1000
2219,10.8755,14.2066,12.9119,-1000
2220,10.8881,14.2398,12.9436,-1000
2221,10.8998,14.2717,12.9741,-1000
2222,10.9107,14.3023,13.0035,-1000
2223,10.9209,14.3318,13.0317,-1000
2224,10.9304,14.3601,13.0589,-1000
2225,10.9394,14.3874,13.0851,-1000
2226,10.9478,14.4138,13.1105,-1000
2227,10.9557,14.4392,13.135,-1000
2228,10.9631,14.4638,13.1587,-1000
2229,10.9702,14.4876,13.1817,-1000
2230,10.9769,14.5107,13.2039,-1000
2231,10.9832,14.533,13.2255,-1000
2232,10.9891,14.5547,13.2465,-1000
2233,10.9948,14.5758,13.2669,-1000
2234,11.0002,14.5962,13.2867,-1000
2235,11.0054,14.6161,13.306,-1000
2236,11.0103,14.6355,13.3248,-1000
2237,11.015,14.6544,13.343,-1000
2238,11.0194,14.6727,13.3609,-1000
2239,11.0237,14.6906,13.3783,-1000
2240,11.0278,14.7081,13.3953,-1000
2241,11.0318,14.7252,13.4118,-1000
2242,11.0356,14.7418,13.428,-1000
2243,11.0392,14.758,13.4439,-1000
2244,11.0426,14.7739,13.4593,-1000
2245,11.046,14.7895,13.4745,-1000
2246,11.0492,14.8047,13.4893,-1000
2247,11.0523,14.8196,13.5038,-1000
2248,11.0553,14.8341,13.518,-1000
2249,11.0583,14.8484,13.5319,-1000
2250,11.0611,14.8624,13.5456,-1000
2251,11.0637,14.8761,13.559,-1000
2252,11.0668,14.8895,13.572,-1000
2253,11.0725,14.9026,13.5845,-1000
2254,11.082,14.9151,13.5958,-1000
2255,11.0943,14.9265,13.6058,-1000
2256,11.1075,14.9365,13.6142,-1000
2257,11.1195,14.9449,13.6212,-1000
2258,11.1288,14.952,13.6271,-1000
2259,11.1351,14.9579,13.6323,-1000
2260,11.1387,14.9632,13.6371,-1000
2261,11.1405,14.968,13.6418,-1000
2262,11.1412,14.9726,13.6463,-1000
2263,11.1416,14.9772,13.6508,-1000
2264,11.1422,14.9817,13.6553,-1000
2265,11.1431,14.9862,13.6596,-1000
2266,11.1443,14.9906,13.6639,-1000
2267,11.1456,14.9949,13.668,-1000
2268,11.147,14.999,13.672,-1000
2269,11.1483,15.003,13.6758,-1000
2270,11.1495,15.0068,13.6795,-1000
2271,11.1505,15.0105,13.6831,-1000
2272,11.1515,15.0141,13.6866,-1000
2273,11.1523,15.0176,13.69,-1000
2274,11.1531,15.0211,13.6933,-1000
2275,11.1538,15.0244,13.6966,-1000
2276,11.1545,15.0277,13.6998,-1000
2277,11.1551,15.0309,13.7029,-1000
2278,11.1558,15.034,13.7059,-1000
2279,11.1564,15.0371,13.7089,-1000
2280,11.157,15.0401,13.7119,-1000
2281,11.1576,15.043,13.7148,-1000
2282,11.1582,15.0459,13.7176,-1000
2283,11.1587,15.0488,13.7204,-1000
2284,11.1592,15.0516,13.7231,-1000
2285,11.1597,15.0543,13.7258,-1000
2286,11.1602,15.057,13.7284,-1000
2287,11.1607,15.0596,13.731,-1000
2288,11.1611,15.0622,13.7335,-1000
2289,11.1615,15.0648,13.736,-1000
2290,11.162,15.0673,13.7385,-1000
2291,11.1624,15.0697,13.7409,-1000
2292,11.1628,15.0722,13.7433,-1000
2293,11.1632,15.0746,13.7456,-1000
2294,11.1636,15.0769,13.7479,-1000
2295,11.1639,15.0792,13.7502,-1000
2296,11.1643,15.0815,13.7524,-1000
2297,11.1647,15.0838,13.7546,-1000
2298,11.165,15.086,13.7568,-1000
2299,11.1653,15.0882,13.759,-1000
2300,11.1657,15.0903,13.7611,-1000
2301,11.166,15.0924,13.7632,-1000
2302,11.1663,15.0945,13.7652,-1000
2303,11.1666,15.0966,13.7672,-1000
2304,11.1669,15.0986,13.7692,-1000
2305,11.1672,15.1006,13.7712,-1000
2306,11.1673,15.1026,13.7732,-1000
2307,11.1673,15.1046,13.7752,-1000
2308,11.1672,15.1066,13.7772,-1000
2309,11.1671,15.1086,13.7792,-1000
2310,11.167,15.1106,13.7812,-1000
2311,11.167,15.1127,13.7833,-1000
2312,11.1671,15.1147,13.7853,-1000
2313,11.1673,15.1168,13.7873,-1000
2314,11.1676,15.1188,13.7893,-1000
2315,11.1678,15.1208,13.7913,-1000
2316,11.1673,15.1228,13.7933,-1000
2317,11.165,15.1248,13.7957,-1000
2318,11.1605,15.1272,13.7986,-1000
2319,11.1546,15.1301,13.8022,-1000
