n,g_data[n],q_lntts[n],q_time[n]
7123,4.4509,-3.76885,25642800
7124,4.45095,-3.76871,25646400
7125,4.451,-3.76857,25650000
7126,4.45105,-3.76843,25653600
7127,4.4511,-3.76829,25657200
7128,4.45115,-3.76815,25660800
7129,4.4512,-3.76801,25664400
7130,4.45125,-3.76787,25668000
7131,4.4513,-3.76773,25671600
7132,4.45135,-3.76759,25675200
7133,4.4514,-3.76745,25678800
7134,4.45145,-3.76731,25682400
7135,4.4515,-3.76717,25686000
7136,4.45155,-3.76703,25689600
7137,4.4516,-3.76689,25693200
7138,4.45166,-3.76675,25696800
7139,4.45171,-3.76661,25700400
7140,4.45176,-3.76647,25704000
7141,4.45181,-3.76633,25707600
7142,4.45186,-3.76619,25711200
7143,4.45191,-3.76605,25714800
7144,4.45196,-3.76591,25718400
7145,4.45201,-3.76577,25722000
7146,4.45206,-3.76563,25725600
7147,4.45211,-3.76549,25729200
7148,4.45216,-3.76535,25732800
7149,4.45221,-3.76521,25736400
7150,4.45226,-3.76507,25740000
7151,4.45231,-3.76493,25743600
7152,4.45236,-3.76479,25747200
7153,4.45241,-3.76465,25750800
7154,4.45246,-3.76451,25754400
7155,4.45251,-3.76437,25758000
7156,4.45256,-3.76423,25761600
7157,4.45261,-3.76409,25765200
7158,4.45266,-3.76395,25768800
7159,4.45271,-3.76381,25772400
7160,4.45276,-3.76367,25776000
7161,4.45281,-3.76353,25779600
7162,4.45286,-3.76339,25783200
7163,4.45291,-3.76325,25786800
7164,4.45296,-3.76311,25790400
7165,4.45301,-3.76297,25794000
7166,4.45306,-3.76283,25797600
7167,4.45311,-3.76269,25801200
7168,4.45316,-3.76256,25804800
7169,4.45321,-3.76242,25808400
7170,4.45326,-3.76228,25812000
7171,4.45331,-3.76214,25815600
7172,4.45336,-3.762,25819200
7173,4.45341,-3.76186,25822800
7174,4.45346,-3.76172,25826400
7175,4.45351,-3.76158,25830000
7176,4.45356,-3.76144,25833600
7177,4.45361,-3.7613,25837200
7178,4.45366,-3.76116,25840800
7179,4.45371,-3.76102,25844400
7180,4.45376,-3.76088,25848000
7181,4.45381,-3.76074,25851600
7182,4.45386,-3.7606,25855200
7183,4.45391,-3.76046,25858800
7184,4.45396,-3.76033,25862400
7185,4.45401,-3.76019,25866000
7186,4.45406,-3.76005,25869600
7187,4.45411,-3.75991,25873200
7188,4.45416,-3.75977,25876800
7189,4.45421,-3.75963,25880400
7190,4.45426,-3.75949,25884000
7191,4.45431,-3.75935,25887600
7192,4.45436,-3.75921,25891200
7193,4.45441,-3.75907,25894800
7194,4.45446,-3.75893,25898400
7195,4.45451,-3.7588,25902000
7196,4.45456,-3.75866,25905600
7197,4.45461,-3.75852,25909200
7198,4.45466,-3.75838,25912800
7199,4.45471,-3.75824,25916400
7200,4.45476,-3.7581,25920000
7201,4.45481,-3.75796,25923600
7202,4.45486,-3.75782,25927200
7203,4.45491,-3.75768,25930800
7204,4.45496,-3.75755,25934400
7205,4.45501,-3.75741,25938000
7206,4.45506,-3.75727,25941600
7207,4.45511,-3.75713,25945200
7208,4.45516,-3.75699,25948800
7209,4.45521,-3.75685,25952400
7210,4.45526,-3.75671,25956000
7211,4.45531,-3.75657,25959600
7212,4.45536,-3.75644,25963200
7213,4.45541,-3.7563,25966800
7214,4.45546,-3.75616,25970400
7215,4.45551,-3.75602,25974000
7216,4.45556,-3.75588,25977600
7217,4.45561,-3.75574,25981200
7218,4.45566,-3.7556,25984800
7219,4.45571,-3.75547,25988400
7220,4.45576,-3.75533,25992000
7221,4.45581,-3.75519,25995600
7222,4.45586,-3.75505,25999200
7223,4.45591,-3.75491,26002800
7224,4.45596,-3.75477,26006400
7225,4.45601,-3.75463,26010000
7226,4.45606,-3.7545,26013600
7227,4.45611,-3.75436,26017200
7228,4.45616,-3.75422,26020800
7229,4.45621,-3.75408,26024400
7230,4.45626,-3.75394,26028000
7231,4.45631,-3.7538,26031600
7232,4.45636,-3.75367,26035200
7233,4.45641,-3.75353,26038800
7234,4.45646,-3.75339,26042400
7235,4.4565,-3.75325,26046000
7236,4.45655,-3.75311,26049600
7237,4.4566,-3.75298,26053200
7238,4.45665,-3.75284,26056800
7239,4.4567,-3.7527,26060400
7240,4.45675,-3.75256,26064000
7241,4.4568,-3.75242,26067600
7242,4.45685,-3.75228,26071200
7243,4.4569,-3.75215,26074800
7244,4.45695,-3.75201,26078400
7245,4.457,-3.75187,26082000
7246,4.45705,-3.75173,26085600
7247,4.4571,-3.75159,26089200
7248,4.45715,-3.75146,26092800
7249,4.4572,-3.75132,26096400
7250,4.45725,-3.75118,26100000
7251,4.4573,-3.75104,26103600
7252,4.45735,-3.7509,26107200
7253,4.4574,-3.75077,26110800
7254,4.45745,-3.75063,26114400
7255,4.4575,-3.75049,26118000
7256,4.45755,-3.75035,26121600
7257,4.4576,-3.75022,26125200
7258,4.45765,-3.75008,26128800
7259,4.45769,-3.74994,26132400
7260,4.45774,-3.7498,26136000
7261,4.45779,-3.74966,26139600
7262,4.45784,-3.74953,26143200
7263,4.45789,-3.74939,26146800
7264,4.45794,-3.74925,26150400
7265,4.45799,-3.74911,26154000
7266,4.45804,-3.74898,26157600
7267,4.45809,-3.74884,26161200
7268,4.45814,-3.7487,26164800
7269,4.45819,-3.74856,26168400
7270,4.45824,-3.74843,26172000
7271,4.45829,-3.74829,26175600
7272,4.45834,-3.74815,26179200
7273,4.45839,-3.74801,26182800
7274,4.45844,-3.74788,26186400
7275,4.45849,-3.74774,26190000
7276,4.45854,-3.7476,26193600
7277,4.45858,-3.74746,26197200
7278,4.45863,-3.74733,26200800
7279,4.45868,-3.74719,26204400
7280,4.45873,-3.74705,26208000
7281,4.45878,-3.74691,26211600
7282,4.45883,-3.74678,26215200
7283,4.45888,-3.74664,26218800
7284,4.45893,-3.7465,26222400
7285,4.45898,-3.74636,26226000
7286,4.45903,-3.74623,26229600
7287,4.45908,-3.74609,26233200
7288,4.45913,-3.74595,26236800
7289,4.45918,-3.74582,26240400
7290,4.45923,-3.74568,26244000
7291,4.45928,-3.74554,26247600
7292,4.45932,-3.7454,26251200
7293,4.45937,-3.74527,26254800
7294,4.45942,-3.74513,26258400
7295,4.45947,-3.74499,26262000
7296,4.45952,-3.74486,26265600
7297,4.45957,-3.74472,26269200
7298,4.45962,-3.74458,26272800
7299,4.45967,-3.74444,26276400
7300,4.45972,-3.74431,26280000
7301,4.45977,-3.74417,26283600
7302,4.45982,-3.74403,26287200
7303,4.45987,-3.7439,26290800
7304,4.45992,-3.74376,26294400
7305,4.45996,-3.74362,26298000
7306,4.46001,-3.74349,26301600
7307,4.46006,-3.74335,26305200
7308,4.46011,-3.74321,26308800
7309,4.46016,-3.74308,26312400
7310,4.46021,-3.74294,26316000
7311,4.46026,-3.7428,26319600
7312,4.46031,-3.74267,26323200
7313,4.46036,-3.74253,26326800
7314,4.46041,-3.74239,26330400
7315,4.46046,-3.74225,26334000
7316,4.46051,-3.74212,26337600
7317,4.46055,-3.74198,26341200
7318,4.4606,-3.74184,26344800
7319,4.46065,-3.74171,26348400
7320,4.4607,-3.74157,26352000
7321,4.46075,-3.74144,26355600
7322,4.4608,-3.7413,26359200
7323,4.46085,-3.74116,26362800
7324,4.4609,-3.74103,26366400
7325,4.46095,-3.74089,26370000
7326,4.461,-3.74075,26373600
7327,4.46104,-3.74062,26377200
7328,4.46109,-3.74048,26380800
7329,4.46114,-3.74034,26384400
7330,4.46119,-3.74021,26388000
7331,4.46124,-3.74007,26391600
7332,4.46129,-3.73993,26395200
7333,4.46134,-3.7398,26398800
7334,4.46139,-3.73966,26402400
7335,4.46144,-3.73952,26406000
7336,4.46149,-3.73939,26409600
7337,4.46154,-3.73925,26413200
7338,4.46158,-3.73912,26416800
7339,4.46163,-3.73898,26420400
7340,4.46168,-3.73884,26424000
7341,4.46173,-3.73871,26427600
7342,4.46178,-3.73857,26431200
7343,4.46183,-3.73843,26434800
7344,4.46188,-3.7383,26438400
7345,4.46193,-3.73816,26442000
7346,4.46198,-3.73803,26445600
7347,4.46202,-3.73789,26449200
7348,4.46207,-3.73775,26452800
7349,4.46212,-3.73762,26456400
7350,4.46217,-3.73748,26460000
7351,4.46222,-3.73735,26463600
7352,4.46227,-3.73721,26467200
7353,4.46232,-3.73707,26470800
7354,4.46237,-3.73694,26474400
7355,4.46242,-3.7368,26478000
7356,4.46246,-3.73667,26481600
7357,4.46251,-3.73653,26485200
7358,4.46256,-3.73639,26488800
7359,4.46261,-3.73626,26492400
7360,4.46266,-3.73612,26496000
7361,4.46271,-3.73599,26499600
7362,4.46276,-3.73585,26503200
7363,4.46281,-3.73571,26506800
7364,4.46285,-3.73558,26510400
7365,4.4629,-3.73544,26514000
7366,4.46295,-3.73531,26517600
7367,4.463,-3.73517,26521200
7368,4.46305,-3.73504,26524800
7369,4.4631,-3.7349,26528400
7370,4.46315,-3.73476,26532000
7371,4.4632,-3.73463,26535600
7372,4.46324,-3.73449,26539200
7373,4.46329,-3.73436,26542800
7374,4.46334,-3.73422,26546400
7375,4.46339,-3.73409,26550000
7376,4.46344,-3.73395,26553600
7377,4.46349,-3.73381,26557200
7378,4.46354,-3.73368,26560800
7379,4.46359,-3.73354,26564400
7380,4.46363,-3.73341,26568000
7381,4.46368,-3.73327,26571600
7382,4.46373,-3.73314,26575200
7383,4.46378,-3.733,26578800
7384,4.46383,-3.73287,26582400
7385,4.46388,-3.73273,26586000
7386,4.46393,-3.7326,26589600
7387,4.46398,-3.73246,26593200
7388,4.46402,-3.73232,26596800
7389,4.46407,-3.73219,26600400
7390,4.46412,-3.73205,26604000
7391,4.46417,-3.73192,26607600
7392,4.46422,-3.73178,26611200
7393,4.46427,-3.73165,26614800
7394,4.46432,-3.73151,26618400
7395,4.46436,-3.73138,26622000
7396,4.46441,-3.73124,26625600
7397,4.46446,-3.73111,26629200
7398,4.46451,-3.73097,26632800
7399,4.46456,-3.73084,26636400
7400,4.46461,-3.7307,26640000
7401,4.46466,-3.73057,26643600
7402,4.4647,-3.73043,26647200
7403,4.46475,-3.7303,26650800
7404,4.4648,-3.73016,26654400
7405,4.46485,-3.73003,26658000
7406,4.4649,-3.72989,26661600
7407,4.46495,-3.72976,26665200
7408,4.465,-3.72962,26668800
7409,4.46504,-3.72949,26672400
7410,4.46509,-3.72935,26676000
7411,4.46514,-3.72922,26679600
7412,4.46519,-3.72908,26683200
7413,4.46524,-3.72895,26686800
7414,4.46529,-3.72881,26690400
7415,4.46533,-3.72868,26694000
7416,4.46538,-3.72854,26697600
7417,4.46543,-3.72841,26701200
7418,4.46548,-3.72827,26704800
7419,4.46553,-3.72814,26708400
7420,4.46558,-3.728,26712000
7421,4.46563,-3.72787,26715600
7422,4.46567,-3.72773,26719200
7423,4.46572,-3.7276,26722800
7424,4.46577,-3.72746,26726400
7425,4.46582,-3.72733,26730000
7426,4.46587,-3.72719,26733600
7427,4.46592,-3.72706,26737200
7428,4.46596,-3.72693,26740800
7429,4.46601,-3.72679,26744400
7430,4.46606,-3.72666,26748000
7431,4.46611,-3.72652,26751600
7432,4.46616,-3.72639,26755200
7433,4.46621,-3.72625,26758800
7434,4.46625,-3.72612,26762400
7435,4.4663,-3.72598,26766000
7436,4.46635,-3.72585,26769600
7437,4.4664,-3.72571,26773200
7438,4.46645,-3.72558,26776800
7439,4.4665,-3.72545,26780400
7440,4.46654,-3.72531,26784000
7441,4.46659,-3.72518,26787600
7442,4.46664,-3.72504,26791200
7443,4.46669,-3.72491,26794800
7444,4.46674,-3.72477,26798400
7445,4.46679,-3.72464,26802000
7446,4.46683,-3.7245,26805600
7447,4.46688,-3.72437,26809200
7448,4.46693,-3.72424,26812800
7449,4.46698,-3.7241,26816400
7450,4.46703,-3.72397,26820000
7451,4.46707,-3.72383,26823600
7452,4.46712,-3.7237,26827200
7453,4.46717,-3.72357,26830800
7454,4.46722,-3.72343,26834400
7455,4.46727,-3.7233,26838000
7456,4.46732,-3.72316,26841600
7457,4.46736,-3.72303,26845200
7458,4.46741,-3.72289,26848800
7459,4.46746,-3.72276,26852400
7460,4.46751,-3.72263,26856000
7461,4.46756,-3.72249,26859600
7462,4.4676,-3.72236,26863200
7463,4.46765,-3.72222,26866800
7464,4.4677,-3.72209,26870400
7465,4.46775,-3.72196,26874000
7466,4.4678,-3.72182,26877600
7467,4.46785,-3.72169,26881200
7468,4.46789,-3.72155,26884800
7469,4.46794,-3.72142,26888400
7470,4.46799,-3.72129,26892000
7471,4.46804,-3.72115,26895600
7472,4.46809,-3.72102,26899200
7473,4.46813,-3.72089,26902800
7474,4.46818,-3.72075,26906400
7475,4.46823,-3.72062,26910000
7476,4.46828,-3.72048,26913600
7477,4.46833,-3.72035,26917200
7478,4.46837,-3.72022,26920800
7479,4.46842,-3.72008,26924400
7480,4.46847,-3.71995,26928000
7481,4.46852,-3.71982,26931600
7482,4.46857,-3.71968,26935200
7483,4.46861,-3.71955,26938800
7484,4.46866,-3.71941,26942400
7485,4.46871,-3.71928,26946000
7486,4.46876,-3.71915,26949600
7487,4.46881,-3.71901,26953200
7488,4.46885,-3.71888,26956800
7489,4.4689,-3.71875,26960400
7490,4.46895,-3.71861,26964000
7491,4.469,-3.71848,26967600
7492,4.46905,-3.71835,26971200
7493,4.46909,-3.71821,26974800
7494,4.46914,-3.71808,26978400
7495,4.46919,-3.71795,26982000
7496,4.46924,-3.71781,26985600
7497,4.46929,-3.71768,26989200
7498,4.46933,-3.71755,26992800
7499,4.46938,-3.71741,26996400
7500,4.46943,-3.71728,27000000
7501,4.46948,-3.71715,27003600
7502,4.46953,-3.71701,27007200
7503,4.46957,-3.71688,27010800
7504,4.46962,-3.71675,27014400
7505,4.46967,-3.71661,27018000
7506,4.46972,-3.71648,27021600
7507,4.46977,-3.71635,27025200
7508,4.46981,-3.71621,27028800
7509,4.46986,-3.71608,27032400
7510,4.46991,-3.71595,27036000
7511,4.46996,-3.71581,27039600
7512,4.47,-3.71568,27043200
7513,4.47005,-3.71555,27046800
7514,4.4701,-3.71541,27050400
7515,4.47015,-3.71528,27054000
7516,4.4702,-3.71515,27057600
7517,4.47024,-3.71501,27061200
7518,4.47029,-3.71488,27064800
7519,4.47034,-3.71475,27068400
7520,4.47039,-3.71462,27072000
7521,4.47043,-3.71448,27075600
7522,4.47048,-3.71435,27079200
7523,4.47053,-3.71422,27082800
7524,4.47058,-3.71408,27086400
7525,4.47063,-3.71395,27090000
7526,4.47067,-3.71382,27093600
7527,4.47072,-3.71369,27097200
7528,4.47077,-3.71355,27100800
7529,4.47082,-3.71342,27104400
7530,4.47086,-3.71329,27108000
7531,4.47091,-3.71315,27111600
7532,4.47096,-3.71302,27115200
7533,4.47101,-3.71289,27118800
7534,4.47106,-3.71276,27122400
7535,4.4711,-3.71262,27126000
7536,4.47115,-3.71249,27129600
7537,4.4712,-3.71236,27133200
7538,4.47125,-3.71223,27136800
7539,4.47129,-3.71209,27140400
7540,4.47134,-3.71196,27144000
7541,4.47139,-3.71183,27147600
7542,4.47144,-3.71169,27151200
7543,4.47148,-3.71156,27154800
7544,4.47153,-3.71143,27158400
7545,4.47158,-3.7113,27162000
7546,4.47163,-3.71116,27165600
7547,4.47167,-3.71103,27169200
7548,4.47172,-3.7109,27172800
7549,4.47177,-3.71077,27176400
7550,4.47182,-3.71063,27180000
7551,4.47187,-3.7105,27183600
7552,4.47191,-3.71037,27187200
7553,4.47196,-3.71024,27190800
7554,4.47201,-3.7101,27194400
7555,4.47206,-3.70997,27198000
7556,4.4721,-3.70984,27201600
7557,4.47215,-3.70971,27205200
7558,4.4722,-3.70958,27208800
7559,4.47225,-3.70944,27212400
7560,4.47229,-3.70931,27216000
7561,4.47234,-3.70918,27219600
7562,4.47239,-3.70905,27223200
7563,4.47244,-3.70891,27226800
7564,4.47248,-3.70878,27230400
7565,4.47253,-3.70865,27234000
7566,4.47258,-3.70852,27237600
7567,4.47263,-3.70839,27241200
7568,4.47267,-3.70825,27244800
7569,4.47272,-3.70812,27248400
7570,4.47277,-3.70799,27252000
7571,4.47282,-3.70786,27255600
7572,4.47286,-3.70772,27259200
7573,4.47291,-3.70759,27262800
7574,4.47296,-3.70746,27266400
7575,4.47301,-3.70733,27270000
7576,4.47305,-3.7072,27273600
7577,4.4731,-3.70706,27277200
7578,4.47315,-3.70693,27280800
7579,4.47319,-3.7068,27284400
7580,4.47324,-3.70667,27288000
7581,4.47329,-3.70654,27291600
7582,4.47334,-3.7064,27295200
7583,4.47338,-3.70627,27298800
7584,4.47343,-3.70614,27302400
7585,4.47348,-3.70601,27306000
7586,4.47353,-3.70588,27309600
7587,4.47357,-3.70575,27313200
7588,4.47362,-3.70561,27316800
7589,4.47367,-3.70548,27320400
7590,4.47372,-3.70535,27324000
7591,4.47376,-3.70522,27327600
7592,4.47381,-3.70509,27331200
7593,4.47386,-3.70496,27334800
7594,4.47391,-3.70482,27338400
7595,4.47395,-3.70469,27342000
7596,4.474,-3.70456,27345600
7597,4.47405,-3.70443,27349200
7598,4.47409,-3.7043,27352800
7599,4.47414,-3.70417,27356400
7600,4.47419,-3.70403,27360000
7601,4.47424,-3.7039,27363600
7602,4.47428,-3.70377,27367200
7603,4.47433,-3.70364,27370800
7604,4.47438,-3.70351,27374400
7605,4.47443,-3.70338,27378000
7606,4.47447,-3.70324,27381600
7607,4.47452,-3.70311,27385200
7608,4.47457,-3.70298,27388800
7609,4.47461,-3.70285,27392400
7610,4.47466,-3.70272,27396000
7611,4.47471,-3.70259,27399600
7612,4.47476,-3.70246,27403200
7613,4.4748,-3.70232,27406800
7614,4.47485,-3.70219,27410400
7615,4.4749,-3.70206,27414000
7616,4.47494,-3.70193,27417600
7617,4.47499,-3.7018,27421200
7618,4.47504,-3.70167,27424800
7619,4.47509,-3.70154,27428400
7620,4.47513,-3.70141,27432000
7621,4.47518,-3.70127,27435600
7622,4.47523,-3.70114,27439200
7623,4.47527,-3.70101,27442800
7624,4.47532,-3.70088,27446400
7625,4.47537,-3.70075,27450000
7626,4.47542,-3.70062,27453600
7627,4.47546,-3.70049,27457200
7628,4.47551,-3.70036,27460800
7629,4.47556,-3.70023,27464400
7630,4.4756,-3.70009,27468000
7631,4.47565,-3.69996,27471600
7632,4.4757,-3.69983,27475200
7633,4.47575,-3.6997,27478800
7634,4.47579,-3.69957,27482400
7635,4.47584,-3.69944,27486000
7636,4.47589,-3.69931,27489600
7637,4.47593,-3.69918,27493200
7638,4.47598,-3.69905,27496800
7639,4.47603,-3.69892,27500400
7640,4.47608,-3.69878,27504000
7641,4.47612,-3.69865,27507600
7642,4.47617,-3.69852,27511200
7643,4.47622,-3.69839,27514800
7644,4.47626,-3.69826,27518400
7645,4.47631,-3.69813,27522000
7646,4.47636,-3.698,27525600
7647,4.4764,-3.69787,27529200
7648,4.47645,-3.69774,27532800
7649,4.4765,-3.69761,27536400
7650,4.47655,-3.69748,27540000
7651,4.47659,-3.69735,27543600
7652,4.47664,-3.69721,27547200
7653,4.47669,-3.69708,27550800
7654,4.47673,-3.69695,27554400
7655,4.47678,-3.69682,27558000
7656,4.47683,-3.69669,27561600
7657,4.47687,-3.69656,27565200
7658,4.47692,-3.69643,27568800
7659,4.47697,-3.6963,27572400
7660,4.47701,-3.69617,27576000
7661,4.47706,-3.69604,27579600
7662,4.47711,-3.69591,27583200
7663,4.47716,-3.69578,27586800
7664,4.4772,-3.69565,27590400
7665,4.47725,-3.69552,27594000
7666,4.4773,-3.69539,27597600
7667,4.47734,-3.69526,27601200
7668,4.47739,-3.69513,27604800
7669,4.47744,-3.695,27608400
7670,4.47748,-3.69487,27612000
7671,4.47753,-3.69473,27615600
7672,4.47758,-3.6946,27619200
7673,4.47762,-3.69447,27622800
7674,4.47767,-3.69434,27626400
7675,4.47772,-3.69421,27630000
7676,4.47776,-3.69408,27633600
7677,4.47781,-3.69395,27637200
7678,4.47786,-3.69382,27640800
7679,4.4779,-3.69369,27644400
7680,4.47795,-3.69356,27648000
7681,4.478,-3.69343,27651600
7682,4.47805,-3.6933,27655200
7683,4.47809,-3.69317,27658800
7684,4.47814,-3.69304,27662400
7685,4.47819,-3.69291,27666000
7686,4.47823,-3.69278,27669600
7687,4.47828,-3.69265,27673200
7688,4.47833,-3.69252,27676800
7689,4.47837,-3.69239,27680400
7690,4.47842,-3.69226,27684000
7691,4.47847,-3.69213,27687600
7692,4.47851,-3.692,27691200
7693,4.47856,-3.69187,27694800
7694,4.47861,-3.69174,27698400
7695,4.47865,-3.69161,27702000
7696,4.4787,-3.69148,27705600
7697,4.47875,-3.69135,27709200
7698,4.47879,-3.69122,27712800
7699,4.47884,-3.69109,27716400
7700,4.47889,-3.69096,27720000
7701,4.47893,-3.69083,27723600
7702,4.47898,-3.6907,27727200
7703,4.47903,-3.69057,27730800
7704,4.47907,-3.69044,27734400
7705,4.47912,-3.69031,27738000
7706,4.47917,-3.69018,27741600
7707,4.47921,-3.69005,27745200
7708,4.47926,-3.68992,27748800
7709,4.47931,-3.68979,27752400
7710,4.47935,-3.68966,27756000
7711,4.4794,-3.68953,27759600
7712,4.47945,-3.6894,27763200
7713,4.47949,-3.68927,27766800
7714,4.47954,-3.68915,27770400
7715,4.47959,-3.68902,27774000
7716,4.47963,-3.68889,27777600
7717,4.47968,-3.68876,27781200
7718,4.47972,-3.68863,27784800
7719,4.47977,-3.6885,27788400
7720,4.47982,-3.68837,27792000
7721,4.47986,-3.68824,27795600
7722,4.47991,-3.68811,27799200
7723,4.47996,-3.68798,27802800
7724,4.48,-3.68785,27806400
7725,4.48005,-3.68772,27810000
7726,4.4801,-3.68759,27813600
7727,4.48014,-3.68746,27817200
7728,4.48019,-3.68733,27820800
7729,4.48024,-3.6872,27824400
7730,4.48028,-3.68707,27828000
7731,4.48033,-3.68694,27831600
7732,4.48038,-3.68681,27835200
7733,4.48042,-3.68669,27838800
7734,4.48047,-3.68656,27842400
7735,4.48052,-3.68643,27846000
7736,4.48056,-3.6863,27849600
7737,4.48061,-3.68617,27853200
7738,4.48065,-3.68604,27856800
7739,4.4807,-3.68591,27860400
7740,4.48075,-3.68578,27864000
7741,4.48079,-3.68565,27867600
7742,4.48084,-3.68552,27871200
7743,4.48089,-3.68539,27874800
7744,4.48093,-3.68526,27878400
7745,4.48098,-3.68513,27882000
7746,4.48103,-3.68501,27885600
7747,4.48107,-3.68488,27889200
7748,4.48112,-3.68475,27892800
7749,4.48117,-3.68462,27896400
7750,4.48121,-3.68449,27900000
7751,4.48126,-3.68436,27903600
7752,4.4813,-3.68423,27907200
7753,4.48135,-3.6841,27910800
7754,4.4814,-3.68397,27914400
7755,4.48144,-3.68384,27918000
7756,4.48149,-3.68372,27921600
7757,4.48154,-3.68359,27925200
7758,4.48158,-3.68346,27928800
7759,4.48163,-3.68333,27932400
7760,4.48167,-3.6832,27936000
7761,4.48172,-3.68307,27939600
7762,4.48177,-3.68294,27943200
7763,4.48181,-3.68281,27946800
7764,4.48186,-3.68268,27950400
7765,4.48191,-3.68256,27954000
7766,4.48195,-3.68243,27957600
7767,4.482,-3.6823,27961200
7768,4.48205,-3.68217,27964800
7769,4.48209,-3.68204,27968400
7770,4.48214,-3.68191,27972000
7771,4.48218,-3.68178,27975600
7772,4.48223,-3.68165,27979200
7773,4.48228,-3.68153,27982800
7774,4.48232,-3.6814,27986400
7775,4.48237,-3.68127,27990000
7776,4.48241,-3.68114,27993600
7777,4.48246,-3.68101,27997200
7778,4.48251,-3.68088,28000800
7779,4.48255,-3.68075,28004400
7780,4.4826,-3.68063,28008000
7781,4.48265,-3.6805,28011600
7782,4.48269,-3.68037,28015200
7783,4.48274,-3.68024,28018800
7784,4.48278,-3.68011,28022400
7785,4.48283,-3.67998,28026000
7786,4.48288,-3.67985,28029600
7787,4.48292,-3.67973,28033200
7788,4.48297,-3.6796,28036800
7789,4.48302,-3.67947,28040400
7790,4.48306,-3.67934,28044000
7791,4.48311,-3.67921,28047600
7792,4.48315,-3.67908,28051200
7793,4.4832,-3.67896,28054800
7794,4.48325,-3.67883,28058400
7795,4.48329,-3.6787,28062000
7796,4.48334,-3.67857,28065600
7797,4.48338,-3.67844,28069200
7798,4.48343,-3.67831,28072800
7799,4.48348,-3.67819,28076400
7800,4.48352,-3.67806,28080000
7801,4.48357,-3.67793,28083600
7802,4.48361,-3.6778,28087200
7803,4.48366,-3.67767,28090800
7804,4.48371,-3.67755,28094400
7805,4.48375,-3.67742,28098000
7806,4.4838,-3.67729,28101600
7807,4.48384,-3.67716,28105200
7808,4.48389,-3.67703,28108800
7809,4.48394,-3.67691,28112400
7810,4.48398,-3.67678,28116000
7811,4.48403,-3.67665,28119600
7812,4.48407,-3.67652,28123200
7813,4.48412,-3.67639,28126800
7814,4.48417,-3.67626,28130400
7815,4.48421,-3.67614,28134000
7816,4.48426,-3.67601,28137600
7817,4.4843,-3.67588,28141200
7818,4.48435,-3.67575,28144800
7819,4.4844,-3.67563,28148400
7820,4.48444,-3.6755,28152000
7821,4.48449,-3.67537,28155600
7822,4.48453,-3.67524,28159200
7823,4.48458,-3.67511,28162800
7824,4.48463,-3.67499,28166400
7825,4.48467,-3.67486,28170000
7826,4.48472,-3.67473,28173600
7827,4.48476,-3.6746,28177200
7828,4.48481,-3.67447,28180800
7829,4.48486,-3.67435,28184400
7830,4.4849,-3.67422,28188000
7831,4.48495,-3.67409,28191600
7832,4.48499,-3.67396,28195200
7833,4.48504,-3.67384,28198800
7834,4.48509,-3.67371,28202400
7835,4.48513,-3.67358,28206000
7836,4.48518,-3.67345,28209600
7837,4.48522,-3.67333,28213200
7838,4.48527,-3.6732,28216800
7839,4.48531,-3.67307,28220400
7840,4.48536,-3.67294,28224000
7841,4.48541,-3.67282,28227600
7842,4.48545,-3.67269,28231200
7843,4.4855,-3.67256,28234800
7844,4.48554,-3.67243,28238400
7845,4.48559,-3.67231,28242000
7846,4.48563,-3.67218,28245600
7847,4.48568,-3.67205,28249200
7848,4.48573,-3.67192,28252800
7849,4.48577,-3.6718,28256400
7850,4.48582,-3.67167,28260000
7851,4.48586,-3.67154,28263600
7852,4.48591,-3.67141,28267200
7853,4.48596,-3.67129,28270800
7854,4.486,-3.67116,28274400
7855,4.48605,-3.67103,28278000
7856,4.48609,-3.6709,28281600
7857,4.48614,-3.67078,28285200
7858,4.48618,-3.67065,28288800
7859,4.48623,-3.67052,28292400
7860,4.48628,-3.6704,28296000
7861,4.48632,-3.67027,28299600
7862,4.48637,-3.67014,28303200
7863,4.48641,-3.67001,28306800
7864,4.48646,-3.66989,28310400
7865,4.4865,-3.66976,28314000
7866,4.48655,-3.66963,28317600
7867,4.4866,-3.66951,28321200
7868,4.48664,-3.66938,28324800
7869,4.48669,-3.66925,28328400
7870,4.48673,-3.66912,28332000
7871,4.48678,-3.669,28335600
7872,4.48682,-3.66887,28339200
7873,4.48687,-3.66874,28342800
7874,4.48691,-3.66862,28346400
7875,4.48696,-3.66849,28350000
7876,4.48701,-3.66836,28353600
7877,4.48705,-3.66823,28357200
7878,4.4871,-3.66811,28360800
7879,4.48714,-3.66798,28364400
7880,4.48719,-3.66785,28368000
7881,4.48723,-3.66773,28371600
7882,4.48728,-3.6676,28375200
7883,4.48733,-3.66747,28378800
7884,4.48737,-3.66735,28382400
7885,4.48742,-3.66722,28386000
7886,4.48746,-3.66709,28389600
7887,4.48751,-3.66697,28393200
7888,4.48755,-3.66684,28396800
7889,4.4876,-3.66671,28400400
7890,4.48764,-3.66659,28404000
7891,4.48769,-3.66646,28407600
7892,4.48774,-3.66633,28411200
7893,4.48778,-3.66621,28414800
7894,4.48783,-3.66608,28418400
7895,4.48787,-3.66595,28422000
7896,4.48792,-3.66583,28425600
7897,4.48796,-3.6657,28429200
7898,4.48801,-3.66557,28432800
7899,4.48805,-3.66545,28436400
