n,g_data[n],q_lntts[n],q_time[n]
2408,3.87855,-4.85339,8668800
2409,3.87875,-4.85297,8672400
2410,3.87895,-4.85256,8676000
2411,3.87915,-4.85214,8679600
2412,3.87935,-4.85173,8683200
2413,3.87955,-4.85131,8686800
2414,3.87975,-4.8509,8690400
2415,3.87995,-4.85048,8694000
2416,3.88015,-4.85007,8697600
2417,3.88035,-4.84965,8701200
2418,3.88055,-4.84924,8704800
2419,3.88075,-4.84883,8708400
2420,3.88095,-4.84841,8712000
2421,3.88115,-4.848,8715600
2422,3.88135,-4.84759,8719200
2423,3.88155,-4.84718,8722800
2424,3.88174,-4.84676,8726400
2425,3.88194,-4.84635,8730000
2426,3.88214,-4.84594,8733600
2427,3.88234,-4.84553,8737200
2428,3.88254,-4.84511,8740800
2429,3.88274,-4.8447,8744400
2430,3.88294,-4.84429,8748000
2431,3.88314,-4.84388,8751600
2432,3.88334,-4.84347,8755200
2433,3.88353,-4.84306,8758800
2434,3.88373,-4.84265,8762400
2435,3.88393,-4.84224,8766000
2436,3.88413,-4.84182,8769600
2437,3.88433,-4.84141,8773200
2438,3.88453,-4.841,8776800
2439,3.88472,-4.84059,8780400
2440,3.88492,-4.84018,8784000
2441,3.88512,-4.83977,8787600
2442,3.88532,-4.83936,8791200
2443,3.88551,-4.83896,8794800
2444,3.88571,-4.83855,8798400
2445,3.88591,-4.83814,8802000
2446,3.88611,-4.83773,8805600
2447,3.8863,-4.83732,8809200
2448,3.8865,-4.83691,8812800
2449,3.8867,-4.8365,8816400
2450,3.8869,-4.83609,8820000
2451,3.88709,-4.83569,8823600
2452,3.88729,-4.83528,8827200
2453,3.88749,-4.83487,8830800
2454,3.88768,-4.83446,8834400
2455,3.88788,-4.83406,8838000
2456,3.88808,-4.83365,8841600
2457,3.88827,-4.83324,8845200
2458,3.88847,-4.83283,8848800
2459,3.88867,-4.83243,8852400
2460,3.88886,-4.83202,8856000
2461,3.88906,-4.83161,8859600
2462,3.88926,-4.83121,8863200
2463,3.88945,-4.8308,8866800
2464,3.88965,-4.8304,8870400
2465,3.88984,-4.82999,8874000
2466,3.89004,-4.82958,8877600
2467,3.89024,-4.82918,8881200
2468,3.89043,-4.82877,8884800
2469,3.89063,-4.82837,8888400
2470,3.89082,-4.82796,8892000
2471,3.89102,-4.82756,8895600
2472,3.89121,-4.82715,8899200
2473,3.89141,-4.82675,8902800
2474,3.8916,-4.82635,8906400
2475,3.8918,-4.82594,8910000
2476,3.89199,-4.82554,8913600
2477,3.89219,-4.82513,8917200
2478,3.89238,-4.82473,8920800
2479,3.89258,-4.82433,8924400
2480,3.89277,-4.82392,8928000
2481,3.89297,-4.82352,8931600
2482,3.89316,-4.82312,8935200
2483,3.89336,-4.82271,8938800
2484,3.89355,-4.82231,8942400
2485,3.89375,-4.82191,8946000
2486,3.89394,-4.82151,8949600
2487,3.89413,-4.8211,8953200
2488,3.89433,-4.8207,8956800
2489,3.89452,-4.8203,8960400
2490,3.89472,-4.8199,8964000
2491,3.89491,-4.8195,8967600
2492,3.8951,-4.8191,8971200
2493,3.8953,-4.8187,8974800
2494,3.89549,-4.81829,8978400
2495,3.89569,-4.81789,8982000
2496,3.89588,-4.81749,8985600
2497,3.89607,-4.81709,8989200
2498,3.89627,-4.81669,8992800
2499,3.89646,-4.81629,8996400
2500,3.89665,-4.81589,9000000
2501,3.89685,-4.81549,9003600
2502,3.89704,-4.81509,9007200
2503,3.89723,-4.81469,9010800
2504,3.89742,-4.81429,9014400
2505,3.89762,-4.81389,9018000
2506,3.89781,-4.81349,9021600
2507,3.898,-4.8131,9025200
2508,3.89819,-4.8127,9028800
2509,3.89839,-4.8123,9032400
2510,3.89858,-4.8119,9036000
2511,3.89877,-4.8115,9039600
2512,3.89896,-4.8111,9043200
2513,3.89916,-4.8107,9046800
2514,3.89935,-4.81031,9050400
2515,3.89954,-4.80991,9054000
2516,3.89973,-4.80951,9057600
2517,3.89992,-4.80911,9061200
2518,3.90012,-4.80872,9064800
2519,3.90031,-4.80832,9068400
2520,3.9005,-4.80792,9072000
2521,3.90069,-4.80753,9075600
2522,3.90088,-4.80713,9079200
2523,3.90107,-4.80673,9082800
2524,3.90127,-4.80634,9086400
2525,3.90146,-4.80594,9090000
2526,3.90165,-4.80554,9093600
2527,3.90184,-4.80515,9097200
2528,3.90203,-4.80475,9100800
2529,3.90222,-4.80436,9104400
2530,3.90241,-4.80396,9108000
2531,3.9026,-4.80357,9111600
2532,3.90279,-4.80317,9115200
2533,3.90298,-4.80278,9118800
2534,3.90317,-4.80238,9122400
2535,3.90337,-4.80199,9126000
2536,3.90356,-4.80159,9129600
2537,3.90375,-4.8012,9133200
2538,3.90394,-4.80081,9136800
2539,3.90413,-4.80041,9140400
2540,3.90432,-4.80002,9144000
2541,3.90451,-4.79962,9147600
2542,3.9047,-4.79923,9151200
2543,3.90489,-4.79884,9154800
2544,3.90508,-4.79844,9158400
2545,3.90527,-4.79805,9162000
2546,3.90546,-4.79766,9165600
2547,3.90565,-4.79727,9169200
2548,3.90584,-4.79687,9172800
2549,3.90602,-4.79648,9176400
2550,3.90621,-4.79609,9180000
2551,3.9064,-4.7957,9183600
2552,3.90659,-4.7953,9187200
2553,3.90678,-4.79491,9190800
2554,3.90697,-4.79452,9194400
2555,3.90716,-4.79413,9198000
2556,3.90735,-4.79374,9201600
2557,3.90754,-4.79335,9205200
2558,3.90773,-4.79296,9208800
2559,3.90792,-4.79257,9212400
2560,3.9081,-4.79217,9216000
2561,3.90829,-4.79178,9219600
2562,3.90848,-4.79139,9223200
2563,3.90867,-4.791,9226800
2564,3.90886,-4.79061,9230400
2565,3.90905,-4.79022,9234000
2566,3.90923,-4.78983,9237600
2567,3.90942,-4.78944,9241200
2568,3.90961,-4.78905,9244800
2569,3.9098,-4.78867,9248400
2570,3.90999,-4.78828,9252000
2571,3.91017,-4.78789,9255600
2572,3.91036,-4.7875,9259200
2573,3.91055,-4.78711,9262800
2574,3.91074,-4.78672,9266400
2575,3.91093,-4.78633,9270000
2576,3.91111,-4.78594,9273600
2577,3.9113,-4.78556,9277200
2578,3.91149,-4.78517,9280800
2579,3.91167,-4.78478,9284400
2580,3.91186,-4.78439,9288000
2581,3.91205,-4.78401,9291600
2582,3.91224,-4.78362,9295200
2583,3.91242,-4.78323,9298800
2584,3.91261,-4.78284,9302400
2585,3.9128,-4.78246,9306000
2586,3.91298,-4.78207,9309600
2587,3.91317,-4.78168,9313200
2588,3.91336,-4.7813,9316800
2589,3.91354,-4.78091,9320400
2590,3.91373,-4.78052,9324000
2591,3.91392,-4.78014,9327600
2592,3.9141,-4.77975,9331200
2593,3.91429,-4.77937,9334800
2594,3.91448,-4.77898,9338400
2595,3.91466,-4.7786,9342000
2596,3.91485,-4.77821,9345600
2597,3.91503,-4.77783,9349200
2598,3.91522,-4.77744,9352800
2599,3.91541,-4.77706,9356400
2600,3.91559,-4.77667,9360000
2601,3.91578,-4.77629,9363600
2602,3.91596,-4.7759,9367200
2603,3.91615,-4.77552,9370800
2604,3.91633,-4.77513,9374400
2605,3.91652,-4.77475,9378000
2606,3.9167,-4.77437,9381600
2607,3.91689,-4.77398,9385200
2608,3.91707,-4.7736,9388800
2609,3.91726,-4.77321,9392400
2610,3.91744,-4.77283,9396000
2611,3.91763,-4.77245,9399600
2612,3.91781,-4.77207,9403200
2613,3.918,-4.77168,9406800
2614,3.91818,-4.7713,9410400
2615,3.91837,-4.77092,9414000
2616,3.91855,-4.77054,9417600
2617,3.91874,-4.77015,9421200
2618,3.91892,-4.76977,9424800
2619,3.91911,-4.76939,9428400
2620,3.91929,-4.76901,9432000
2621,3.91948,-4.76863,9435600
2622,3.91966,-4.76824,9439200
2623,3.91984,-4.76786,9442800
2624,3.92003,-4.76748,9446400
2625,3.92021,-4.7671,9450000
2626,3.9204,-4.76672,9453600
2627,3.92058,-4.76634,9457200
2628,3.92076,-4.76596,9460800
2629,3.92095,-4.76558,9464400
2630,3.92113,-4.7652,9468000
2631,3.92131,-4.76482,9471600
2632,3.9215,-4.76444,9475200
2633,3.92168,-4.76406,9478800
2634,3.92186,-4.76368,9482400
2635,3.92205,-4.7633,9486000
2636,3.92223,-4.76292,9489600
2637,3.92241,-4.76254,9493200
2638,3.9226,-4.76216,9496800
2639,3.92278,-4.76178,9500400
2640,3.92296,-4.7614,9504000
2641,3.92315,-4.76102,9507600
2642,3.92333,-4.76065,9511200
2643,3.92351,-4.76027,9514800
2644,3.92369,-4.75989,9518400
2645,3.92388,-4.75951,9522000
2646,3.92406,-4.75913,9525600
2647,3.92424,-4.75876,9529200
2648,3.92442,-4.75838,9532800
2649,3.92461,-4.758,9536400
2650,3.92479,-4.75762,9540000
2651,3.92497,-4.75725,9543600
2652,3.92515,-4.75687,9547200
2653,3.92534,-4.75649,9550800
2654,3.92552,-4.75611,9554400
2655,3.9257,-4.75574,9558000
2656,3.92588,-4.75536,9561600
2657,3.92606,-4.75498,9565200
2658,3.92624,-4.75461,9568800
2659,3.92643,-4.75423,9572400
2660,3.92661,-4.75386,9576000
2661,3.92679,-4.75348,9579600
2662,3.92697,-4.7531,9583200
2663,3.92715,-4.75273,9586800
2664,3.92733,-4.75235,9590400
2665,3.92751,-4.75198,9594000
2666,3.9277,-4.7516,9597600
2667,3.92788,-4.75123,9601200
2668,3.92806,-4.75085,9604800
2669,3.92824,-4.75048,9608400
2670,3.92842,-4.7501,9612000
2671,3.9286,-4.74973,9615600
2672,3.92878,-4.74935,9619200
2673,3.92896,-4.74898,9622800
2674,3.92914,-4.74861,9626400
2675,3.92932,-4.74823,9630000
2676,3.9295,-4.74786,9633600
2677,3.92968,-4.74749,9637200
2678,3.92986,-4.74711,9640800
2679,3.93004,-4.74674,9644400
2680,3.93023,-4.74637,9648000
2681,3.93041,-4.74599,9651600
2682,3.93059,-4.74562,9655200
2683,3.93077,-4.74525,9658800
2684,3.93095,-4.74487,9662400
2685,3.93113,-4.7445,9666000
2686,3.9313,-4.74413,9669600
2687,3.93148,-4.74376,9673200
2688,3.93166,-4.74338,9676800
2689,3.93184,-4.74301,9680400
2690,3.93202,-4.74264,9684000
2691,3.9322,-4.74227,9687600
2692,3.93238,-4.7419,9691200
2693,3.93256,-4.74153,9694800
2694,3.93274,-4.74115,9698400
2695,3.93292,-4.74078,9702000
2696,3.9331,-4.74041,9705600
2697,3.93328,-4.74004,9709200
2698,3.93346,-4.73967,9712800
2699,3.93364,-4.7393,9716400
2700,3.93382,-4.73893,9720000
2701,3.93399,-4.73856,9723600
2702,3.93417,-4.73819,9727200
2703,3.93435,-4.73782,9730800
2704,3.93453,-4.73745,9734400
2705,3.93471,-4.73708,9738000
2706,3.93489,-4.73671,9741600
2707,3.93507,-4.73634,9745200
2708,3.93524,-4.73597,9748800
2709,3.93542,-4.7356,9752400
2710,3.9356,-4.73523,9756000
2711,3.93578,-4.73486,9759600
2712,3.93596,-4.7345,9763200
2713,3.93613,-4.73413,9766800
2714,3.93631,-4.73376,9770400
2715,3.93649,-4.73339,9774000
2716,3.93667,-4.73302,9777600
2717,3.93685,-4.73265,9781200
2718,3.93702,-4.73229,9784800
2719,3.9372,-4.73192,9788400
2720,3.93738,-4.73155,9792000
2721,3.93756,-4.73118,9795600
2722,3.93773,-4.73082,9799200
2723,3.93791,-4.73045,9802800
2724,3.93809,-4.73008,9806400
2725,3.93827,-4.72971,9810000
2726,3.93844,-4.72935,9813600
2727,3.93862,-4.72898,9817200
2728,3.9388,-4.72861,9820800
2729,3.93897,-4.72825,9824400
2730,3.93915,-4.72788,9828000
2731,3.93933,-4.72751,9831600
2732,3.9395,-4.72715,9835200
2733,3.93968,-4.72678,9838800
2734,3.93986,-4.72642,9842400
2735,3.94003,-4.72605,9846000
2736,3.94021,-4.72568,9849600
2737,3.94039,-4.72532,9853200
2738,3.94056,-4.72495,9856800
2739,3.94074,-4.72459,9860400
2740,3.94092,-4.72422,9864000
2741,3.94109,-4.72386,9867600
2742,3.94127,-4.72349,9871200
2743,3.94145,-4.72313,9874800
2744,3.94162,-4.72277,9878400
2745,3.9418,-4.7224,9882000
2746,3.94197,-4.72204,9885600
2747,3.94215,-4.72167,9889200
2748,3.94232,-4.72131,9892800
2749,3.9425,-4.72094,9896400
2750,3.94268,-4.72058,9900000
2751,3.94285,-4.72022,9903600
2752,3.94303,-4.71985,9907200
2753,3.9432,-4.71949,9910800
2754,3.94338,-4.71913,9914400
2755,3.94355,-4.71876,9918000
2756,3.94373,-4.7184,9921600
2757,3.9439,-4.71804,9925200
2758,3.94408,-4.71768,9928800
2759,3.94425,-4.71731,9932400
2760,3.94443,-4.71695,9936000
2761,3.9446,-4.71659,9939600
2762,3.94478,-4.71623,9943200
2763,3.94495,-4.71586,9946800
2764,3.94513,-4.7155,9950400
2765,3.9453,-4.71514,9954000
2766,3.94548,-4.71478,9957600
2767,3.94565,-4.71442,9961200
2768,3.94583,-4.71406,9964800
2769,3.946,-4.7137,9968400
2770,3.94618,-4.71333,9972000
2771,3.94635,-4.71297,9975600
2772,3.94652,-4.71261,9979200
2773,3.9467,-4.71225,9982800
2774,3.94687,-4.71189,9986400
2775,3.94705,-4.71153,9990000
2776,3.94722,-4.71117,9993600
2777,3.94739,-4.71081,9997200
2778,3.94757,-4.71045,10000800
2779,3.94774,-4.71009,10004400
2780,3.94792,-4.70973,10008000
2781,3.94809,-4.70937,10011600
2782,3.94826,-4.70901,10015200
2783,3.94844,-4.70865,10018800
2784,3.94861,-4.70829,10022400
2785,3.94878,-4.70793,10026000
2786,3.94896,-4.70758,10029600
2787,3.94913,-4.70722,10033200
2788,3.9493,-4.70686,10036800
2789,3.94948,-4.7065,10040400
2790,3.94965,-4.70614,10044000
2791,3.94982,-4.70578,10047600
2792,3.95,-4.70542,10051200
2793,3.95017,-4.70507,10054800
2794,3.95034,-4.70471,10058400
2795,3.95051,-4.70435,10062000
2796,3.95069,-4.70399,10065600
2797,3.95086,-4.70363,10069200
2798,3.95103,-4.70328,10072800
2799,3.9512,-4.70292,10076400
2800,3.95138,-4.70256,10080000
2801,3.95155,-4.70221,10083600
2802,3.95172,-4.70185,10087200
2803,3.95189,-4.70149,10090800
2804,3.95207,-4.70113,10094400
2805,3.95224,-4.70078,10098000
2806,3.95241,-4.70042,10101600
2807,3.95258,-4.70007,10105200
2808,3.95275,-4.69971,10108800
2809,3.95293,-4.69935,10112400
2810,3.9531,-4.699,10116000
2811,3.95327,-4.69864,10119600
2812,3.95344,-4.69829,10123200
2813,3.95361,-4.69793,10126800
2814,3.95379,-4.69757,10130400
2815,3.95396,-4.69722,10134000
2816,3.95413,-4.69686,10137600
2817,3.9543,-4.69651,10141200
2818,3.95447,-4.69615,10144800
2819,3.95464,-4.6958,10148400
2820,3.95481,-4.69545,10152000
2821,3.95498,-4.69509,10155600
2822,3.95516,-4.69474,10159200
2823,3.95533,-4.69438,10162800
2824,3.9555,-4.69403,10166400
2825,3.95567,-4.69367,10170000
2826,3.95584,-4.69332,10173600
2827,3.95601,-4.69297,10177200
2828,3.95618,-4.69261,10180800
2829,3.95635,-4.69226,10184400
2830,3.95652,-4.69191,10188000
2831,3.95669,-4.69155,10191600
2832,3.95686,-4.6912,10195200
2833,3.95703,-4.69085,10198800
2834,3.95721,-4.69049,10202400
2835,3.95738,-4.69014,10206000
2836,3.95755,-4.68979,10209600
2837,3.95772,-4.68943,10213200
2838,3.95789,-4.68908,10216800
2839,3.95806,-4.68873,10220400
2840,3.95823,-4.68838,10224000
2841,3.9584,-4.68803,10227600
2842,3.95857,-4.68767,10231200
2843,3.95874,-4.68732,10234800
2844,3.95891,-4.68697,10238400
2845,3.95908,-4.68662,10242000
2846,3.95925,-4.68627,10245600
2847,3.95942,-4.68592,10249200
2848,3.95958,-4.68556,10252800
2849,3.95975,-4.68521,10256400
2850,3.95992,-4.68486,10260000
2851,3.96009,-4.68451,10263600
2852,3.96026,-4.68416,10267200
2853,3.96043,-4.68381,10270800
2854,3.9606,-4.68346,10274400
2855,3.96077,-4.68311,10278000
2856,3.96094,-4.68276,10281600
2857,3.96111,-4.68241,10285200
2858,3.96128,-4.68206,10288800
2859,3.96145,-4.68171,10292400
2860,3.96162,-4.68136,10296000
2861,3.96178,-4.68101,10299600
2862,3.96195,-4.68066,10303200
2863,3.96212,-4.68031,10306800
2864,3.96229,-4.67996,10310400
2865,3.96246,-4.67961,10314000
2866,3.96263,-4.67926,10317600
2867,3.9628,-4.67892,10321200
2868,3.96296,-4.67857,10324800
2869,3.96313,-4.67822,10328400
2870,3.9633,-4.67787,10332000
2871,3.96347,-4.67752,10335600
2872,3.96364,-4.67717,10339200
2873,3.96381,-4.67683,10342800
2874,3.96397,-4.67648,10346400
2875,3.96414,-4.67613,10350000
2876,3.96431,-4.67578,10353600
2877,3.96448,-4.67543,10357200
2878,3.96464,-4.67509,10360800
2879,3.96481,-4.67474,10364400
2880,3.96498,-4.67439,10368000
2881,3.96515,-4.67404,10371600
2882,3.96532,-4.6737,10375200
2883,3.96548,-4.67335,10378800
2884,3.96565,-4.673,10382400
2885,3.96582,-4.67266,10386000
2886,3.96599,-4.67231,10389600
2887,3.96615,-4.67196,10393200
2888,3.96632,-4.67162,10396800
2889,3.96649,-4.67127,10400400
2890,3.96665,-4.67093,10404000
2891,3.96682,-4.67058,10407600
2892,3.96699,-4.67023,10411200
2893,3.96715,-4.66989,10414800
2894,3.96732,-4.66954,10418400
2895,3.96749,-4.6692,10422000
2896,3.96766,-4.66885,10425600
2897,3.96782,-4.66851,10429200
2898,3.96799,-4.66816,10432800
2899,3.96816,-4.66782,10436400
2900,3.96832,-4.66747,10440000
2901,3.96849,-4.66713,10443600
2902,3.96865,-4.66678,10447200
2903,3.96882,-4.66644,10450800
2904,3.96899,-4.66609,10454400
2905,3.96915,-4.66575,10458000
2906,3.96932,-4.6654,10461600
2907,3.96949,-4.66506,10465200
2908,3.96965,-4.66472,10468800
2909,3.96982,-4.66437,10472400
2910,3.96998,-4.66403,10476000
2911,3.97015,-4.66369,10479600
2912,3.97032,-4.66334,10483200
2913,3.97048,-4.663,10486800
2914,3.97065,-4.66266,10490400
2915,3.97081,-4.66231,10494000
2916,3.97098,-4.66197,10497600
2917,3.97114,-4.66163,10501200
2918,3.97131,-4.66128,10504800
2919,3.97148,-4.66094,10508400
2920,3.97164,-4.6606,10512000
2921,3.97181,-4.66026,10515600
2922,3.97197,-4.65991,10519200
2923,3.97214,-4.65957,10522800
2924,3.9723,-4.65923,10526400
2925,3.97247,-4.65889,10530000
2926,3.97263,-4.65855,10533600
2927,3.9728,-4.6582,10537200
2928,3.97296,-4.65786,10540800
2929,3.97313,-4.65752,10544400
2930,3.97329,-4.65718,10548000
2931,3.97346,-4.65684,10551600
2932,3.97362,-4.6565,10555200
2933,3.97379,-4.65616,10558800
2934,3.97395,-4.65582,10562400
2935,3.97412,-4.65547,10566000
2936,3.97428,-4.65513,10569600
2937,3.97444,-4.65479,10573200
2938,3.97461,-4.65445,10576800
2939,3.97477,-4.65411,10580400
2940,3.97494,-4.65377,10584000
2941,3.9751,-4.65343,10587600
2942,3.97527,-4.65309,10591200
2943,3.97543,-4.65275,10594800
2944,3.97559,-4.65241,10598400
2945,3.97576,-4.65207,10602000
2946,3.97592,-4.65173,10605600
2947,3.97609,-4.65139,10609200
2948,3.97625,-4.65105,10612800
2949,3.97641,-4.65072,10616400
2950,3.97658,-4.65038,10620000
2951,3.97674,-4.65004,10623600
2952,3.9769,-4.6497,10627200
2953,3.97707,-4.64936,10630800
2954,3.97723,-4.64902,10634400
2955,3.97739,-4.64868,10638000
2956,3.97756,-4.64834,10641600
2957,3.97772,-4.64801,10645200
2958,3.97788,-4.64767,10648800
2959,3.97805,-4.64733,10652400
2960,3.97821,-4.64699,10656000
2961,3.97837,-4.64665,10659600
2962,3.97854,-4.64632,10663200
2963,3.9787,-4.64598,10666800
2964,3.97886,-4.64564,10670400
2965,3.97903,-4.6453,10674000
2966,3.97919,-4.64497,10677600
2967,3.97935,-4.64463,10681200
2968,3.97951,-4.64429,10684800
2969,3.97968,-4.64396,10688400
2970,3.97984,-4.64362,10692000
2971,3.98,-4.64328,10695600
2972,3.98016,-4.64295,10699200
2973,3.98033,-4.64261,10702800
2974,3.98049,-4.64227,10706400
2975,3.98065,-4.64194,10710000
2976,3.98081,-4.6416,10713600
2977,3.98098,-4.64127,10717200
2978,3.98114,-4.64093,10720800
2979,3.9813,-4.64059,10724400
2980,3.98146,-4.64026,10728000
2981,3.98162,-4.63992,10731600
2982,3.98179,-4.63959,10735200
2983,3.98195,-4.63925,10738800
2984,3.98211,-4.63892,10742400
2985,3.98227,-4.63858,10746000
2986,3.98243,-4.63825,10749600
2987,3.9826,-4.63791,10753200
2988,3.98276,-4.63758,10756800
2989,3.98292,-4.63724,10760400
2990,3.98308,-4.63691,10764000
2991,3.98324,-4.63657,10767600
2992,3.9834,-4.63624,10771200
2993,3.98356,-4.63591,10774800
2994,3.98373,-4.63557,10778400
2995,3.98389,-4.63524,10782000
2996,3.98405,-4.6349,10785600
2997,3.98421,-4.63457,10789200
2998,3.98437,-4.63424,10792800
2999,3.98453,-4.6339,10796400
3000,3.98469,-4.63357,10800000
3001,3.98485,-4.63324,10803600
3002,3.98501,-4.6329,10807200
3003,3.98518,-4.63257,10810800
3004,3.98534,-4.63224,10814400
3005,3.9855,-4.6319,10818000
3006,3.98566,-4.63157,10821600
3007,3.98582,-4.63124,10825200
3008,3.98598,-4.63091,10828800
3009,3.98614,-4.63057,10832400
3010,3.9863,-4.63024,10836000
3011,3.98646,-4.62991,10839600
3012,3.98662,-4.62958,10843200
3013,3.98678,-4.62925,10846800
3014,3.98694,-4.62891,10850400
3015,3.9871,-4.62858,10854000
3016,3.98726,-4.62825,10857600
3017,3.98742,-4.62792,10861200
3018,3.98758,-4.62759,10864800
3019,3.98774,-4.62726,10868400
3020,3.9879,-4.62693,10872000
3021,3.98806,-4.62659,10875600
3022,3.98822,-4.62626,10879200
3023,3.98838,-4.62593,10882800
3024,3.98854,-4.6256,10886400
3025,3.9887,-4.62527,10890000
3026,3.98886,-4.62494,10893600
3027,3.98902,-4.62461,10897200
3028,3.98918,-4.62428,10900800
3029,3.98934,-4.62395,10904400
3030,3.9895,-4.62362,10908000
3031,3.98966,-4.62329,10911600
3032,3.98982,-4.62296,10915200
3033,3.98998,-4.62263,10918800
3034,3.99013,-4.6223,10922400
3035,3.99029,-4.62197,10926000
3036,3.99045,-4.62164,10929600
3037,3.99061,-4.62131,10933200
3038,3.99077,-4.62098,10936800
3039,3.99093,-4.62065,10940400
3040,3.99109,-4.62032,10944000
3041,3.99125,-4.62,10947600
3042,3.99141,-4.61967,10951200
3043,3.99156,-4.61934,10954800
3044,3.99172,-4.61901,10958400
3045,3.99188,-4.61868,10962000
3046,3.99204,-4.61835,10965600
3047,3.9922,-4.61802,10969200
3048,3.99236,-4.6177,10972800
3049,3.99252,-4.61737,10976400
3050,3.99267,-4.61704,10980000
3051,3.99283,-4.61671,10983600
3052,3.99299,-4.61638,10987200
3053,3.99315,-4.61606,10990800
3054,3.99331,-4.61573,10994400
3055,3.99347,-4.6154,10998000
3056,3.99362,-4.61508,11001600
3057,3.99378,-4.61475,11005200
3058,3.99394,-4.61442,11008800
3059,3.9941,-4.61409,11012400
3060,3.99426,-4.61377,11016000
3061,3.99441,-4.61344,11019600
3062,3.99457,-4.61311,11023200
3063,3.99473,-4.61279,11026800
3064,3.99489,-4.61246,11030400
3065,3.99504,-4.61213,11034000
3066,3.9952,-4.61181,11037600
3067,3.99536,-4.61148,11041200
3068,3.99552,-4.61116,11044800
3069,3.99567,-4.61083,11048400
3070,3.99583,-4.6105,11052000
3071,3.99599,-4.61018,11055600
3072,3.99614,-4.60985,11059200
3073,3.9963,-4.60953,11062800
3074,3.99646,-4.6092,11066400
3075,3.99662,-4.60888,11070000
3076,3.99677,-4.60855,11073600
3077,3.99693,-4.60823,11077200
3078,3.99709,-4.6079,11080800
3079,3.99724,-4.60758,11084400
3080,3.9974,-4.60725,11088000
3081,3.99756,-4.60693,11091600
3082,3.99771,-4.6066,11095200
3083,3.99787,-4.60628,11098800
3084,3.99803,-4.60595,11102400
3085,3.99818,-4.60563,11106000
3086,3.99834,-4.60531,11109600
3087,3.9985,-4.60498,11113200
3088,3.99865,-4.60466,11116800
3089,3.99881,-4.60433,11120400
3090,3.99897,-4.60401,11124000
3091,3.99912,-4.60369,11127600
3092,3.99928,-4.60336,11131200
3093,3.99943,-4.60304,11134800
3094,3.99959,-4.60272,11138400
3095,3.99975,-4.60239,11142000
3096,3.9999,-4.60207,11145600
3097,4.00006,-4.60175,11149200
3098,4.00021,-4.60143,11152800
3099,4.00037,-4.6011,11156400
3100,4.00053,-4.60078,11160000
3101,4.00068,-4.60046,11163600
3102,4.00084,-4.60013,11167200
3103,4.00099,-4.59981,11170800
3104,4.00115,-4.59949,11174400
3105,4.0013,-4.59917,11178000
3106,4.00146,-4.59885,11181600
3107,4.00162,-4.59852,11185200
3108,4.00177,-4.5982,11188800
3109,4.00193,-4.59788,11192400
3110,4.00208,-4.59756,11196000
3111,4.00224,-4.59724,11199600
3112,4.00239,-4.59692,11203200
3113,4.00255,-4.5966,11206800
3114,4.0027,-4.59627,11210400
3115,4.00286,-4.59595,11214000
3116,4.00301,-4.59563,11217600
3117,4.00317,-4.59531,11221200
3118,4.00332,-4.59499,11224800
3119,4.00348,-4.59467,11228400
3120,4.00363,-4.59435,11232000
3121,4.00379,-4.59403,11235600
3122,4.00394,-4.59371,11239200
3123,4.0041,-4.59339,11242800
3124,4.00425,-4.59307,11246400
3125,4.0044,-4.59275,11250000
3126,4.00456,-4.59243,11253600
3127,4.00471,-4.59211,11257200
3128,4.00487,-4.59179,11260800
3129,4.00502,-4.59147,11264400
3130,4.00518,-4.59115,11268000
3131,4.00533,-4.59083,11271600
3132,4.00549,-4.59051,11275200
3133,4.00564,-4.59019,11278800
3134,4.00579,-4.58987,11282400
3135,4.00595,-4.58955,11286000
3136,4.0061,-4.58923,11289600
3137,4.00626,-4.58892,11293200
3138,4.00641,-4.5886,11296800
3139,4.00656,-4.58828,11300400
3140,4.00672,-4.58796,11304000
3141,4.00687,-4.58764,11307600
3142,4.00702,-4.58732,11311200
3143,4.00718,-4.587,11314800
3144,4.00733,-4.58669,11318400
3145,4.00749,-4.58637,11322000
3146,4.00764,-4.58605,11325600
3147,4.00779,-4.58573,11329200
3148,4.00795,-4.58541,11332800
3149,4.0081,-4.5851,11336400
3150,4.00825,-4.58478,11340000
3151,4.00841,-4.58446,11343600
3152,4.00856,-4.58414,11347200
3153,4.00871,-4.58383,11350800
3154,4.00887,-4.58351,11354400
3155,4.00902,-4.58319,11358000
3156,4.00917,-4.58288,11361600
3157,4.00932,-4.58256,11365200
3158,4.00948,-4.58224,11368800
3159,4.00963,-4.58193,11372400
3160,4.00978,-4.58161,11376000
3161,4.00994,-4.58129,11379600
3162,4.01009,-4.58098,11383200
3163,4.01024,-4.58066,11386800
3164,4.01039,-4.58034,11390400
3165,4.01055,-4.58003,11394000
3166,4.0107,-4.57971,11397600
3167,4.01085,-4.5794,11401200
3168,4.011,-4.57908,11404800
3169,4.01116,-4.57877,11408400
3170,4.01131,-4.57845,11412000
3171,4.01146,-4.57813,11415600
3172,4.01161,-4.57782,11419200
3173,4.01177,-4.5775,11422800
3174,4.01192,-4.57719,11426400
3175,4.01207,-4.57687,11430000
3176,4.01222,-4.57656,11433600
3177,4.01237,-4.57624,11437200
3178,4.01253,-4.57593,11440800
3179,4.01268,-4.57562,11444400
3180,4.01283,-4.5753,11448000
3181,4.01298,-4.57499,11451600
3182,4.01313,-4.57467,11455200
3183,4.01329,-4.57436,11458800
3184,4.01344,-4.57404,11462400
