Hour, Average fluid temperature (°C), HP Inlet fluid temperature (°C), HP Outlet fluid temperature (°C), Load on ground (W/m),  Heat pump power consumption (kWh)
7564,6.89,7.35,6.44,7.413,0.266
7565,6.89,7.35,6.43,7.413,0.266
7566,6.89,7.34,6.43,7.413,0.266
7567,6.89,7.34,6.43,7.413,0.266
7568,6.88,7.34,6.43,7.413,0.266
7569,6.88,7.34,6.43,7.413,0.266
7570,6.88,7.33,6.42,7.413,0.266
7571,6.88,7.33,6.42,7.412,0.266
7572,6.87,7.33,6.42,7.412,0.266
7573,6.87,7.33,6.42,7.412,0.266
7574,6.87,7.33,6.41,7.412,0.266
7575,6.87,7.32,6.41,7.412,0.266
7576,6.87,7.32,6.41,7.412,0.266
7577,6.86,7.32,6.41,7.412,0.266
7578,6.86,7.32,6.41,7.412,0.266
7579,6.86,7.32,6.4,7.412,0.266
7580,6.86,7.31,6.4,7.412,0.266
7581,6.86,7.31,6.4,7.412,0.266
7582,6.85,7.31,6.4,7.411,0.266
7583,6.85,7.31,6.4,7.411,0.266
7584,6.85,7.31,6.39,7.411,0.266
7585,6.85,7.3,6.39,7.411,0.266
7586,6.85,7.3,6.39,7.411,0.266
7587,6.84,7.3,6.39,7.411,0.266
7588,6.84,7.3,6.39,7.411,0.266
7589,6.84,7.3,6.38,7.411,0.266
7590,6.84,7.29,6.38,7.411,0.266
7591,6.84,7.29,6.38,7.411,0.266
7592,6.83,7.29,6.38,7.411,0.266
7593,6.83,7.29,6.38,7.411,0.266
7594,6.83,7.29,6.37,7.41,0.266
7595,6.83,7.28,6.37,7.41,0.266
7596,6.83,7.28,6.37,7.41,0.266
7597,6.82,7.28,6.37,7.41,0.266
7598,6.82,7.28,6.37,7.41,0.266
7599,6.82,7.28,6.36,7.41,0.266
7600,6.82,7.27,6.36,7.41,0.266
7601,6.82,7.27,6.36,7.41,0.266
7602,6.81,7.27,6.36,7.41,0.266
7603,6.81,7.27,6.36,7.41,0.266
7604,6.81,7.27,6.35,7.41,0.266
7605,6.81,7.26,6.35,7.41,0.266
7606,6.81,7.26,6.35,7.409,0.266
7607,6.8,7.26,6.35,7.409,0.266
7608,6.8,7.26,6.35,7.409,0.266
7609,6.8,7.26,6.35,7.409,0.266
7610,6.8,7.25,6.34,7.409,0.266
7611,6.8,7.25,6.34,7.409,0.266
7612,6.8,7.25,6.34,7.409,0.266
7613,6.79,7.25,6.34,7.409,0.266
7614,6.79,7.25,6.34,7.409,0.266
7615,6.79,7.25,6.33,7.409,0.266
7616,6.79,7.24,6.33,7.409,0.266
7617,6.79,7.24,6.33,7.409,0.266
7618,6.78,7.24,6.33,7.408,0.266
7619,6.78,7.24,6.33,7.408,0.266
7620,6.78,7.24,6.33,7.408,0.266
7621,6.78,7.23,6.32,7.408,0.266
7622,6.78,7.23,6.32,7.408,0.266
7623,6.78,7.23,6.32,7.408,0.266
7624,6.77,7.23,6.32,7.408,0.266
7625,6.77,7.23,6.32,7.408,0.266
7626,6.77,7.23,6.31,7.408,0.266
7627,6.77,7.22,6.31,7.408,0.266
7628,6.77,7.22,6.31,7.408,0.266
7629,6.77,7.22,6.31,7.408,0.266
7630,6.76,7.22,6.31,7.408,0.266
7631,6.76,7.22,6.31,7.407,0.266
7632,6.76,7.22,6.3,7.407,0.266
7633,6.76,7.21,6.3,7.407,0.266
7634,6.76,7.21,6.3,7.407,0.266
7635,6.75,7.21,6.3,7.407,0.266
7636,6.75,7.21,6.3,7.407,0.266
7637,6.75,7.21,6.3,7.407,0.266
7638,6.75,7.21,6.29,7.407,0.266
7639,6.75,7.2,6.29,7.407,0.266
7640,6.75,7.2,6.29,7.407,0.266
7641,6.74,7.2,6.29,7.407,0.266
7642,6.74,7.2,6.29,7.407,0.266
7643,6.74,7.2,6.29,7.407,0.266
7644,6.74,7.2,6.28,7.407,0.266
7645,6.74,7.19,6.28,7.406,0.266
7646,6.74,7.19,6.28,7.406,0.266
7647,6.73,7.19,6.28,7.406,0.266
7648,6.73,7.19,6.28,7.406,0.266
7649,6.73,7.19,6.28,7.406,0.266
7650,6.73,7.19,6.27,7.406,0.266
7651,6.73,7.18,6.27,7.406,0.266
7652,6.73,7.18,6.27,7.406,0.266
7653,6.73,7.18,6.27,7.406,0.266
7654,6.72,7.18,6.27,7.406,0.267
7655,6.72,7.18,6.27,7.406,0.267
7656,6.72,7.18,6.27,7.406,0.267
7657,6.72,7.17,6.26,7.406,0.267
7658,6.72,7.17,6.26,7.406,0.267
7659,6.72,7.17,6.26,7.406,0.267
7660,6.71,7.17,6.26,7.405,0.267
7661,6.71,7.17,6.26,7.405,0.267
7662,6.71,7.17,6.26,7.405,0.267
7663,6.71,7.16,6.25,7.405,0.267
7664,6.71,7.16,6.25,7.405,0.267
7665,6.71,7.16,6.25,7.405,0.267
7666,6.71,7.16,6.25,7.405,0.267
7667,6.7,7.16,6.25,7.405,0.267
7668,6.7,7.16,6.25,7.405,0.267
7669,6.7,7.16,6.25,7.405,0.267
7670,6.7,7.15,6.24,7.405,0.267
7671,6.7,7.15,6.24,7.405,0.267
7672,6.7,7.15,6.24,7.405,0.267
7673,6.69,7.15,6.24,7.405,0.267
7674,6.69,7.15,6.24,7.405,0.267
7675,6.69,7.15,6.24,7.404,0.267
7676,6.69,7.15,6.23,7.404,0.267
7677,6.69,7.14,6.23,7.404,0.267
7678,6.69,7.14,6.23,7.404,0.267
7679,6.69,7.14,6.23,7.404,0.267
7680,6.68,7.14,6.23,7.404,0.267
7681,6.68,7.14,6.23,7.404,0.267
7682,6.68,7.14,6.23,7.404,0.267
7683,6.68,7.14,6.22,7.404,0.267
7684,6.68,7.13,6.22,7.404,0.267
7685,6.68,7.13,6.22,7.404,0.267
7686,6.68,7.13,6.22,7.404,0.267
7687,6.67,7.13,6.22,7.404,0.267
7688,6.67,7.13,6.22,7.404,0.267
7689,6.67,7.13,6.22,7.404,0.267
7690,6.67,7.12,6.21,7.403,0.267
7691,6.67,7.12,6.21,7.403,0.267
7692,6.67,7.12,6.21,7.403,0.267
7693,6.67,7.12,6.21,7.403,0.267
7694,6.66,7.12,6.21,7.403,0.267
7695,6.66,7.12,6.21,7.403,0.267
7696,6.66,7.12,6.21,7.403,0.267
7697,6.66,7.12,6.2,7.403,0.267
7698,6.66,7.11,6.2,7.403,0.267
7699,6.66,7.11,6.2,7.403,0.267
7700,6.66,7.11,6.2,7.403,0.267
7701,6.65,7.11,6.2,7.403,0.267
7702,6.65,7.11,6.2,7.403,0.267
7703,6.65,7.11,6.2,7.403,0.267
7704,6.65,7.11,6.2,7.403,0.267
7705,6.65,7.1,6.19,7.403,0.267
7706,6.65,7.1,6.19,7.403,0.267
7707,6.65,7.1,6.19,7.402,0.267
7708,6.65,7.1,6.19,7.402,0.267
7709,6.64,7.1,6.19,7.402,0.267
7710,6.64,7.1,6.19,7.402,0.267
7711,6.64,7.1,6.19,7.402,0.267
7712,6.64,7.09,6.18,7.402,0.267
7713,6.64,7.09,6.18,7.402,0.267
7714,6.64,7.09,6.18,7.402,0.267
7715,6.64,7.09,6.18,7.402,0.267
7716,6.63,7.09,6.18,7.402,0.267
7717,6.63,7.09,6.18,7.402,0.267
7718,6.63,7.09,6.18,7.402,0.267
7719,6.63,7.09,6.18,7.402,0.267
7720,6.63,7.08,6.17,7.402,0.267
7721,6.63,7.08,6.17,7.402,0.267
7722,6.63,7.08,6.17,7.402,0.267
7723,6.63,7.08,6.17,7.402,0.267
7724,6.62,7.08,6.17,7.402,0.267
7725,6.62,7.08,6.17,7.401,0.267
7726,6.62,7.08,6.17,7.401,0.267
7727,6.62,7.08,6.17,7.401,0.267
7728,6.62,7.07,6.16,7.401,0.267
7729,6.62,7.07,6.16,7.401,0.267
7730,6.62,7.07,6.16,7.401,0.267
7731,6.62,7.07,6.16,7.401,0.267
7732,6.61,7.07,6.16,7.401,0.267
7733,6.61,7.07,6.16,7.401,0.267
7734,6.61,7.07,6.16,7.401,0.267
7735,6.61,7.07,6.16,7.401,0.267
7736,6.61,7.06,6.15,7.401,0.267
7737,6.61,7.06,6.15,7.401,0.267
7738,6.61,7.06,6.15,7.401,0.267
7739,6.61,7.06,6.15,7.401,0.267
7740,6.6,7.06,6.15,7.401,0.267
7741,6.6,7.06,6.15,7.401,0.267
7742,6.6,7.06,6.15,7.401,0.267
7743,6.6,7.06,6.15,7.4,0.267
7744,6.6,7.05,6.14,7.4,0.267
7745,6.6,7.05,6.14,7.4,0.267
7746,6.6,7.05,6.14,7.4,0.267
7747,6.6,7.05,6.14,7.4,0.267
7748,6.59,7.05,6.14,7.4,0.267
7749,6.59,7.05,6.14,7.4,0.267
7750,6.59,7.05,6.14,7.4,0.267
7751,6.59,7.05,6.14,7.4,0.267
7752,6.59,7.04,6.13,7.4,0.267
7753,6.59,7.04,6.13,7.4,0.267
7754,6.59,7.04,6.13,7.4,0.267
7755,6.59,7.04,6.13,7.4,0.267
7756,6.58,7.04,6.13,7.4,0.267
7757,6.58,7.04,6.13,7.4,0.267
7758,6.58,7.04,6.13,7.4,0.267
7759,6.58,7.04,6.13,7.4,0.267
7760,6.58,7.04,6.13,7.4,0.267
7761,6.58,7.03,6.12,7.4,0.267
7762,6.58,7.03,6.12,7.399,0.267
7763,6.58,7.03,6.12,7.399,0.267
7764,6.58,7.03,6.12,7.399,0.267
7765,6.57,7.03,6.12,7.399,0.267
7766,6.57,7.03,6.12,7.399,0.267
7767,6.57,7.03,6.12,7.399,0.267
7768,6.57,7.03,6.12,7.399,0.267
7769,6.57,7.02,6.12,7.399,0.267
7770,6.57,7.02,6.11,7.399,0.267
7771,6.57,7.02,6.11,7.399,0.267
7772,6.57,7.02,6.11,7.399,0.267
7773,6.57,7.02,6.11,7.399,0.267
7774,6.56,7.02,6.11,7.399,0.267
7775,6.56,7.02,6.11,7.399,0.267
7776,6.56,7.02,6.11,7.399,0.267
7777,6.56,7.02,6.11,7.399,0.267
7778,6.56,7.01,6.11,7.399,0.267
7779,6.56,7.01,6.1,7.399,0.267
7780,6.56,7.01,6.1,7.399,0.267
7781,6.56,7.01,6.1,7.399,0.267
7782,6.56,7.01,6.1,7.399,0.267
7783,6.55,7.01,6.1,7.398,0.267
7784,6.55,7.01,6.1,7.398,0.267
7785,6.55,7.01,6.1,7.398,0.267
7786,6.55,7.01,6.1,7.398,0.267
7787,6.55,7,6.1,7.398,0.267
7788,6.55,7,6.09,7.398,0.267
7789,6.55,7,6.09,7.398,0.267
7790,6.55,7,6.09,7.398,0.267
7791,6.55,7,6.09,7.398,0.267
7792,6.54,7,6.09,7.398,0.267
7793,6.54,7,6.09,7.398,0.267
7794,6.54,7,6.09,7.398,0.267
7795,6.54,7,6.09,7.398,0.267
7796,6.54,7,6.09,7.398,0.267
7797,6.54,6.99,6.08,7.398,0.267
7798,6.54,6.99,6.08,7.398,0.268
7799,6.54,6.99,6.08,7.398,0.268
7800,6.54,6.99,6.08,7.398,0.268
7801,6.54,6.99,6.08,7.398,0.268
7802,6.53,6.99,6.08,7.398,0.268
7803,6.53,6.99,6.08,7.398,0.268
7804,6.53,6.99,6.08,7.397,0.268
7805,6.53,6.99,6.08,7.397,0.268
7806,6.53,6.98,6.08,7.397,0.268
7807,6.53,6.98,6.07,7.397,0.268
7808,6.53,6.98,6.07,7.397,0.268
7809,6.53,6.98,6.07,7.397,0.268
7810,6.53,6.98,6.07,7.397,0.268
7811,6.53,6.98,6.07,7.397,0.268
7812,6.52,6.98,6.07,7.397,0.268
7813,6.52,6.98,6.07,7.397,0.268
7814,6.52,6.98,6.07,7.397,0.268
7815,6.52,6.98,6.07,7.397,0.268
7816,6.52,6.97,6.07,7.397,0.268
7817,6.52,6.97,6.06,7.397,0.268
7818,6.52,6.97,6.06,7.397,0.268
7819,6.52,6.97,6.06,7.397,0.268
7820,6.52,6.97,6.06,7.397,0.268
7821,6.52,6.97,6.06,7.397,0.268
7822,6.51,6.97,6.06,7.397,0.268
7823,6.51,6.97,6.06,7.397,0.268
7824,6.51,6.97,6.06,7.397,0.268
7825,6.51,6.97,6.06,7.397,0.268
7826,6.51,6.96,6.06,7.397,0.268
7827,6.51,6.96,6.05,7.396,0.268
7828,6.51,6.96,6.05,7.396,0.268
7829,6.51,6.96,6.05,7.396,0.268
7830,6.51,6.96,6.05,7.396,0.268
7831,6.51,6.96,6.05,7.396,0.268
7832,6.5,6.96,6.05,7.396,0.268
7833,6.5,6.96,6.05,7.396,0.268
7834,6.5,6.96,6.05,7.396,0.268
7835,6.5,6.96,6.05,7.396,0.268
7836,6.5,6.96,6.05,7.396,0.268
7837,6.5,6.95,6.04,7.396,0.268
7838,6.5,6.95,6.04,7.396,0.268
7839,6.5,6.95,6.04,7.396,0.268
7840,6.5,6.95,6.04,7.396,0.268
7841,6.5,6.95,6.04,7.396,0.268
7842,6.49,6.95,6.04,7.396,0.268
7843,6.49,6.95,6.04,7.396,0.268
7844,6.49,6.95,6.04,7.396,0.268
7845,6.49,6.95,6.04,7.396,0.268
7846,6.49,6.95,6.04,7.396,0.268
7847,6.49,6.94,6.04,7.396,0.268
7848,6.49,6.94,6.03,7.396,0.268
7849,6.49,6.94,6.03,7.396,0.268
7850,6.49,6.94,6.03,7.396,0.268
7851,6.49,6.94,6.03,7.395,0.268
7852,6.49,6.94,6.03,7.395,0.268
7853,6.48,6.94,6.03,7.395,0.268
7854,6.48,6.94,6.03,7.395,0.268
7855,6.48,6.94,6.03,7.395,0.268
7856,6.48,6.94,6.03,7.395,0.268
7857,6.48,6.94,6.03,7.395,0.268
7858,6.48,6.93,6.03,7.395,0.268
7859,6.48,6.93,6.02,7.395,0.268
7860,6.48,6.93,6.02,7.395,0.268
7861,6.48,6.93,6.02,7.395,0.268
7862,6.48,6.93,6.02,7.395,0.268
7863,6.48,6.93,6.02,7.395,0.268
7864,6.47,6.93,6.02,7.395,0.268
7865,6.47,6.93,6.02,7.395,0.268
7866,6.47,6.93,6.02,7.395,0.268
7867,6.47,6.93,6.02,7.395,0.268
7868,6.47,6.93,6.02,7.395,0.268
7869,6.47,6.92,6.02,7.395,0.268
7870,6.47,6.92,6.01,7.395,0.268
7871,6.47,6.92,6.01,7.395,0.268
7872,6.47,6.92,6.01,7.395,0.268
7873,6.47,6.92,6.01,7.395,0.268
7874,6.47,6.92,6.01,7.395,0.268
7875,6.46,6.92,6.01,7.395,0.268
7876,6.46,6.92,6.01,7.394,0.268
7877,6.46,6.92,6.01,7.394,0.268
7878,6.46,6.92,6.01,7.394,0.268
7879,6.46,6.92,6.01,7.394,0.268
7880,6.46,6.92,6.01,7.394,0.268
7881,6.46,6.91,6.01,7.394,0.268
7882,6.46,6.91,6,7.394,0.268
7883,6.46,6.91,6,7.394,0.268
7884,6.46,6.91,6,7.394,0.268
7885,6.46,6.91,6,7.394,0.268
7886,6.46,6.91,6,7.394,0.268
7887,6.45,6.91,6,7.394,0.268
7888,6.45,6.91,6,7.394,0.268
7889,6.45,6.91,6,7.394,0.268
7890,6.45,6.91,6,7.394,0.268
7891,6.45,6.91,6,7.394,0.268
7892,6.45,6.9,6,7.394,0.268
7893,6.45,6.9,5.99,7.394,0.268
7894,6.45,6.9,5.99,7.394,0.268
7895,6.45,6.9,5.99,7.394,0.268
7896,6.45,6.9,5.99,7.394,0.268
7897,6.45,6.9,5.99,7.394,0.268
7898,6.45,6.9,5.99,7.394,0.268
7899,6.44,6.9,5.99,7.394,0.268
7900,6.44,6.9,5.99,7.394,0.268
7901,6.44,6.9,5.99,7.394,0.268
7902,6.44,6.9,5.99,7.394,0.268
7903,6.44,6.9,5.99,7.393,0.268
7904,6.44,6.89,5.99,7.393,0.268
7905,6.44,6.89,5.98,7.393,0.268
7906,6.44,6.89,5.98,7.393,0.268
7907,6.44,6.89,5.98,7.393,0.268
7908,6.44,6.89,5.98,7.393,0.268
7909,6.44,6.89,5.98,7.393,0.268
7910,6.44,6.89,5.98,7.393,0.268
7911,6.43,6.89,5.98,7.393,0.268
7912,6.43,6.89,5.98,7.393,0.268
7913,6.43,6.89,5.98,7.393,0.268
7914,6.43,6.89,5.98,7.393,0.268
7915,6.43,6.89,5.98,7.393,0.268
7916,6.43,6.88,5.98,7.393,0.268
7917,6.43,6.88,5.98,7.393,0.268
7918,6.43,6.88,5.97,7.393,0.268
7919,6.43,6.88,5.97,7.393,0.268
7920,6.43,6.88,5.97,7.393,0.268
7921,6.43,6.88,5.97,7.393,0.268
7922,6.43,6.88,5.97,7.393,0.268
7923,6.42,6.88,5.97,7.393,0.268
7924,6.42,6.88,5.97,7.393,0.268
7925,6.42,6.88,5.97,7.393,0.268
7926,6.42,6.88,5.97,7.393,0.268
7927,6.42,6.88,5.97,7.393,0.268
7928,6.42,6.88,5.97,7.393,0.268
7929,6.42,6.87,5.97,7.393,0.268
7930,6.42,6.87,5.96,7.393,0.268
7931,6.42,6.87,5.96,7.392,0.268
7932,6.42,6.87,5.96,7.392,0.268
7933,6.42,6.87,5.96,7.392,0.268
7934,6.42,6.87,5.96,7.392,0.268
7935,6.42,6.87,5.96,7.392,0.268
7936,6.41,6.87,5.96,7.392,0.268
7937,6.41,6.87,5.96,7.392,0.268
7938,6.41,6.87,5.96,7.392,0.268
7939,6.41,6.87,5.96,7.392,0.268
7940,6.41,6.87,5.96,7.392,0.268
7941,6.41,6.87,5.96,7.392,0.268
7942,6.41,6.86,5.96,7.392,0.268
7943,6.41,6.86,5.95,7.392,0.268
7944,6.41,6.86,5.95,7.392,0.268
7945,6.41,6.86,5.95,7.392,0.268
7946,6.41,6.86,5.95,7.392,0.268
7947,6.41,6.86,5.95,7.392,0.268
7948,6.41,6.86,5.95,7.392,0.268
7949,6.4,6.86,5.95,7.392,0.268
7950,6.4,6.86,5.95,7.392,0.268
7951,6.4,6.86,5.95,7.392,0.268
7952,6.4,6.86,5.95,7.392,0.268
7953,6.4,6.86,5.95,7.392,0.268
7954,6.4,6.86,5.95,7.392,0.268
7955,6.4,6.85,5.95,7.392,0.268
7956,6.4,6.85,5.94,7.392,0.268
7957,6.4,6.85,5.94,7.392,0.268
7958,6.4,6.85,5.94,7.392,0.268
7959,6.4,6.85,5.94,7.392,0.268
7960,6.4,6.85,5.94,7.392,0.268
7961,6.4,6.85,5.94,7.391,0.268
7962,6.39,6.85,5.94,7.391,0.268
7963,6.39,6.85,5.94,7.391,0.268
7964,6.39,6.85,5.94,7.391,0.268
7965,6.39,6.85,5.94,7.391,0.268
7966,6.39,6.85,5.94,7.391,0.268
7967,6.39,6.85,5.94,7.391,0.268
7968,6.39,6.84,5.94,7.391,0.268
7969,6.39,6.84,5.94,7.391,0.268
7970,6.39,6.84,5.93,7.391,0.268
7971,6.39,6.84,5.93,7.391,0.268
7972,6.39,6.84,5.93,7.391,0.268
7973,6.39,6.84,5.93,7.391,0.268
7974,6.39,6.84,5.93,7.391,0.268
7975,6.39,6.84,5.93,7.391,0.268
7976,6.38,6.84,5.93,7.391,0.268
7977,6.38,6.84,5.93,7.391,0.268
7978,6.38,6.84,5.93,7.391,0.268
7979,6.38,6.84,5.93,7.391,0.268
7980,6.38,6.84,5.93,7.391,0.268
7981,6.38,6.84,5.93,7.391,0.268
7982,6.38,6.83,5.93,7.391,0.268
7983,6.38,6.83,5.93,7.391,0.268
7984,6.38,6.83,5.92,7.391,0.268
7985,6.38,6.83,5.92,7.391,0.268
7986,6.38,6.83,5.92,7.391,0.268
7987,6.38,6.83,5.92,7.391,0.268
7988,6.38,6.83,5.92,7.391,0.268
7989,6.38,6.83,5.92,7.391,0.268
7990,6.37,6.83,5.92,7.391,0.268
7991,6.37,6.83,5.92,7.391,0.268
7992,6.37,6.83,5.92,7.391,0.268
7993,6.37,6.83,5.92,7.39,0.268
7994,6.37,6.83,5.92,7.39,0.268
7995,6.37,6.83,5.92,7.39,0.268
7996,6.37,6.82,5.92,7.39,0.268
7997,6.37,6.82,5.92,7.39,0.268
7998,6.37,6.82,5.91,7.39,0.268
7999,6.37,6.82,5.91,7.39,0.268
8000,6.37,6.82,5.91,7.39,0.268
8001,6.37,6.82,5.91,7.39,0.268
8002,6.37,6.82,5.91,7.39,0.268
8003,6.37,6.82,5.91,7.39,0.268
8004,6.37,6.82,5.91,7.39,0.268
8005,6.36,6.82,5.91,7.39,0.268
8006,6.36,6.82,5.91,7.39,0.268
8007,6.36,6.82,5.91,7.39,0.268
8008,6.36,6.82,5.91,7.39,0.268
8009,6.36,6.82,5.91,7.39,0.268
8010,6.36,6.82,5.91,7.39,0.268
8011,6.36,6.81,5.91,7.39,0.268
8012,6.36,6.81,5.91,7.39,0.268
8013,6.36,6.81,5.9,7.39,0.268
8014,6.36,6.81,5.9,7.39,0.268
8015,6.36,6.81,5.9,7.39,0.268
8016,6.36,6.81,5.9,7.39,0.268
8017,6.36,6.81,5.9,7.39,0.268
8018,6.36,6.81,5.9,7.39,0.268
8019,6.35,6.81,5.9,7.39,0.268
8020,6.35,6.81,5.9,7.39,0.269
8021,6.35,6.81,5.9,7.39,0.269
8022,6.35,6.81,5.9,7.39,0.269
8023,6.35,6.81,5.9,7.39,0.269
8024,6.35,6.81,5.9,7.39,0.269
8025,6.35,6.81,5.9,7.39,0.269
8026,6.35,6.8,5.9,7.389,0.269
8027,6.35,6.8,5.9,7.389,0.269
8028,6.35,6.8,5.89,7.389,0.269
8029,6.35,6.8,5.89,7.389,0.269
8030,6.35,6.8,5.89,7.389,0.269
8031,9.86,9.18,10.54,-11.05,0.108
8032,10.81,10.13,11.49,-11.074,0.11
8033,11.35,10.67,12.03,-11.088,0.112
8034,11.71,11.03,12.4,-11.098,0.113
8035,11.98,11.3,12.66,-11.106,0.113
8036,12.19,11.51,12.87,-11.112,0.114
8037,12.36,11.67,13.04,-11.117,0.114
8038,12.5,11.81,13.18,-11.121,0.115
8039,12.62,11.94,13.3,-11.125,0.115
8040,12.72,12.04,13.41,-11.128,0.115
8041,12.82,12.13,13.5,-11.131,0.116
8042,12.9,12.22,13.59,-11.133,0.116
8043,12.98,12.29,13.66,-11.136,0.116
8044,13.05,12.36,13.73,-11.138,0.116
8045,13.11,12.42,13.79,-11.14,0.117
8046,13.17,12.48,13.85,-11.142,0.117
8047,13.22,12.54,13.91,-11.143,0.117
8048,13.27,12.59,13.96,-11.145,0.117
8049,13.32,12.63,14.01,-11.147,0.117
8050,13.36,12.68,14.05,-11.148,0.117
8051,13.41,12.72,14.09,-11.15,0.118
8052,13.45,12.76,14.13,-11.151,0.118
8053,13.48,12.8,14.17,-11.152,0.118
8054,13.52,12.83,14.21,-11.153,0.118
8055,13.55,12.87,14.24,-11.154,0.118
8056,13.59,12.9,14.27,-11.155,0.118
8057,13.62,12.93,14.31,-11.157,0.118
8058,13.65,12.96,14.34,-11.157,0.118
8059,13.68,12.99,14.36,-11.158,0.118
8060,13.71,13.02,14.39,-11.159,0.119
8061,13.73,13.05,14.42,-11.16,0.119
8062,13.76,13.07,14.45,-11.161,0.119
8063,13.78,13.1,14.47,-11.162,0.119
8064,13.81,13.12,14.49,-11.163,0.119
8065,13.83,13.15,14.52,-11.163,0.119
8066,13.85,13.17,14.54,-11.164,0.119
8067,13.88,13.19,14.56,-11.165,0.119
8068,13.9,13.21,14.58,-11.166,0.119
8069,13.92,13.23,14.6,-11.166,0.119
8070,13.94,13.25,14.62,-11.167,0.119
8071,13.96,13.27,14.64,-11.168,0.119
8072,13.98,13.29,14.66,-11.168,0.119
8073,14,13.31,14.68,-11.169,0.119
8074,14.01,13.33,14.7,-11.17,0.12
8075,14.03,13.34,14.72,-11.17,0.12
8076,14.05,13.36,14.74,-11.171,0.12
8077,14.07,13.38,14.75,-11.171,0.12
8078,14.08,13.4,14.77,-11.172,0.12
8079,14.1,13.41,14.78,-11.172,0.12
8080,14.11,13.43,14.8,-11.173,0.12
8081,14.13,13.44,14.82,-11.173,0.12
8082,14.14,13.46,14.83,-11.174,0.12
8083,14.16,13.47,14.85,-11.174,0.12
8084,14.17,13.49,14.86,-11.175,0.12
8085,14.19,13.5,14.87,-11.175,0.12
8086,14.2,13.51,14.89,-11.176,0.12
8087,14.21,13.53,14.9,-11.176,0.12
8088,14.23,13.54,14.91,-11.177,0.12
8089,14.24,13.55,14.93,-11.177,0.12
8090,14.25,13.57,14.94,-11.178,0.12
8091,14.27,13.58,14.95,-11.178,0.12
8092,14.28,13.59,14.97,-11.179,0.12
8093,14.29,13.6,14.98,-11.179,0.12
8094,14.31,13.62,14.99,-11.18,0.121
8095,14.32,13.64,15.01,-11.18,0.121
8096,14.34,13.65,15.03,-11.181,0.121
8097,14.35,13.67,15.04,-11.181,0.121
8098,14.37,13.68,15.06,-11.182,0.121
8099,14.38,13.7,15.07,-11.182,0.121
8100,14.4,13.71,15.08,-11.183,0.121
8101,14.41,13.72,15.1,-11.183,0.121
8102,14.43,13.74,15.11,-11.184,0.121
8103,14.44,13.75,15.13,-11.184,0.121
8104,14.45,13.76,15.14,-11.185,0.121
8105,14.47,13.78,15.15,-11.185,0.121
8106,14.48,13.79,15.17,-11.185,0.121
8107,14.49,13.8,15.18,-11.186,0.121
8108,14.5,13.82,15.19,-11.186,0.121
8109,14.52,13.83,15.21,-11.187,0.121
8110,14.53,13.84,15.22,-11.187,0.121
8111,14.54,13.85,15.23,-11.188,0.121
8112,14.55,13.87,15.24,-11.188,0.121
8113,14.57,13.88,15.25,-11.188,0.121
8114,14.58,13.89,15.27,-11.189,0.121
8115,14.59,13.9,15.28,-11.189,0.121
8116,14.6,13.91,15.29,-11.19,0.122
8117,14.61,13.93,15.3,-11.19,0.122
8118,14.62,13.94,15.31,-11.191,0.122
8119,14.64,13.95,15.32,-11.191,0.122
8120,14.65,13.96,15.34,-11.191,0.122
8121,14.66,13.97,15.35,-11.192,0.122
8122,14.67,13.98,15.36,-11.192,0.122
8123,14.68,13.99,15.37,-11.192,0.122
8124,14.69,14,15.38,-11.193,0.122
8125,14.7,14.01,15.39,-11.193,0.122
8126,14.71,14.02,15.4,-11.194,0.122
8127,14.72,14.03,15.41,-11.194,0.122
8128,14.73,14.04,15.42,-11.194,0.122
8129,14.74,14.05,15.43,-11.195,0.122
8130,14.75,14.06,15.44,-11.195,0.122
8131,14.76,14.07,15.45,-11.195,0.122
8132,14.77,14.08,15.46,-11.196,0.122
8133,14.78,14.09,15.47,-11.196,0.122
8134,14.79,14.1,15.48,-11.196,0.122
8135,14.8,14.11,15.49,-11.197,0.122
8136,14.81,14.12,15.5,-11.197,0.122
8137,14.82,14.13,15.51,-11.197,0.122
8138,14.83,14.14,15.52,-11.198,0.122
8139,14.84,14.15,15.52,-11.198,0.122
8140,14.85,14.16,15.53,-11.198,0.122
8141,14.85,14.17,15.54,-11.199,0.122
8142,14.86,14.17,15.55,-11.199,0.122
8143,14.87,14.18,15.56,-11.199,0.122
8144,14.88,14.19,15.57,-11.2,0.122
8145,14.89,14.2,15.58,-11.2,0.123
8146,14.9,14.21,15.59,-11.2,0.123
8147,14.91,14.22,15.59,-11.2,0.123
8148,14.91,14.23,15.6,-11.201,0.123
8149,14.92,14.23,15.61,-11.201,0.123
8150,14.93,14.24,15.62,-11.201,0.123
8151,14.94,14.25,15.63,-11.202,0.123
8152,14.95,14.26,15.64,-11.202,0.123
8153,14.95,14.27,15.64,-11.202,0.123
8154,14.96,14.27,15.65,-11.202,0.123
8155,14.97,14.28,15.66,-11.203,0.123
8156,14.98,14.29,15.67,-11.203,0.123
8157,14.98,14.3,15.67,-11.203,0.123
8158,14.99,14.3,15.68,-11.203,0.123
8159,15,14.31,15.68,-11.204,0.123
8160,15,14.31,15.69,-11.204,0.123
8161,15.01,14.32,15.69,-11.204,0.123
8162,15.01,14.32,15.7,-11.204,0.123
8163,15.02,14.33,15.7,-11.204,0.123
8164,15.02,14.33,15.71,-11.205,0.123
