Total Load [W],FIELD A:Load [W],FIELD B:Load [W],FIELD A:Load [W/m],FIELD B:Load [W/m],FIELD A:MFT [C],FIELD B:MFT [C]
-1000,-500.0000149011612,-499.9999850988388,-1.666666716337204,-1.6666666169961293,9.69867679164876,9.69867680936097
-1000,-500.0000149011612,-499.9999850988388,-1.666666716337204,-1.6666666169961293,9.698470927575766,9.698470945300246
-1000,-500.0000149011612,-499.9999850988388,-1.666666716337204,-1.6666666169961293,9.698266617208693,9.698266634945352
-1000,-500.0000149011612,-499.9999850988388,-1.666666716337204,-1.6666666169961293,9.69806383727072,9.698063855019466
-1000,-500.0000149011612,-499.9999850988388,-1.666666716337204,-1.6666666169961293,9.697862565004224,9.697862582764966
-1000,-500.0000149011612,-499.9999850988388,-1.666666716337204,-1.6666666169961293,9.69766277815544,9.697662795928093
-1000,-500.0000149011612,-499.9999850988388,-1.666666716337204,-1.6666666169961293,9.697464454959716,9.697464472744189
-1000,-500.0000149011612,-499.9999850988388,-1.666666716337204,-1.6666666169961293,9.697267574127267,9.697267591923476
-1000,-500.0000149011612,-499.9999850988388,-1.666666716337204,-1.6666666169961293,9.69707211482947,9.69707213263733
-1000,-500.0000149011612,-499.9999850988388,-1.666666716337204,-1.6666666169961293,9.696878056685637,9.696878074505065
-1000,-500.0000149011612,-499.9999850988388,-1.666666716337204,-1.6666666169961293,9.69668537975026,9.696685397581172
-1000,-500.0000149011612,-499.9999850988388,-1.666666716337204,-1.6666666169961293,9.696494064500714,9.69649408234303
-1000,-500.0000149011612,-499.9999850988388,-1.666666716337204,-1.6666666169961293,9.69630409182538,9.69630410967902
-1000,-500.0000149011612,-499.9999850988388,-1.666666716337204,-1.6666666169961293,9.696115443012195,9.69611546087708
-1000,-500.0000149011612,-499.9999850988388,-1.666666716337204,-1.6666666169961293,9.695928099737587,9.695928117613638
-1000,-500.0000149011612,-499.9999850988388,-1.666666716337204,-1.6666666169961293,9.695742044055793,9.695742061942934
-1000,-500.0000149011612,-499.9999850988388,-1.666666716337204,-1.6666666169961293,9.695557258388549,9.695557276286706
-1000,-500.0000149011612,-499.9999850988388,-1.666666716337204,-1.6666666169961293,9.695373725515122,9.695373743424218
-1000,-500.0000149011612,-499.9999850988388,-1.666666716337204,-1.6666666169961293,9.695191428562671,9.695191446482632
-1000,-500.0000149011612,-499.9999850988388,-1.666666716337204,-1.6666666169961293,9.695010350996952,9.695010368927708
-1000,-500.0000149011612,-499.9999850988388,-1.666666716337204,-1.6666666169961293,9.69483047661331,9.694830494554788
-1000,-500.0000149011612,-499.9999850988388,-1.666666716337204,-1.6666666169961293,9.694651789527981,9.694651807480108
-1000,-500.0000149011612,-499.9999850988388,-1.666666716337204,-1.6666666169961293,9.694474274169666,9.694474292132377
-1000,-500.0000149011612,-499.9999850988388,-1.666666716337204,-1.6666666169961293,9.694297915271408,9.694297933244629
-1000,-500.0000149011612,-499.9999850988388,-1.666666716337204,-1.6666666169961293,9.694122697862685,9.694122715846351
-1000,-500.0000149011612,-499.9999850988388,-1.666666716337204,-1.6666666169961293,9.69394860726181,9.693948625255853
-1000,-500.0000149011612,-499.9999850988388,-1.666666716337204,-1.6666666169961293,9.693775629068536,9.693775647072892
-1000,-500.0000149011612,-499.9999850988388,-1.666666716337204,-1.6666666169961293,9.693537979520377,9.693537997538893
-1000,-500.0000149011612,-499.9999850988388,-1.666666716337204,-1.6666666169961293,9.693297455043055,9.693297473075905
-1000,-500.0000149011612,-499.9999850988388,-1.666666716337204,-1.6666666169961293,9.693058438566098,9.69305845661319
-1000,-500.0000149011612,-499.9999850988388,-1.666666716337204,-1.6666666169961293,9.692820911298037,9.692820929359288
-1000,-500.0000149011612,-499.9999850988388,-1.666666716337204,-1.6666666169961293,9.692584854796483,9.6925848728718
-1000,-500.0000149011612,-499.9999850988388,-1.666666716337204,-1.6666666169961293,9.692350250959521,9.692350269048818
-1000,-500.0000149011612,-499.9999850988388,-1.666666716337204,-1.6666666169961293,9.692117082017385,9.692117100120578
-1000,-500.0000149011612,-499.9999850988388,-1.666666716337204,-1.6666666169961293,9.691885330524384,9.691885348641387
-1000,-500.0000149011612,-499.9999850988388,-1.666666716337204,-1.6666666169961293,9.691654979351064,9.691654997481796
-1000,-500.0000149011612,-499.9999850988388,-1.666666716337204,-1.6666666169961293,9.69142601167662,9.691426029820995
-1000,-500.0000149011612,-499.9999850988388,-1.666666716337204,-1.6666666169961293,9.69119841098151,9.69119842913945
-1000,-500.0000149011612,-499.9999850988388,-1.666666716337204,-1.6666666169961293,9.690972161040316,9.690972179211741
-1000,-500.0000149011612,-499.9999850988388,-1.666666716337204,-1.6666666169961293,9.690747245914805,9.69074726409963
-1000,-500.0000149011612,-499.9999850988388,-1.666666716337204,-1.6666666169961293,9.690523649947172,9.690523668145325
-1000,-500.0000149011612,-499.9999850988388,-1.666666716337204,-1.6666666169961293,9.690301357753526,9.690301375964923
-1000,-500.0000149011612,-499.9999850988388,-1.666666716337204,-1.6666666169961293,9.690080354217516,9.690080372442084
-1000,-500.0000149011612,-499.9999850988388,-1.666666716337204,-1.6666666169961293,9.689860624484176,9.68986064272184
-1000,-500.0000149011612,-499.9999850988388,-1.666666716337204,-1.6666666169961293,9.689642153953928,9.68964217220461
-1000,-500.0000149011612,-499.9999850988388,-1.666666716337204,-1.6666666169961293,9.689424928276761,9.689424946540388
-1000,-500.0000149011612,-499.9999850988388,-1.666666716337204,-1.6666666169961293,9.689208933346578,9.689208951623078
-1000,-500.0000149011612,-499.9999850988388,-1.666666716337204,-1.6666666169961293,9.688994155295696,9.688994173584994
-1000,-500.0000149011612,-499.9999850988388,-1.666666716337204,-1.6666666169961293,9.688780580489507,9.688780598791533
-1000,-500.0000149011612,-499.9999850988388,-1.666666716337204,-1.6666666169961293,9.68856819552128,9.688568213835962
-1000,-500.0000149011612,-499.9999850988388,-1.666666716337204,-1.6666666169961293,9.68835698720711,9.68835700553438
-1000,-500.0000149011612,-499.9999850988388,-1.666666716337204,-1.6666666169961293,9.688146942581016,9.688146960920806
-1000,-500.0000149011612,-499.9999850988388,-1.666666716337204,-1.6666666169961293,9.687938048890157,9.687938067242394
-1000,-500.0000149011612,-499.9999850988388,-1.666666716337204,-1.6666666169961293,9.687730293590183,9.6877303119548
-1000,-500.0000149011612,-499.9999850988388,-1.666666716337204,-1.6666666169961293,9.687523664340725,9.687523682717655
-1000,-500.0000149011612,-499.9999850988388,-1.666666716337204,-1.6666666169961293,9.687318149000985,9.687318167390163
-1000,-500.0000149011612,-499.9999850988388,-1.666666716337204,-1.6666666169961293,9.687113735625466,9.687113754026827
-1000,-500.0000149011612,-499.9999850988388,-1.666666716337204,-1.6666666169961293,9.6869104124598,9.686910430873278
-1000,-500.0000149011612,-499.9999850988388,-1.666666716337204,-1.6666666169961293,9.686708167936692,9.68670818636222
-1000,-500.0000149011612,-499.9999850988388,-1.666666716337204,-1.6666666169961293,9.686506990671967,9.686507009109485
-1000,-500.0000149011612,-499.9999850988388,-1.666666716337204,-1.6666666169961293,9.68630686946074,9.686306887910185
-1000,-500.0000149011612,-499.9999850988388,-1.666666716337204,-1.6666666169961293,9.686107793273656,9.686107811734963
-1000,-500.0000149011612,-499.9999850988388,-1.666666716337204,-1.6666666169961293,9.685909751253245,9.685909769726354
-1000,-500.0000149011612,-499.9999850988388,-1.666666716337204,-1.6666666169961293,9.685712732710375,9.685712751195226
-1000,-500.0000149011612,-499.9999850988388,-1.666666716337204,-1.6666666169961293,9.685516727120786,9.685516745617317
-1000,-500.0000149011612,-499.9999850988388,-1.666666716337204,-1.6666666169961293,9.685321724121716,9.685321742629869
-1000,-500.0000149011612,-499.9999850988388,-1.666666716337204,-1.6666666169961293,9.685127713508617,9.68512773202833
-1000,-500.0000149011612,-499.9999850988388,-1.666666716337204,-1.6666666169961293,9.684934685231942,9.684934703763158
-1000,-500.0000149011612,-499.9999850988388,-1.666666716337204,-1.6666666169961293,9.684742629394036,9.684742647936696
-1000,-500.0000149011612,-499.9999850988388,-1.666666716337204,-1.6666666169961293,9.684551536246074,9.684551554800123
-1000,-500.0000149011612,-499.9999850988388,-1.666666716337204,-1.6666666169961293,9.684361396185105,9.684361414750487
-1000,-500.0000149011612,-499.9999850988388,-1.666666716337204,-1.6666666169961293,9.684172199751153,9.684172218327808
-1000,-500.0000149011612,-499.9999850988388,-1.666666716337204,-1.6666666169961293,9.683983937624383,9.68398395621226
-1000,-500.0000149011612,-499.9999850988388,-1.666666716337204,-1.6666666169961293,9.683796600622362,9.683796619221402
-1000,-500.0000149011612,-499.9999850988388,-1.666666716337204,-1.6666666169961293,9.68361017969736,9.68361019830751
-1000,-500.0000149011612,-499.9999850988388,-1.666666716337204,-1.6666666169961293,9.683424665933735,9.68342468455494
-1000,-500.0000149011612,-499.9999850988388,-1.666666716337204,-1.6666666169961293,9.683240050545365,9.683240069177572
-1000,-500.0000149011612,-499.9999850988388,-1.666666716337204,-1.6666666169961293,9.683056324873162,9.683056343516318
-1000,-500.0000149011612,-499.9999850988388,-1.666666716337204,-1.6666666169961293,9.682873480382632,9.682873499036681
-1000,-500.0000149011612,-499.9999850988388,-1.666666716337204,-1.6666666169961293,9.682691508661486,9.682691527326382
-1000,-500.0000149011612,-499.9999850988388,-1.666666716337204,-1.6666666169961293,9.682510401417336,9.682510420093022
-1000,-500.0000149011612,-499.9999850988388,-1.666666716337204,-1.6666666169961293,9.682330150475408,9.682330169161839
-1000,-500.0000149011612,-499.9999850988388,-1.666666716337204,-1.6666666169961293,9.682150747776346,9.682150766473468
-1000,-500.0000149011612,-499.9999850988388,-1.666666716337204,-1.6666666169961293,9.681972185374038,9.6819722040818
-1000,-500.0000149011612,-499.9999850988388,-1.666666716337204,-1.6666666169961293,9.6817944554335,9.681794474151857
-1000,-500.0000149011612,-499.9999850988388,-1.666666716337204,-1.6666666169961293,9.681617550228838,9.681617568957735
-1000,-500.0000149011612,-499.9999850988388,-1.666666716337204,-1.6666666169961293,9.681441462141194,9.681441480880583
-1000,-500.0000149011612,-499.9999850988388,-1.666666716337204,-1.6666666169961293,9.681266183656811,9.681266202406647
-1000,-500.0000149011612,-499.9999850988388,-1.666666716337204,-1.6666666169961293,9.681091707365097,9.681091726125329
-1000,-500.0000149011612,-499.9999850988388,-1.666666716337204,-1.6666666169961293,9.680918025956737,9.68091804472732
-1000,-500.0000149011612,-499.9999850988388,-1.666666716337204,-1.6666666169961293,9.68074513222187,9.680745151002757
-1000,-500.0000149011612,-499.9999850988388,-1.666666716337204,-1.6666666169961293,9.680573019048284,9.680573037839428
-1000,-500.0000149011612,-499.9999850988388,-1.666666716337204,-1.6666666169961293,9.680401679419662,9.680401698221015
-1000,-500.0000149011612,-499.9999850988388,-1.666666716337204,-1.6666666169961293,9.680231106413862,9.680231125225383
-1000,-500.0000149011612,-499.9999850988388,-1.666666716337204,-1.6666666169961293,9.680061293201256,9.680061312022895
-1000,-500.0000149011612,-499.9999850988388,-1.666666716337204,-1.6666666169961293,9.679892233043061,9.679892251874776
-1000,-500.0000149011612,-499.9999850988388,-1.666666716337204,-1.6666666169961293,9.679723919289764,9.679723938131508
-1000,-500.0000149011612,-499.9999850988388,-1.666666716337204,-1.6666666169961293,9.679556345379526,9.679556364231258
-1000,-500.0000149011612,-499.9999850988388,-1.666666716337204,-1.6666666169961293,9.679389504836669,9.679389523698342
-1000,-500.0000149011612,-499.9999850988388,-1.666666716337204,-1.6666666169961293,9.67922339127016,9.679223410141734
-1000,-500.0000149011612,-499.9999850988388,-1.666666716337204,-1.6666666169961293,9.679039466539292,9.679039485421818
-1000,-500.0000149011612,-499.9999850988388,-1.666666716337204,-1.6666666169961293,9.67883667081276,9.67883668970736
-1000,-500.0000149011612,-499.9999850988388,-1.666666716337204,-1.6666666169961293,9.67863474732861,9.678634766235227
-1000,-500.0000149011612,-499.9999850988388,-1.666666716337204,-1.6666666169961293,9.678433688615776,9.67843370753436
-1000,-500.0000149011612,-499.9999850988388,-1.666666716337204,-1.6666666169961293,9.678233487298778,9.67823350622928
-1000,-500.0000149011612,-499.9999850988388,-1.666666716337204,-1.6666666169961293,9.678034136096091,9.678034155038459
-1000,-500.0000149011612,-499.9999850988388,-1.666666716337204,-1.6666666169961293,9.677835627818553,9.677835646772735
-1000,-500.0000149011612,-499.9999850988388,-1.666666716337204,-1.6666666169961293,9.677637955367816,9.677637974333765
-1000,-500.0000149011612,-499.9999850988388,-1.666666716337204,-1.6666666169961293,9.677441111734819,9.677441130712486
-1000,-500.0000149011612,-499.9999850988388,-1.666666716337204,-1.6666666169961293,9.6772450899983,9.677245108987634
-1000,-500.0000149011612,-499.9999850988388,-1.666666716337204,-1.6666666169961293,9.67704988332333,9.677049902324283
