Total Load [W],FIELD A:Load [W],FIELD A:Load [W/m],FIELD A:MFT [C]
-1000,-1000.0,-1.6666666666666667,9.661588623496634
-1000,-1000.0,-1.6666666666666667,9.661448691541192
-1000,-1000.0,-1.6666666666666667,9.661309175431697
-1000,-1000.0,-1.6666666666666667,9.661170072703875
-1000,-1000.0,-1.6666666666666667,9.661072169468518
-1000,-1000.0,-1.6666666666666667,9.660993686934189
-1000,-1000.0,-1.6666666666666667,9.660915434892214
-1000,-1000.0,-1.6666666666666667,9.660837411992711
-1000,-1000.0,-1.6666666666666667,9.66075961689762
-1000,-1000.0,-1.6666666666666667,9.660682048280561
-1000,-1000.0,-1.6666666666666667,9.660604704826715
-1000,-1000.0,-1.6666666666666667,9.660527585232671
-1000,-1000.0,-1.6666666666666667,9.660450688206309
-1000,-1000.0,-1.6666666666666667,9.66037401246666
-1000,-1000.0,-1.6666666666666667,9.660297556743782
-1000,-1000.0,-1.6666666666666667,9.660221319778636
-1000,-1000.0,-1.6666666666666667,9.660145300322958
-1000,-1000.0,-1.6666666666666667,9.660069497139139
-1000,-1000.0,-1.6666666666666667,9.659993909000102
-1000,-1000.0,-1.6666666666666667,9.659918534689183
-1000,-1000.0,-1.6666666666666667,9.659843373000017
-1000,-1000.0,-1.6666666666666667,9.659768422736416
-1000,-1000.0,-1.6666666666666667,9.659693682712259
-1000,-1000.0,-1.6666666666666667,9.65961915175138
-1000,-1000.0,-1.6666666666666667,9.659544828687455
-1000,-1000.0,-1.6666666666666667,9.659470712363891
-1000,-1000.0,-1.6666666666666667,9.659396801633722
-1000,-1000.0,-1.6666666666666667,9.659323095359499
-1000,-1000.0,-1.6666666666666667,9.659249592413186
-1000,-1000.0,-1.6666666666666667,9.65917629167606
-1000,-1000.0,-1.6666666666666667,9.659103192038602
-1000,-1000.0,-1.6666666666666667,9.659030292400402
-1000,-1000.0,-1.6666666666666667,9.658957591670058
-1000,-1000.0,-1.6666666666666667,9.658885088765073
-1000,-1000.0,-1.6666666666666667,9.65881278261177
-1000,-1000.0,-1.6666666666666667,9.658740672145182
-1000,-1000.0,-1.6666666666666667,9.658668756308971
-1000,-1000.0,-1.6666666666666667,9.658597034055326
-1000,-1000.0,-1.6666666666666667,9.658525504344874
-1000,-1000.0,-1.6666666666666667,9.658454166146594
-1000,-1000.0,-1.6666666666666667,9.658383018437721
-1000,-1000.0,-1.6666666666666667,9.658312060203665
-1000,-1000.0,-1.6666666666666667,9.658241290437914
-1000,-1000.0,-1.6666666666666667,9.658170708141963
-1000,-1000.0,-1.6666666666666667,9.658100312325212
-1000,-1000.0,-1.6666666666666667,9.6580301020049
-1000,-1000.0,-1.6666666666666667,9.657960076206011
-1000,-1000.0,-1.6666666666666667,9.657890233961197
-1000,-1000.0,-1.6666666666666667,9.657820574310694
-1000,-1000.0,-1.6666666666666667,9.657751096302249
-1000,-1000.0,-1.6666666666666667,9.65768179899104
-1000,-1000.0,-1.6666666666666667,9.657612681439595
-1000,-1000.0,-1.6666666666666667,9.65754374271772
-1000,-1000.0,-1.6666666666666667,9.657474981902421
-1000,-1000.0,-1.6666666666666667,9.657406398077834
-1000,-1000.0,-1.6666666666666667,9.657337990335147
-1000,-1000.0,-1.6666666666666667,9.65726975777253
-1000,-1000.0,-1.6666666666666667,9.657201699495065
-1000,-1000.0,-1.6666666666666667,9.657133814614673
-1000,-1000.0,-1.6666666666666667,9.657066102250045
-1000,-1000.0,-1.6666666666666667,9.656998561526578
-1000,-1000.0,-1.6666666666666667,9.656931191576296
-1000,-1000.0,-1.6666666666666667,9.656863991537799
-1000,-1000.0,-1.6666666666666667,9.656796960556179
-1000,-1000.0,-1.6666666666666667,9.656730097782972
-1000,-1000.0,-1.6666666666666667,9.656663402376081
-1000,-1000.0,-1.6666666666666667,9.656596873499716
-1000,-1000.0,-1.6666666666666667,9.656530510324336
-1000,-1000.0,-1.6666666666666667,9.65646431202658
-1000,-1000.0,-1.6666666666666667,9.656398277789211
-1000,-1000.0,-1.6666666666666667,9.656332406801049
-1000,-1000.0,-1.6666666666666667,9.65626669825692
-1000,-1000.0,-1.6666666666666667,9.656201151357589
-1000,-1000.0,-1.6666666666666667,9.656135765309706
-1000,-1000.0,-1.6666666666666667,9.656070539325746
-1000,-1000.0,-1.6666666666666667,9.65600547262396
-1000,-1000.0,-1.6666666666666667,9.6559405644283
-1000,-1000.0,-1.6666666666666667,9.65587581396839
-1000,-1000.0,-1.6666666666666667,9.655811220479444
-1000,-1000.0,-1.6666666666666667,9.655746783202233
-1000,-1000.0,-1.6666666666666667,9.655682501383017
-1000,-1000.0,-1.6666666666666667,9.655618374273505
-1000,-1000.0,-1.6666666666666667,9.65555440113079
-1000,-1000.0,-1.6666666666666667,9.655490581217306
-1000,-1000.0,-1.6666666666666667,9.655426913800774
-1000,-1000.0,-1.6666666666666667,9.655363398154151
-1000,-1000.0,-1.6666666666666667,9.655300033555582
-1000,-1000.0,-1.6666666666666667,9.65523681928835
-1000,-1000.0,-1.6666666666666667,9.655173754640822
-1000,-1000.0,-1.6666666666666667,9.655110838906417
-1000,-1000.0,-1.6666666666666667,9.655048071383536
-1000,-1000.0,-1.6666666666666667,9.654985451375534
-1000,-1000.0,-1.6666666666666667,9.654922978190664
-1000,-1000.0,-1.6666666666666667,9.65486065114203
-1000,-1000.0,-1.6666666666666667,9.654798469547552
-1000,-1000.0,-1.6666666666666667,9.654736432729909
-1000,-1000.0,-1.6666666666666667,9.654674540016503
-1000,-1000.0,-1.6666666666666667,9.654612790739408
-1000,-1000.0,-1.6666666666666667,9.654551184235336
-1000,-1000.0,-1.6666666666666667,9.654489719845586
-1000,-1000.0,-1.6666666666666667,9.654428396916007
-1000,-1000.0,-1.6666666666666667,9.654367214796952
-1000,-1000.0,-1.6666666666666667,9.654306172843242
-1000,-1000.0,-1.6666666666666667,9.654245270414119
-1000,-1000.0,-1.6666666666666667,9.654184506873209
-1000,-1000.0,-1.6666666666666667,9.654123881588486
-1000,-1000.0,-1.6666666666666667,9.654063393932223
-1000,-1000.0,-1.6666666666666667,9.65400304328096
-1000,-1000.0,-1.6666666666666667,9.653942829015467
-1000,-1000.0,-1.6666666666666667,9.6538827505207
-1000,-1000.0,-1.6666666666666667,9.653822807185763
-1000,-1000.0,-1.6666666666666667,9.65376299840388
-1000,-1000.0,-1.6666666666666667,9.653703323572351
-1000,-1000.0,-1.6666666666666667,9.65364378209251
-1000,-1000.0,-1.6666666666666667,9.653584373369702
-1000,-1000.0,-1.6666666666666667,9.653525096813238
-1000,-1000.0,-1.6666666666666667,9.653465951836365
-1000,-1000.0,-1.6666666666666667,9.653406937856225
-1000,-1000.0,-1.6666666666666667,9.653348054293827
-1000,-1000.0,-1.6666666666666667,9.65328930057401
-1000,-1000.0,-1.6666666666666667,9.653230676125407
-1000,-1000.0,-1.6666666666666667,9.653172180380418
-1000,-1000.0,-1.6666666666666667,9.65311381277517
-1000,-1000.0,-1.6666666666666667,9.653055572749487
-1000,-1000.0,-1.6666666666666667,9.652997459746864
-1000,-1000.0,-1.6666666666666667,9.652939473214422
-1000,-1000.0,-1.6666666666666667,9.652881612602886
-1000,-1000.0,-1.6666666666666667,9.652823877366558
-1000,-1000.0,-1.6666666666666667,9.652766266963269
-1000,-1000.0,-1.6666666666666667,9.652708780854365
-1000,-1000.0,-1.6666666666666667,9.652651418504673
-1000,-1000.0,-1.6666666666666667,9.652594179382465
-1000,-1000.0,-1.6666666666666667,9.652537062959434
-1000,-1000.0,-1.6666666666666667,9.652480068710663
-1000,-1000.0,-1.6666666666666667,9.652423196114597
-1000,-1000.0,-1.6666666666666667,9.652366444653012
-1000,-1000.0,-1.6666666666666667,9.65230981381099
-1000,-1000.0,-1.6666666666666667,9.65225330307689
-1000,-1000.0,-1.6666666666666667,9.652196911942315
-1000,-1000.0,-1.6666666666666667,9.652140639902095
-1000,-1000.0,-1.6666666666666667,9.652084486454248
-1000,-1000.0,-1.6666666666666667,9.652028451099966
-1000,-1000.0,-1.6666666666666667,9.651972533343574
-1000,-1000.0,-1.6666666666666667,9.65191673269252
-1000,-1000.0,-1.6666666666666667,9.651861048657329
-1000,-1000.0,-1.6666666666666667,9.651805480751598
-1000,-1000.0,-1.6666666666666667,9.651750028491955
-1000,-1000.0,-1.6666666666666667,9.651694691398044
-1000,-1000.0,-1.6666666666666667,9.651639468992492
-1000,-1000.0,-1.6666666666666667,9.651584360800891
-1000,-1000.0,-1.6666666666666667,9.651529366351769
-1000,-1000.0,-1.6666666666666667,9.651474485176566
-1000,-1000.0,-1.6666666666666667,9.651419716809613
-1000,-1000.0,-1.6666666666666667,9.651365060788109
-1000,-1000.0,-1.6666666666666667,9.651310516652089
-1000,-1000.0,-1.6666666666666667,9.651256083944412
-1000,-1000.0,-1.6666666666666667,9.651201762210732
-1000,-1000.0,-1.6666666666666667,9.651147550999475
-1000,-1000.0,-1.6666666666666667,9.651093449861822
-1000,-1000.0,-1.6666666666666667,9.651039458351674
-1000,-1000.0,-1.6666666666666667,9.650985576025644
